119556 3600
19287 16484 16064
17654 15179 18807
17378 18908 14484
15718 16101 20045
15267 19683 15726
14218 18604 18183
17321 18852 14530
14369 19230 17167
17227 18901 14660
16939 19086 14691
14515 18479 18446
15166 18530 17955
18188 15209 18242
18860 17274 15353
18879 16702 16516
17390 15237 19116
14812 19162 17559
14430 18183 18751
18525 15465 17642
14453 18025 18809
17860 15911 18393
16900 17981 17541
16215 16134 19917
18122 15313 18335
19052 16728 16308
17099 17956 17799
18317 17944 15147
14422 18497 18353
19248 16323 16273
18504 16076 17393
18685 17544 15123
18394 17903 14941
18997 16983 16248
17150 18693 15477
18619 17450 15383
18240 16463 17611
15754 16438 19886
18297 17783 15217
15235 18403 18134
14557 18601 18207
16766 16039 19450
15314 16755 19603
18958 16346 16750
17163 19017 15295
18156 18227 14780
15504 19570 16263
15904 19522 15572
17032 17180 17985
17403 15347 19100
18078 18148 15154
15953 17165 18871
16282 16239 19816
16523 16111 19642
15485 19262 16924
18753 17490 15182
18039 18376 14854
15842 18930 17054
15474 18050 18478
18072 16900 17461
18572 17642 15624
19211 16231 16296
14620 19220 17137
17893 18511 14751
17613 18249 15872
14633 18215 18605
16622 18885 15838
14670 18887 18031
14583 17792 18958
16516 15893 19768
16709 19105 14989
15675 17130 19245
17049 16410 18969
16908 19052 15509
16877 15653 19366
18261 17460 16572
16107 16380 19835
17906 18506 14733
15264 19656 16081
19125 16472 16369
18376 15530 17779
14757 18198 18745
18730 16367 16911
14692 17691 19038
14569 19321 17075
15223 19589 16443
16923 16140 19028
17063 16158 18924
18709 17368 15312
15369 17013 19470
16695 19235 14772
14782 18568 18197
16068 15664 19964
17056 15952 19093
17629 18502 15760
18105 16688 17321
18207 15377 18196
16568 16296 19417
16671 17728 17846
17363 17704 17117
17841 18389 15091
18662 15806 17428
18939 16393 16761
18049 15250 18425
17206 18890 14824
17901 18193 14968
16168 19479 15415
18485 15546 17476
17789 17887 16347
15192 17767 18828
15440 16785 19590
16340 16313 19704
14723 18756 17924
16030 16285 19863
16982 17986 17452
18556 15972 17280
18785 16207 17114
18181 15603 18010
17458 18661 14493
16861 15416 19395
16541 18874 16053
16741 15865 19502
17353 18842 15240
18532 15836 17467
17209 18703 15261
14792 18305 18574
17989 17599 16790
19017 16357 16439
15728 19607 16048
17478 15510 19021
16457 17030 18494
19064 16583 16180
16421 19303 15419
16047 19449 15939
18030 15590 18379
18364 17156 16617
17459 18085 16331
14906 19294 17003
17094 18708 15920
15382 19463 16668
16831 18256 16715
17408 18820 15064
15811 18747 17361
18655 17045 16117
15777 15985 20018
15068 19671 15897
16014 17143 19139
16509 18613 16653
15571 19621 15800
16123 17807 18229
17640 15442 18890
18673 15764 17308
17423 18816 14802
16181 16259 19958
16095 18738 16990
16724 15776 19656
17832 18331 15111
19116 16561 16172
17494 16478 18698
16995 16420 18891
19176 16794 16065
17950 17844 15849
16334 15746 19795
16203 16922 19309
16727 19150 14898
15128 17837 18631
17543 17864 16768
18974 17063 15887
17323 15291 19167
15876 18338 17833
15975 17105 19456
14885 18274 18420
19264 16552 16188
18142 17776 15730
18897 16568 16535
19150 16600 16069
17132 18726 15435
14385 18397 18457
16066 18008 18107
15569 19385 16693
17816 15494 18763
16272 16095 19847
17021 18798 15433
18015 16499 18055
17588 15561 18773
16978 18896 15347
14739 18825 17914
16528 19173 15024
15911 19550 15306
