45916 2341
25739 25411 25559
25583 25465 25404
25714 25415 25521
25371 25513 25366
25590 25430 25531
25564 25500 25427
25742 25351 25510
25448 25492 25505
25580 25500 25426
25658 25494 25356
25576 25429 25643
25475 25181 25738
25635 25450 25483
25717 25389 25683
25579 25166 25738
25728 25520 25292
25668 25567 25232
25378 25571 25216
25580 25578 25133
25801 25580 25054
25646 25407 25577
25670 25534 25248
25672 25150 25759
26062 25493 25341
25625 25346 25699
25769 25347 25589
25730 25323 25631
25899 25511 25295
26043 25224 25571
26105 25066 25600
26020 25254 25544
26170 25041 25578
26006 25095 25698
25999 25225 25561
25954 25257 25545
25912 25175 25718
26217 25151 25453
26196 25107 25526
26017 25536 25095
25842 25453 25400
25984 25221 25662
25628 25263 25698
26104 25413 25229
25664 25397 25609
25866 25311 25696
25777 25489 25372
25870 25236 25677
26095 25249 25505
25956 25502 25252
25835 25422 25507
25986 25428 25416
26168 25255 25463
26072 25245 25545
25906 24989 25800
25884 24889 25817
25982 25098 25765
26028 24964 25756
25869 25197 25721
26093 25076 25639
26113 24960 25643
26045 24956 25731
26100 25061 25612
26060 25139 25588
25682 25193 25722
26014 25174 25603
25962 25401 25451
25865 24920 25845
25894 25325 25612
25867 25255 25720
25911 25209 25700
26088 25131 25590
25772 25148 25802
26178 25384 25311
26252 25373 25305
26182 25337 25375
26177 25253 25480
25907 25128 25796
26012 25384 25486
26346 25046 25338
26038 25378 25389
26062 25346 25458
26282 25325 25264
26375 25080 25177
26068 25420 25270
26076 25411 25275
25949 25562 25146
26116 25090 25571
26074 25251 25493
25903 25459 25396
25945 25509 25241
26048 25401 25346
26145 25396 25279
26043 25451 25385
26057 25286 25493
26383 25006 25384
26161 25356 25451
26361 25018 25337
26338 25003 25406
26339 25199 25333
26221 25367 25308
26348 25044 25350
26289 25293 25287
26330 25081 25354
26007 25402 25404
26093 25286 25487
26082 25394 25337
25972 25423 25431
25883 25527 25258
25966 25497 25346
25920 25522 25269
26089 25377 25452
26409 24908 25231
26375 25078 25216
26303 25245 25306
26279 25161 25405
26302 25183 25366
25850 25504 25342
26195 25365 25323
26053 25428 25343
26401 24961 25290
26356 25111 25275
26036 25094 25728
26007 25135 25673
25999 25500 25333
26120 25400 25322
26106 25363 25373
26142 25412 25233
26156 25374 25350
26143 25245 25541
25990 25476 25375
26120 25416 25221
26277 25106 25509
26178 25056 25559
26210 25165 25435
26066 25407 25312
26108 25267 25485
26317 25122 25443
26097 25141 25552
26146 25091 25527
26207 25293 25374
26181 25028 25527
26091 25436 25264
26287 25159 25440
26318 25033 25399
26236 25112 25451
26194 25179 25518
26093 25097 25556
26192 25210 25480
26321 25166 25355
26256 25008 25535
25912 25529 25211
25972 25253 25662
26037 25279 25542
25993 25185 25640
26066 25225 25553
25911 25156 25720
26074 25129 25691
25919 25121 25731
26134 25001 25640
26073 24884 25710
26092 24836 25647
25903 25312 25657
25958 25131 25723
25917 25102 25740
26070 25030 25709
25903 25561 25237
25936 25257 25546
25578 25015 25812
26062 25391 25350
26030 25400 25460
25976 25175 25700
25973 25059 25796
25903 25458 25399
25919 25435 25402
26018 25340 25518
26145 25377 25339
26003 25528 25224
25938 25510 25226
25895 25445 25455
26163 25424 25212
26263 25407 25273
26149 25453 25185
26216 25286 25370
26344 25212 25177
26271 25276 25434
26338 25309 25249
26364 25103 25293
