37826 1561
29376 25343 25330
28160 27581 23843
27148 23442 28680
25896 28603 24966
25200 24333 29433
24511 26748 28072
28015 27783 23908
24630 26678 28143
27847 23868 28341
26980 23468 28833
27804 27882 24002
25104 27546 27332
25829 27856 26744
29282 26145 24582
29204 26524 24271
26293 23638 29165
24699 26971 27932
24858 26696 28016
26329 23978 29128
27994 23551 27955
28598 27233 24710
27617 28034 24320
27069 24691 28536
24553 26546 28327
25717 28236 26115
24715 25779 28797
28101 24478 27762
28655 24842 27144
26065 28393 26061
24519 26960 27985
29218 25620 25879
26746 23618 28959
28370 24664 27352
25381 24260 29404
27688 27292 25697
27621 27803 25068
27947 27687 24057
29027 26719 24384
28244 26318 26767
26554 28518 24637
26533 28212 25582
24906 26884 27888
24774 27411 27395
25879 28421 25956
25951 24464 29197
27956 27448 25153
24738 26206 28571
27994 27609 24354
29367 25756 25324
24825 26858 27967
29350 25494 25711
24581 26222 28509
28007 27710 24024
26765 28386 25224
28346 27432 24029
26887 25465 28229
27023 23659 28808
29168 24982 26399
29001 26294 25501
24937 27922 26643
28509 26965 25024
26696 26426 27612
28543 25671 26853
25055 26836 27940
26236 23826 29260
25586 25121 29085
27465 26369 26810
28225 25630 26973
28864 26153 26097
27666 27362 25537
28920 24644 26674
26343 28003 26019
28752 26989 24083
29117 25014 26403
28333 25169 27370
26789 27892 25656
29134 25514 26079
26092 27962 26448
26357 23949 29141
28189 27490 24533
25178 26406 28171
27555 26250 27277
29335 25892 25494
27825 26593 26429
27542 27594 25297
28270 27209 25470
25676 27322 27312
26123 28464 25565
28581 26929 25034
28445 27390 24783
26386 24410 29043
27049 27930 25359
27280 27949 25128
29066 26160 25842
27224 25935 27649
28675 27044 24506
28624 25610 26836
29081 26458 25302
27210 25185 28093
26404 23566 29139
28206 24622 27569
28696 24942 26962
27515 28075 24519
25985 28495 25551
28393 24172 27601
25735 24429 29254
27304 23788 28572
28954 26282 25783
25004 24816 29341
27174 28054 25055
25568 27514 26876
28164 27261 25265
26246 24182 29104
26428 28365 25607
28087 25655 27154
25652 26175 28206
29105 24891 26527
25074 25535 28920
25564 28569 25252
28196 27565 24109
28706 26378 26139
26112 24970 28864
24815 26436 28280
25147 27136 27753
25035 25916 28631
25472 24241 29366
27339 24504 28308
26922 27482 26291
26433 24097 29069
26971 25067 28363
28410 27073 24982
26375 26500 27716
28842 25716 26462
27934 27759 24191
27649 26757 26504
29312 26048 25378
26416 24558 28826
26284 24395 29054
27120 28019 25176
27931 27563 24667
26799 28346 24821
26852 27205 26780
25688 25105 29149
27438 28156 24428
27059 24033 28675
25764 24721 29222
28434 27083 24932
25617 28545 25012
24882 26074 28482
26009 25821 28455
25365 24263 29392
25268 28179 26245
25599 27357 27205
27369 24509 28289
27084 23805 28708
27165 27637 26155
26487 24112 29023
25747 24994 29173
29248 26105 25427
25337 27560 26893
25321 27421 27387
27114 23693 28706
25395 26057 28592
26508 28448 25215
28417 24342 27410
26588 27015 27431
28399 26336 26424
27912 27739 24242
29306 25403 25820
26104 28533 25095
25226 24800 29274
25757 28143 26238
27694 27906 24927
28645 27056 24011
28875 25144 26636
25802 27868 26694
25495 24527 29360
26083 27158 26908
27935 27774 24155
24941 26694 28121
25513 28290 26079
27767 25807 27319
27559 25279 27691
27121 23581 28768
28120 24636 27546
27191 28127 24762
27034 25936 27506
25424 26269 28265
28599 27159 24616
26471 28066 25929
28614 26127 26314
25625 25566 28765
27000 25100 28154
27385 26873 26742
26816 24443 28555
27477 24125 28496
26974 28040 25635
27755 25053 27751
25284 25706 28778
25965 24828 29013
29130 26481 25148
26954 26132 27730
27866 26002 27054
26252 24008 29184
27810 24751 27899
28871 25072 26688
27353 23672 28642
28317 25292 27122
26145 25253 28604
27717 27624 25200
26598 26982 27077
27971 25963 27091
27575 28007 24887
28745 26465 25903
27247 24765 28187
28296 24382 27510
25207 25850 28667
25462 24729 29332
28050 26952 25735
26724 23919 28862
27465 28083 24138
26580 28275 25417
25552 25792 28756
27424 25393 27726
26729 24076 28844
28073 26227 26905
28497 25050 27294
26193 28230 26197
27211 23758 28618
27561 28027 24420
26260 28481 25245
26455 23714 29029
28427 24199 27555
25306 26398 28397
28798 26890 24698
28386 26901 25595
28813 26905 24460
26229 28504 24864
28284 27568 24076
26805 28338 24431
28232 27173 25694
29019 25980 26273
24779 25032 29191
25237 26209 28407
26621 24231 28854
27786 23962 28318
27007 23742 28729
26049 27501 26989
28234 25878 26929
26036 24602 28975
26690 26566 27186
27896 27868 24635
