21339 1051
29592 24719 24893
28616 26599 24445
27818 23700 27813
25947 28187 25616
25907 24957 28753
24841 26666 28054
27691 27341 24555
28258 23753 27400
27875 23828 27765
25535 26284 28294
28014 27146 24704
24972 26733 27929
25094 26366 28233
29520 24877 24880
29293 25473 24646
24929 26653 28060
25671 28097 25786
25599 27967 26413
27507 27500 24783
29359 24490 25680
29183 25713 25070
27705 26328 26808
29478 24479 25592
25024 26222 28418
28965 26056 24755
27582 26963 26043
27264 24843 28180
27436 23859 28145
28480 26713 25103
28857 26230 24811
28088 24148 27592
28042 24003 27598
28815 24267 26652
27558 23986 28048
28488 26527 25369
29269 25383 25047
26961 27767 25536
28858 26171 24610
26707 26929 27225
28362 25767 26613
29213 23899 26005
29429 25115 25192
29301 25424 24721
27005 26507 27085
25730 25595 28684
24852 26876 27870
27974 23881 27689
28658 26250 24979
28020 25039 27272
24890 26472 28150
28985 25956 24936
25377 27264 27188
28397 24751 27032
26569 26982 27011
29409 25136 25556
28571 26518 25109
28927 26146 25205
25490 26669 27651
28722 26223 25019
27821 25264 27361
26228 24984 28621
27284 24694 28160
28105 26816 25394
25140 25706 28611
26359 28054 25461
29037 24183 26394
27238 23953 28285
27231 26928 26535
25864 27086 27320
27398 26355 27147
26477 27797 26119
29563 24608 25249
25253 25746 28589
26408 24525 28520
26372 27442 26554
25925 25838 28399
27610 25409 27500
28689 25691 26245
25463 27918 26644
28216 24596 27303
25718 25274 28707
28243 23928 27577
26090 28140 25561
28914 25162 26187
25184 27061 27711
26847 26763 27099
29121 25731 24959
25423 27104 27411
26318 27394 26901
29547 24583 25266
25969 28175 25515
27923 24351 27761
27054 27895 25305
27942 24251 27699
25711 25208 28737
29282 25429 24918
28348 23942 27175
28748 25670 26445
27480 24461 28084
27466 27550 24823
24875 27383 27361
27625 24035 27954
29354 25144 25173
27719 24277 27845
29223 25502 25230
26579 25937 27972
28234 26821 24852
25690 27465 27069
26649 27937 25514
26337 27010 27400
28793 24663 26579
25006 26309 28323
26737 24135 28379
28171 24035 27423
27379 27412 25553
29470 24658 25241
25608 26438 28200
27377 24199 28126
26180 27986 26106
25265 27693 26754
26699 27311 26708
26060 27127 27249
28735 25326 26509
27815 24220 27922
25274 26416 28220
27159 24549 28245
25226 27589 26776
27179 25348 27836
27893 26799 25862
25201 26832 27902
26541 24748 28473
25847 25551 28541
26386 27043 27001
27143 27325 26293
28673 24068 26894
29195 25246 25695
25441 27735 26688
28340 26892 24631
27362 26079 27482
