36317 240.014
3976 3533 3272
3757 3877 3027
3706 3357 3678
3401 4062 3176
3401 3500 3788
3140 3581 3756
3806 3818 3103
3189 3772 3640
3918 3398 3427
3281 3971 3458
3561 3369 3760
3248 3600 3747
3300 3638 3717
3239 3721 3670
3695 3932 3132
3721 3419 3616
3215 3673 3724
3206 3764 3642
3209 4036 3284
3449 3439 3779
3359 4047 3279
3950 3536 3169
3467 4040 3151
3933 3616 3155
3475 4029 3186
3331 4052 3203
3458 3437 3763
3370 3719 3662
3478 4014 3326
3324 3536 3771
3675 3457 3684
3452 4025 3332
3317 4026 3351
3308 3956 3463
3956 3427 3316
3966 3467 3291
3865 3743 3182
3738 3909 3136
3939 3447 3413
3954 3511 3280
3812 3805 3142
3357 3618 3723
3701 3904 3221
3950 3480 3336
3382 3948 3470
3343 3981 3423
3400 3517 3783
3844 3767 3145
3856 3747 3190
3810 3429 3605
3418 3614 3728
3505 4007 3291
3376 3615 3730
3903 3422 3437
3780 3505 3572
3616 3486 3701
3945 3450 3338
3403 3566 3741
3438 3998 3362
3389 4013 3346
3627 3918 3292
3436 3521 3766
3867 3735 3238
3682 3901 3226
3335 3871 3568
3427 3783 3601
3328 3585 3737
3411 3963 3447
3433 3525 3771
3774 3840 3137
3699 3584 3578
3925 3546 3331
3386 3762 3631
3483 3544 3732
3313 3635 3742
3929 3501 3346
3897 3550 3427
3349 3963 3457
3458 4045 3265
3839 3675 3358
3338 3970 3424
3933 3469 3359
3350 3600 3736
3537 3461 3755
3569 3953 3306
3705 3852 3309
3648 3593 3638
3559 3603 3690
3434 4001 3399
3881 3699 3194
3756 3757 3369
3630 3680 3594
3526 3961 3378
3688 3741 3499
3775 3834 3173
3548 3960 3277
3466 3731 3633
3430 3772 3608
3446 3984 3371
3397 3671 3681
3959 3498 3299
3752 3848 3227
3832 3560 3446
3520 3994 3241
3532 3939 3424
3742 3835 3268
3600 3931 3303
3889 3609 3344
3656 3653 3582
3591 3612 3667
3497 3627 3686
3433 3626 3721
3715 3881 3229
3671 3854 3375
3660 3646 3581
3598 3814 3492
3544 3968 3296
3514 3650 3667
3451 3520 3746
3841 3660 3361
3805 3694 3395
3733 3527 3606
3635 3696 3576
3572 3788 3548
3528 3860 3473
3503 3911 3459
3413 3548 3753
3880 3689 3254
3792 3478 3554
3787 3820 3203
3785 3791 3259
3770 3856 3184
3739 3868 3215
3633 3665 3619
3519 3880 3478
3496 3830 3550
3488 3822 3552
3474 3625 3698
3453 3556 3734
3846 3622 3409
3800 3601 3471
3524 3862 3486
3517 3553 3702
3443 3964 3432
3423 3752 3651
3375 3795 3621
3331 3739 3663
3951 3467 3318
3724 3721 3440
3512 3757 3617
3566 3645 3656
3874 3658 3321
3871 3545 3433
3729 3564 3556
3463 3977 3381
3583 3729 3589
3372 3675 3705
3680 3832 3379
3891 3624 3322
3600 3824 3475
3560 3748 3587
3942 3491 3329
3940 3488 3340
3908 3529 3386
3907 3578 3343
3831 3503 3508
3823 3512 3534
3643 3933 3217
3470 3989 3358
3589 3942 3389
3752 3890 3207
3607 3993 3246
3727 3642 3539
3722 3801 3373
3657 3898 3250
3609 3737 3560
3471 3498 3750
3431 3978 3408
3898 3457 3469
3809 3656 3434
3794 3591 3489
3588 3781 3546
3494 3476 3739
3417 4005 3341
3415 3986 3405
3641 3926 3234
3887 3686 3154
3828 3760 3288
3751 3606 3521
3620 3927 3247
3608 3697 3592
3603 3595 3673
3530 4003 3198
3499 3542 3726
3486 3620 3709
3850 3724 3261
3768 3759 3355
3727 3541 3585
3614 3723 3564
3555 3952 3380
3878 3700 3211
3863 3577 3410
3858 3494 3512
3807 3659 3421
3767 3688 3450
3711 3714 3488
3663 3732 3506
3658 3630 3609
3574 3629 3643
3535 3685 3613
3492 3708 3628
3789 3635 3456
3604 3864 3430
3637 3739 3503
3550 3878 3466
3399 3822 3598
3796 3727 3403
3764 3586 3520
3732 3728 3406
3718 3810 3333
3578 3681 3636
3490 3750 3622
3392 3569 3740
3932 3492 3348
3912 3549 3350
3869 3495 3475
3624 3690 3583
3480 3657 3679
3395 3684 3684
3423 3538 3739
3312 3570 3749
3686 3677 3513
3963 3467 3298
3649 3827 3416
3570 3775 3559
3661 3928 3210
3542 3767 3575
3514 3794 3569
3747 3786 3337
3602 3473 3723
3402 3974 3417
3824 3565 3480
3565 3568 3695
3555 3487 3714
3542 3713 3611
3520 3799 3562
3505 3884 3483
3860 3589 3394
3840 3726 3325
3735 3870 3260
3723 3769 3400
3704 3923 3196
3703 3531 3629
3596 3892 3393
3581 3885 3406
3547 3966 3312
3752 3842 3242
3943 3516 3310
3915 3619 3313
3851 3750 3202
3748 3831 3286
3745 3598 3531
3653 3738 3515
3628 3922 3270
3612 3493 3706
3593 3857 3465
3479 3705 3668
3432 3744 3648
3911 3555 3338
3884 3678 3299
3876 3495 3446
3655 3888 3256
3554 3883 3456
3545 3920 3423
3515 3804 3540
3920 3524 3365
3825 3768 3200
3619 3949 3251
3414 3535 3759
3906 3543 3398
3904 3563 3353
3843 3706 3339
3814 3704 3354
3803 3808 3255
3781 3729 3384
3777 3778 3342
3755 3665 3486
3750 3449 3603
3713 3624 3565
3668 3702 3510
3569 3717 3596
3540 3669 3658
3507 3983 3363
3485 3990 3312
3472 3710 3652
3391 3576 3748
3387 3648 3713
3746 3616 3495
