6422 240.115
26961 25732 25777
26865 25820 25650
27048 25658 25802
26522 25932 26084
26284 25870 26206
26382 25970 26062
26792 25853 25766
26336 25982 26099
26514 26062 26010
26537 25966 26026
26982 25702 25870
26976 25452 25943
26430 25969 26043
26851 25780 25737
26934 25706 25828
26904 25748 25945
26845 25773 25972
26541 26032 25953
26505 25981 26014
26443 25986 26027
26628 26004 25912
26832 25888 25754
26858 25698 25967
26568 26020 25985
26840 25789 25889
26812 25780 25905
26861 25773 25834
26530 26073 25857
26574 26045 25917
26913 25786 25708
26874 25652 25963
26601 26041 25877
26433 26009 26032
26913 25707 25778
26932 25651 25903
26630 25815 26045
26516 26122 25964
26678 26003 25736
26601 25996 25938
26585 26045 25908
26620 26035 25749
26683 26018 25733
26751 25980 25647
26378 26092 25987
26586 26076 25848
26386 26141 25949
26305 26217 25873
26871 25805 25727
26791 25891 25871
26837 25533 26160
26869 25652 26115
26795 25461 26193
26762 25801 25937
26605 25513 26234
26903 25576 26000
26833 25677 26023
26615 26038 25783
26812 25689 25976
26895 25649 26018
26585 25961 26060
26827 25840 25879
26787 25718 25988
26830 25818 25816
26595 25664 26206
26735 25746 26021
26607 25468 26266
26656 25754 26120
26827 25617 26186
26710 25453 26231
26783 25633 26148
26630 25733 26121
26578 26125 25739
26574 25499 26257
26447 26191 25905
26642 25371 26254
26588 26050 25885
26793 25495 26199
26939 25513 25990
26771 25443 26247
26619 26037 25699
26605 25702 26178
26750 25685 26021
26358 26200 25804
26610 26055 25821
26581 26098 25797
26559 26105 25838
26479 26074 25978
26784 25737 25990
26536 26141 25771
26506 26155 25911
26662 25654 26144
26671 25681 26127
26729 25758 26060
26719 25934 26042
26769 25923 25710
26677 26072 25675
26592 26075 25754
26264 26202 25899
26803 25826 25882
26766 25731 26016
26756 25878 25967
26744 25988 26004
26802 25797 25915
26583 25866 26156
26518 25829 26234
26558 25673 26206
26478 25781 26237
26534 25918 26088
26472 25940 26164
26357 25893 26177
26517 25885 26141
26645 25651 26158
26571 25648 26239
26453 25739 26272
26375 25855 26168
26504 25639 26248
26524 25823 26172
26374 25708 26312
26392 25574 26304
26600 26074 25633
26410 26084 25982
26511 25638 26291
26473 25697 26250
26272 25676 26336
26594 25951 26069
26555 25784 26180
26653 25766 26084
26627 25914 26101
26327 25767 26242
