82796 3121
30224 24980 24364
29050 26976 23648
27691 23208 28179
26613 28650 24745
25457 24173 29459
24449 25542 28963
27060 23282 28725
28734 27370 23756
27152 23393 28656
24520 26316 28500
26941 23988 28879
27453 23900 28491
28114 27805 24484
24497 26423 28369
28340 27696 24244
29279 26753 24000
24576 25869 28735
30174 25351 24305
29004 27019 23780
29878 26043 24129
29331 24420 26373
24924 26369 28398
24968 26960 27730
28756 24084 27317
26947 23859 28760
26478 28104 26170
29191 24491 26666
25672 28003 26574
29903 25610 24559
27794 23248 28118
28474 25164 27024
27184 28143 25458
25012 25067 29203
27650 26515 26838
29733 24900 25787
26642 27642 26331
29164 26848 24610
28857 27159 23887
29957 25930 24098
25542 26721 27781
29582 26300 23835
29853 25972 24575
25797 28222 26231
27775 23439 28049
29401 24287 26514
30103 25330 24523
29178 24020 26891
29438 26530 23850
25153 24446 29401
27137 26881 26648
26350 24221 29068
28631 27057 25255
24719 25637 28937
28375 24967 27363
25864 28246 26196
26333 28620 25095
27271 24126 28591
29518 26456 23959
30198 24753 24888
24873 27283 27556
29504 26051 25019
26914 25997 27819
29618 25285 25700
25507 28040 26554
26213 24669 29002
25258 25039 29168
24653 26151 28613
24785 24791 29271
26854 28450 25038
25422 24744 29256
29649 24636 25951
27504 23731 28307
26773 28231 26047
28514 27384 24391
25980 23524 29196
24960 25507 29054
29988 25731 24190
25107 26262 28431
29938 24885 25307
28908 24390 27170
26158 27391 26969
29791 25270 25646
29367 26277 25081
28236 25816 26788
29996 24381 25318
28203 23793 27887
30096 25414 24045
26594 26669 27447
29826 24040 25736
27279 28434 24666
27233 28274 25109
27830 27483 25577
28308 23821 27707
28613 27415 24276
28419 25985 26500
26062 25898 28099
27124 28064 25844
25720 24648 29225
28316 24470 27681
24701 26303 28521
24706 24577 29364
28010 27823 24335
25482 27219 27345
26052 28591 25292
27607 28029 25172
27527 23653 28322
27177 23694 28623
28533 27528 24087
25024 25946 28714
25649 26023 28356
28170 27862 23919
28460 23581 27625
28392 26568 26192
28556 27443 24227
29453 24931 26073
25629 26542 27872
24596 24761 29332
26982 28186 25683
26023 28523 25824
26727 24739 28814
27389 25514 27480
26436 25807 27957
28355 27081 24901
28702 27305 24449
30119 24535 24964
26272 24841 28727
24737 27616 27222
25614 24256 29393
27480 24853 27910
26561 26989 27103
24840 26404 28469
29435 26472 23971
27512 28299 25055
28715 27331 24343
27888 27973 24313
27742 27988 24991
30023 25427 24874
28273 26709 25984
30092 25694 24385
27373 25796 27611
26824 24173 28575
25791 24951 29028
28548 24599 27275
27914 23808 27927
25038 24523 29341
27494 27224 26306
26395 27146 27062
29818 25452 25492
26291 27120 27583
26377 27193 27138
