365432 3600
4081 3229 3122
3483 2983 3841
3224 3084 3947
3221 4149 2855
2857 4020 3409
3109 4146 2871
3212 4144 2920
3732 3042 3668
3445 2984 3858
3461 3063 3852
3460 3081 3855
2899 3938 3544
3156 3184 3942
3526 3046 3825
3349 4104 2990
3390 3057 3886
3431 3113 3875
2961 3832 3623
2892 3836 3642
2882 3927 3557
3965 3617 3101
3002 4130 3106
3229 4054 3339
3135 3270 3920
3937 3359 3452
2944 3901 3597
3011 3890 3606
3694 3956 3023
3071 4046 3378
3082 4011 3423
3168 3295 3910
3381 4106 2948
2869 3968 3498
2964 4045 3392
2938 3781 3675
3876 3767 2973
3986 3587 2943
3477 3104 3842
3711 3893 3199
3049 3952 3486
2948 4099 3176
3947 3553 3298
3971 3534 3275
3143 4127 3155
3583 3131 3777
3342 3120 3906
4058 3325 3066
3306 4007 3323
2953 3995 3478
3704 3716 3463
2975 4093 3259
3769 3907 2959
3345 4092 3129
3536 3144 3815
3698 3169 3680
3942 3251 3441
3676 3969 3147
3546 4036 3150
3356 4063 3142
3624 3517 3674
3748 3945 3056
3301 3136 3904
3057 3799 3657
3109 3421 3855
4077 3195 3156
3974 3581 3033
2906 4109 3202
3429 4073 2938
3530 3702 3534
3494 3175 3829
3338 4041 3226
3680 3457 3648
3760 3520 3547
4065 3316 3079
3174 3289 3915
4053 3268 3294
3801 3672 3344
3201 3725 3667
3815 3636 3422
2929 3961 3516
3406 3320 3844
3039 3965 3448
2866 3755 3701
3411 3965 3361
3328 4095 3018
3877 3479 3494
3509 3345 3784
3766 3866 3182
3669 3202 3721
3923 3679 3126
3744 3896 3162
3214 3574 3807
3873 3690 3208
3898 3708 3009
2995 3825 3659
3275 3305 3894
3795 3666 3369
3928 3205 3488
3831 3761 3134
3797 3741 3324
3990 3485 3219
3424 3189 3867
3774 3790 3287
3376 3198 3899
4072 3287 3110
3126 3723 3718
3944 3601 3164
3793 3644 3411
3456 3150 3847
3982 3452 3241
3560 3550 3686
3086 4135 3091
3035 4031 3379
3491 3712 3561
4026 3334 3310
3892 3735 3062
3097 3437 3878
4021 3459 3139
3179 4145 2930
3180 4142 2955
3578 4023 2932
3740 3217 3664
3225 4026 3367
3519 3317 3780
3458 4015 3304
3310 4108 3094
3191 3159 3938
3604 3406 3741
3292 3743 3646
4048 3291 3264
3757 3908 3089
3739 3404 3613
3717 3416 3584
3112 3785 3672
3364 4085 3058
3326 3370 3859
3864 3413 3508
3957 3511 3342
3132 3633 3752
3161 4142 2992
3442 3698 3626
3089 3913 3575
3142 3386 3897
3063 3622 3767
3565 3732 3531
2924 4035 3399
3255 3849 3571
3198 4115 3059
3052 3576 3795
3834 3653 3341
3316 4098 3093
3194 3813 3601
3473 3507 3697
3747 3872 3169
3467 3491 3735
3445 4070 2981
3266 3256 3929
3862 3783 3075
3717 3888 3192
3237 4108 3113
4044 3331 3216
3786 3612 3445
3256 3166 3934
3421 4096 2962
4013 3298 3330
3842 3757 3187
3823 3803 3157
3522 3948 3309
3374 3266 3872
4032 3377 3244
3399 3622 3710
3333 3495 3822
3258 3826 3594
3281 3543 3774
3277 3561 3766
3151 3934 3501
3587 3987 3180
3337 4122 2980
3130 3806 3610
3660 3372 3689
3511 3599 3639
3076 3312 3909
2949 3840 3620
4046 3400 3177
3648 3658 3522
3808 3215 3617
3996 3299 3393
3662 3256 3708
3501 3700 3603
3386 3208 3880
2927 3869 3608
3634 3278 3693
3451 3245 3831
3433 3772 3599
2998 3918 3549
3579 3474 3702
3755 3378 3629
3644 3254 3731
3514 4064 3044
3117 3822 3641
3810 3354 3558
3216 3607 3761
2920 3922 3576
2912 3853 3621
4009 3440 3346
3250 3683 3669
3724 3250 3655
3666 3639 3558
3015 3745 3701
2884 4110 3179
4039 3353 3273
