54798 2521
29845 25199 24722
28273 23536 27705
28262 27778 23782
26171 28814 24504
25419 24593 29013
24604 27080 27703
26812 23705 28719
24726 26514 28043
27977 23789 28000
24925 27295 27420
26903 23711 28662
27588 28154 24051
28552 24182 27347
27601 24105 28155
24987 27907 26714
27362 28397 23982
28340 26073 26500
26850 28262 25289
29770 24830 24861
28461 27586 23862
29324 26286 24583
26476 28718 24345
27491 23845 28377
27292 24153 28395
25090 26831 27774
25042 26012 28587
24898 26926 27753
25858 28534 25350
28256 25985 26856
26723 28652 24201
25608 27790 26668
26069 28312 25862
28531 26274 26390
25267 27641 26875
26869 25751 27945
24654 27666 26906
28162 27565 24667
28958 24927 26526
26104 25103 28827
25228 27259 27535
27303 26615 27124
25363 25442 28763
27928 27946 24069
25309 25638 28535
28708 27290 23832
25397 26894 27727
24857 26788 27840
26252 26874 27319
28378 25491 27235
27017 28378 24809
29187 26437 25062
27687 23811 28237
24783 26944 27745
25746 27700 26682
28006 24230 27962
25022 26595 28002
29628 24627 25474
26994 24310 28570
29137 25401 26161
27549 23973 28303
25493 27607 26843
29697 25297 25043
28026 27883 23920
25242 25966 28475
28181 26358 26655
29571 25784 25016
27804 24349 28151
27155 27596 26185
25759 24276 28986
26528 28360 25499
28308 25843 26758
25200 26663 27930
25117 26142 28407
29761 24843 24975
26605 23946 28833
27283 28395 24244
27818 27973 24643
26671 24461 28744
29457 25288 25678
27286 27835 25318
28563 27013 25375
25728 27132 27159
24805 27370 27268
28228 25702 27037
26974 28500 24303
28473 24527 27211
28571 26248 26020
29747 25241 24746
29726 24870 24949
25069 27666 26812
25689 26583 28028
29123 24260 26543
27892 24022 28090
27992 24292 27973
27170 24000 28545
27841 27876 24632
25479 24808 28947
28409 24516 27560
26007 25323 28632
27564 25929 27617
26271 25039 28467
28874 25154 26818
24619 26554 28071
26609 24974 28553
27382 28307 23960
27098 27768 25840
25939 24763 28873
27422 26229 27307
25652 27401 27181
26847 28503 24765
25638 25351 28788
28853 26022 26415
29655 25568 25266
29672 25478 25226
26037 27919 26295
28753 26570 25537
29218 25673 25620
26886 24216 28663
27647 25374 27591
28616 24417 27251
28511 27513 24128
27268 27991 25332
26223 24422 28966
25005 27356 27394
29302 25020 26217
26465 28755 24412
25351 27034 27674
29339 26645 24408
27136 24077 28488
25588 25470 28689
29359 25920 25219
26233 28802 24355
25555 25618 28525
25874 28422 25460
28022 27902 23887
28815 26109 26007
