184442 1800
9929 7934 7286
9831 8314 7193
7951 7047 9521
7565 10012 7446
7058 7552 9734
6902 7889 9679
6943 7956 9635
9906 8111 7265
7148 8128 9543
7002 7769 9700
7941 7080 9512
7485 8854 9163
8024 9884 7781
7671 7112 9612
7970 7211 9505
9049 8955 8306
7175 8420 9452
9913 8010 7378
8950 9382 7824
7547 9994 7454
9176 8653 8454
9028 9251 7919
9022 7468 8862
7826 7136 9556
7519 8179 9502
7129 7716 9697
7575 7248 9639
7413 7488 9661
8434 9621 8137
7758 9941 7668
7953 8535 9179
7894 9904 7767
9898 8025 7350
7113 7618 9728
7009 7967 9622
7599 8372 9394
7994 9859 7789
7079 7652 9716
9005 9326 7657
8333 7281 9324
7285 8093 9560
9836 8303 7372
7270 7500 9708
9859 8208 7330
8883 9306 7976
8008 7315 9482
9210 9133 7964
7915 7739 9500
8938 9318 7907
8069 9379 8548
9256 8819 8407
8564 9552 8116
9486 8662 7900
8146 9332 8596
7730 9952 7595
7205 8359 9444
8706 7568 9059
8399 7437 9289
7876 7828 9426
8979 9137 8029
8846 9392 7753
9629 8612 7582
9807 8381 7299
7913 9914 7708
8409 9300 8535
7997 9794 7996
7775 9030 8868
8766 8246 8889
8868 8638 8773
7233 7545 9713
7101 7877 9675
9248 8918 8169
9226 7764 8606
7641 9018 8904
8908 9358 7841
8194 9806 7988
7682 9962 7537
7747 8606 9216
9307 9003 7928
9860 8170 7305
7600 9984 7514
8418 9634 8012
7041 8465 9371
8482 7535 9209
9345 8138 8471
7768 9970 7525
9713 8506 7563
9152 7663 8662
7578 7377 9637
7379 7574 9665
8590 9342 8481
8802 9174 8301
9841 8183 7507
7039 7783 9699
9201 8198 8586
8664 9324 8291
7466 7545 9626
9818 8288 7436
8998 9039 8370
9271 8591 8350
9436 8377 8245
9286 8546 8355
9108 9188 7822
9156 8912 8432
8815 7789 8945
8752 9236 8344
7682 7191 9585
7327 7518 9704
7297 8305 9469
8278 9757 7944
8653 9544 7745
8688 7989 8976
7794 7805 9461
9893 7847 7466
8782 9426 7881
9755 8473 7555
7763 8767 9095
9147 7983 8723
9876 8013 7411
8569 9084 8657
9747 8340 7677
8474 9413 8472
9475 8863 7587
8726 7677 9027
8103 7175 9461
8860 9369 7915
7943 7261 9511
9073 8629 8528
7735 9011 8984
7707 8753 9148
8537 9528 8149
8034 9855 7938
8117 7368 9454
7435 7616 9592
9499 8159 8285
9550 7871 8177
9229 8579 8446
8324 9713 8038
9786 8273 7620
8207 7297 9356
8424 8560 8936
9265 8318 8515
7221 7930 9618
7695 7758 9516
8633 9402 8235
9822 8225 7546
7387 7640 9654
7335 7880 9634
7717 8102 9386
8106 7864 9381
7475 7510 9608
9920 7898 7289
7863 9153 8829
8152 7165 9420
8713 9256 8276
8008 8959 8800
7902 7161 9539
9368 8939 7631
8698 8422 8845
8001 9055 8851
8091 7528 9409
9650 8660 7343
8548 8076 9108
9322 8647 8185
8221 7210 9404
8162 9785 8005
9882 7924 7389
8242 7129 9378
8762 7252 9039
8723 7751 9018
8095 9745 8105
8809 9272 8197
7351 8530 9363
7191 7558 9719
9572 8525 8033
9849 8294 7405
9462 8810 7810
8349 7689 9316
9862 8232 7269
9798 8259 7719
9136 9098 8224
7867 9931 7520
8887 8893 8558
8731 8924 8686
9762 8266 7699
9642 8599 7740
7429 7852 9568
8505 8994 8700
7538 7388 9649
8269 9769 7933
9560 8552 7857
9735 8388 7673
9452 8495 8127
9397 8728 8002
9355 8798 8023
8777 8710 8747
7715 9957 7646
9289 8748 8315
8022 7147 9477
7254 7971 9617
8174 8808 8928
8078 7775 9432
8832 8152 8814
8053 9845 7735
8553 9516 8163
8791 8359 8857
8294 9458 8424
7801 7345 9581
7364 7595 9671
9314 8772 8122
8637 7630 9120
8442 7702 9239
7812 7349 9571
7449 8657 9230
9140 8432 8622
7677 7816 9532
8250 9494 8415
7936 7624 9475
8466 7356 9236
7470 7726 9586
8451 9268 8578
9668 8386 7855
8188 7938 9332
8392 8673 8920
9297 8785 8273
9769 8347 7610
8597 9562 8085
8821 8979 8397
8271 9701 8080
9542 7782 8190
8197 8402 9197
9504 8830 7781
7981 7796 9441
8851 8879 8692
9761 8441 7393
9123 8574 8629
8640 9065 8573
9423 8062 8320
8092 9837 7689
8139 9222 8666
9858 7941 7478
7771 9362 8643
9384 8680 8045
9202 9143 7836
8155 9501 8391
7845 9929 7603
8239 7842 9283
9333 8984 7608
7724 7426 9524
8469 7411 9224
7631 9070 8846
8739 7914 8967
7859 8991 8910
7964 9239 8760
8499 9603 8100
8239 9817 7830
7885 9293 8602
8620 8685 8898
7926 7337 9503
9603 8218 8066
8490 9205 8504
7393 8028 9580
9186 9051 8056
7556 7405 9642
8373 7604 9263
8826 9305 8158
8574 9121 8652
8297 9349 8543
8315 9572 8251
8356 8783 8755
9888 8156 7334
9598 8454 8086
8511 9476 8230
8787 9197 8329
7629 8885 9036
8021 8277 9203
8101 9262 8730
8443 7743 9133
8114 9386 8513
7785 8131 9353
7908 9919 7692
9617 8024 7982
9656 7971 7952
8211 9287 8638
8238 8167 9113
9470 8176 8239
8151 7328 9340
7302 7580 9689
9850 8051 7488
8605 9094 8633
7821 9010 8895
8403 9678 8015
9588 8488 7868
8487 9444 8336
9832 8234 7421
8250 7973 9254
9851 8209 7460
8281 8835 8872
8741 9277 8258
8228 8677 8959
7367 8873 9077
8645 9110 8485
9090 9216 7796
8517 8744 8792
9132 8723 8498
8889 8547 8779
8326 8903 8804
8310 8901 8810
7307 8397 9400
9772 8434 7429
9164 8508 8564
9013 9280 7804
8205 7302 9379
7914 9898 7632
7073 7925 9622
8391 9596 8142
7476 7399 9685
8527 9506 8172
8926 9227 8051
9828 7899 7574
8265 9722 8006
8580 7740 9192
8286 9355 8489
7989 7881 9364
7907 8479 9183
8710 7892 9045
9591 8715 7729
8504 8458 9013
9675 8466 7643
8629 9483 7986
7261 8135 9535
8045 8196 9307
9728 8562 7501
9095 9137 7959
7923 8889 8990
8843 9089 8366
8345 9117 8765
7405 7586 9614
7659 8065 9439
7851 8090 9337
8127 9826 7876
9061 8079 8834
9447 8668 8103
8486 8736 8822
7570 7654 9572
8526 9435 8219
7723 7447 9527
8647 9418 8203
8797 8867 8697
8084 8844 8996
9872 8108 7448
8299 9654 8074
9329 8761 8096
7963 8776 9072
7612 8807 9128
8453 9691 7969
8371 8039 9153
8334 9732 7924
9050 8332 8713
9559 8785 7627
9381 8741 7864
9743 8397 7566
9719 8408 7735
9101 8792 8439
7542 9049 8970
8585 8311 8955
8124 8840 9021
8305 9671 8055
9075 8292 8672
7307 7904 9600
8626 8238 9052
9514 8695 7871
7438 7463 9644
9702 8443 7786
7620 8012 9567
7533 7382 9656
9522 8642 7891
9116 7629 8737
8685 9464 8164
9612 8238 8007
8681 7917 9067
9906 8027 7283
8227 9217 8615
8341 9649 8092
7889 7417 9541
8543 9580 8053
8335 7963 9267
8092 8044 9297
9413 8337 8326
9343 8877 7728
9576 8671 7763
7858 8966 9002
8524 9375 8297
8381 9570 8180
9697 8081 7848
8243 9207 8789
7837 8160 9350
9683 8230 7800
8677 8061 8977
7837 8796 9086
8272 9686 8042
7186 8109 9600
9801 8377 7495
9057 8081 8712
8993 8326 8734
8044 9522 8443
9526 8705 7804
7403 8299 9428
7844 8269 9277
9534 8065 8126
9787 8285 7585
8361 9615 8205
8461 9660 7888
7608 8351 9303
7648 8517 9272
9418 8916 7481
8116 7978 9245
7105 7813 9662
8267 8257 9078
8901 8483 8675
9367 8034 8383
9064 9166 7895
9725 7947 7720
7574 7274 9642
8224 7497 9317
9193 8630 8446
9170 8848 8411
9512 8354 8129
9637 8513 7815
8358 9498 8382
8733 8974 8523
8980 7683 8882
8387 8058 9139
9579 8573 7849
9687 8145 7941
8459 7454 9232
8133 8701 8998
8341 9640 8141
9401 8691 8036
8561 9586 7936
9362 8805 7811
8832 7600 8950
7420 8040 9517
8614 9477 8064
8217 8531 9160
8924 9163 8263
8255 9780 7909
8932 8591 8568
7229 7705 9694
9086 8027 8771
7637 8278 9435
8894 9126 8364
7603 8567 9228
8612 9536 7923
8987 9291 7910
9689 8517 7639
7193 7707 9681
8924 8753 8499
9067 8182 8676
8151 7315 9345
8363 9663 8020
9408 8587 8299
7875 9525 8360
9621 8426 7821
8056 7987 9337
9537 8582 7948
8257 9744 8129
7442 8414 9311
8547 9456 8216
7318 7721 9654
8244 8512 9006
8179 9653 8207
7357 7759 9653
8150 8929 8870
7480 8445 9309
8533 9159 8486
8679 9041 8494
9776 8327 7551
9692 8603 7580
8749 8974 8438
8129 9831 7819
8494 9449 8250
8373 9694 8019
8657 7529 9110
8400 8732 8882
7528 8887 9070
7669 7451 9559
8595 7678 9140
9172 8970 8067
8382 8756 8934
8181 9586 8332
9774 8328 7531
7752 7976 9394
9373 8742 7833
7976 8414 9272
8894 8171 8741
8610 9120 8403
7321 7949 9585
8772 9452 8099
8688 7710 9091
