119064 3600
19306 16271 15849
17652 14812 18740
17521 18748 14399
15721 15482 19989
15203 19740 15892
14492 19075 17575
17347 14952 19064
17899 18553 14466
14558 18796 17819
16953 15070 19444
17185 15125 19158
19161 16699 16392
15642 17876 18696
14641 19040 17646
18999 17178 16109
17714 18671 14532
18259 15730 18017
16408 18574 16804
14768 19140 17521
19061 17100 15874
15756 18952 17276
18827 17189 15732
19127 16594 16667
17065 15131 19295
14955 19582 16562
14580 18981 17727
17297 15027 19045
14747 18774 18118
15594 19667 15088
14807 19432 16936
18433 15547 17739
17123 18899 14931
19105 16979 16449
18187 17999 15183
15464 18593 17880
15056 19466 16830
14617 19172 17412
19017 17135 15608
18176 18056 15258
18218 18065 15117
15800 19545 15239
14601 19308 17208
16729 19208 14659
16813 16128 19315
17643 16202 18660
17223 17510 18095
15135 19566 16460
15829 15800 19938
17044 19090 14548
19182 16679 16639
16878 15510 19349
17528 18243 16043
15783 16263 19667
14671 18415 18350
17337 14989 19126
16052 15428 19897
18134 18323 14720
18868 16929 16682
15569 19674 15570
17813 18194 15409
18940 17302 15635
17944 16513 18405
17871 18427 14620
16332 15173 19809
16128 17026 19074
17158 15048 19278
16699 15446 19610
18358 16363 17754
15659 19425 16194
18735 17466 15995
15122 18261 18245
18280 18164 14756
19243 16766 15925
16764 15745 19465
17688 18521 14973
15020 19716 16163
16387 15847 19625
15497 19604 15824
18556 17673 15433
18158 16849 17870
17854 18635 14735
17751 15253 18536
14694 18648 18209
17102 18505 15757
15991 19277 15863
16525 17494 18527
17728 18657 14584
17373 15305 19021
16903 18919 15566
15940 16355 19532
14707 18351 18332
18367 17459 16535
19281 16393 15963
14837 19258 17122
16381 16112 19491
16489 15770 19570
16777 17788 17447
18465 16894 17367
18754 17385 15884
16196 18708 16861
15259 18886 17467
17307 14997 19112
18902 16671 16840
16622 14960 19681
16564 19101 15139
18661 17037 16706
15309 19411 16494
18929 16629 16781
16870 15674 19438
16356 18126 18057
16968 17285 18420
18343 17113 17118
17423 18488 15490
18575 16407 17395
15451 17534 18924
18543 17803 15374
17003 16060 19239
16234 19129 16021
16310 19055 16259
17549 16011 18792
16102 18880 16421
15347 19331 16974
17255 15320 19100
17027 19029 14798
16546 18752 16180
17139 15228 19212
17517 15274 19010
15081 18884 17528
17881 17355 17588
15219 18081 18464
16664 15179 19652
18421 16448 17605
16158 16005 19690
15296 19651 16268
18676 17573 15678
15286 19532 16371
16176 16423 19448
16189 15381 19848
17206 17779 17319
16026 17655 18627
15545 15920 19870
17470 15402 18908
14936 18782 17660
15963 16742 19259
18442 17877 15012
18073 18139 15527
14969 19344 16981
15006 18925 17355
16048 15353 19915
15987 15335 19947
16567 19225 14686
16267 17326 18814
17495 18563 14956
17002 18735 15619
18450 16189 17713
17444 15974 18822
15042 19708 15983
16218 19399 14947
18318 17971 15342
17426 18696 15278
18063 15652 18182
16417 19113 15366
18004 18014 15853
18723 16498 17107
17203 18227 16524
16931 18764 15897
18743 17052 16620
15677 19001 16944
17050 16650 18962
15625 17259 18940
17652 18028 17149
15475 19597 16011
16509 19349 14838
19084 16801 16747
17035 15210 19393
16469 15697 19593
17449 16298 18713
17621 16539 18567
15067 19247 17200
17920 17944 16365
14982 18743 17920
16200 15504 19831
16679 15896 19548
15421 19703 16077
17513 18677 14606
14929 19236 17210
15727 15592 19970
15700 19635 15497
18018 17565 16904
16023 17063 19180
15810 19033 16474
15110 19335 17053
17154 15880 19194
18918 17370 15420
15609 17901 18482
17285 18069 16963
15174 19493 16584
16983 15368 19406
16991 18778 15164
18963 16880 16513
17266 17464 17906
18960 16993 16216
17988 18341 14785
18385 16146 17801
19213 16672 16374
17975 16754 18270
17295 15606 19084
16690 19289 14677
18891 17280 15667
17431 15868 18866
16917 18937 14822
18480 17636 16224
14710 19076 17541
16117 18271 17955
16293 15627 19780
15769 18181 18397
18304 16154 17966
16603 15563 19654
16030 15738 19756
18793 17541 15718
18234 18208 14859
16804 18546 16300
16013 18452 17440
17666 17817 16887
15371 19502 16407
17780 16883 18076
17631 16870 18302
16157 17727 18153
14758 19161 17403
16360 19200 15511
17384 15786 18975
16633 18833 15653
15711 17517 18855
16430 19217 15224
18126 17365 16915
16065 15487 19879
16334 15192 19794
18507 16788 17129
18085 17309 17002
18150 18304 14982
16754 18659 16144
14902 19490 16770
18670 17400 16325
18103 17845 15870
17865 18412 15039
16054 16083 19655
18512 16943 17007
15867 16346 19560
16722 15456 19490
17093 18678 15746
18521 16327 17497
15436 17593 18827
16642 16613 19057
16366 16313 19420
17244 16690 18885
15608 17932 18445
17965 16777 17981
15743 19512 15443
17661 16835 18278
17833 16867 18031
18100 17917 15389
16797 15842 19377
16496 17115 18774
15922 17495 18655
16914 18444 16115
18040 15966 18371
16095 16167 19642
17895 18401 15000
16790 18378 16789
15416 19622 16201
17421 18508 15310
18231 17615 16227
17754 16829 18223
18816 16913 16864
16612 15495 19707
15397 18373 18137
16615 16245 19425
18416 17761 15771
18808 16719 17053
16254 18144 17477
18291 16557 17569
15329 17834 18896
15520 15681 19965
16225 15351 19864
18778 17236 15910
15878 17433 18742
17361 16687 18615
16250 15643 19765
15695 16049 19724
15902 18697 17229
14880 18822 17625
16975 15375 19358
16077 18292 17564
17014 17774 17427
18374 17914 15318
18701 16769 17192
15487 19148 17086
18689 16952 16681
17606 18478 15091
16588 16213 19469
17750 15237 18640
18264 18110 14881
15114 17960 18726
16562 18549 16240
17378 18552 15450
18312 17075 17177
16299 19387 15234
17526 16575 18563
17071 17521 18294
16888 16485 19147
16291 15949 19734
16855 17152 18509
17171 15910 18983
17079 17214 18371
17133 15209 19252
18605 16572 17353
17482 18611 15051
15886 19475 15836
17436 17170 17863
17974 18318 15216
17829 16935 17824
17841 16331 18453
17997 17088 17496
15637 18969 17057
17402 18280 15917
15965 18862 16568
18876 16590 16947
17310 15404 18981
14908 18808 17625
16682 15811 19542
16908 19015 15199
18643 17735 14902
15533 19477 15674
18144 16464 18042
16596 18904 15701
17483 15837 18832
17190 18818 14894
17796 18031 15594
15511 19008 17064
16749 17921 17932
18769 16813 17032
15919 19447 15062
17577 17409 17838
15028 18395 18133
16737 17718 18347
15159 18832 17581
15509 19233 16434
19268 16412 15847
16091 15695 19821
17709 16043 18594
16889 19122 14774
17581 17271 17798
18427 16975 17245
19015 16605 16869
15910 15825 19925
18595 17692 15331
17615 17059 18433
16275 17214 18873
16583 16594 19336
16739 15392 19598
16830 16181 19267
19082 17037 15795
18067 17730 16060
15696 19182 16310
16441 18639 16348
18532 17812 15426
14866 19524 16564
16846 18432 16595
14853 18935 17682
