434954 3600
4081 3229 3122
3478 2954 3834
3224 3084 3947
3221 4149 2855
2882 3927 3557
3468 2994 3851
3109 4146 2871
3435 4078 2905
3593 3019 3767
2896 4022 3428
3924 3025 3502
3212 4144 2920
3851 3747 3135
4031 3473 2915
3792 3775 3180
2929 3822 3662
3626 3054 3756
2987 3738 3722
3761 3811 3260
3673 3590 3524
2979 4047 3366
3796 3870 3034
3911 3361 3475
3174 3201 3929
4003 3322 3355
3690 3560 3563
3844 3647 3368
2919 3735 3732
3250 4120 3001
3303 3816 3610
3054 3885 3600
3585 3303 3758
3652 3071 3710
2973 3987 3457
3752 3585 3508
3059 3911 3542
3103 4081 3239
3407 4086 3027
3829 3785 3087
3276 3394 3856
3667 3956 3073
4048 3408 3167
3422 3905 3450
3438 3244 3816
3959 3489 3300
3611 3994 3062
3069 3292 3916
2907 4118 3172
3930 3400 3416
3826 3207 3608
3043 4070 3327
2913 4096 3285
3619 3670 3534
3729 3902 2963
3900 3625 3247
3090 3579 3788
3156 3184 3942
3268 3269 3913
4019 3319 3321
3391 4043 3141
3553 3288 3791
3263 4139 2996
3456 3121 3829
3998 3463 3229
3153 4010 3431
3952 3620 3104
3982 3278 3404
4033 3368 3208
3871 3718 3147
3604 3603 3642
3598 3642 3548
3884 3432 3415
2902 4021 3424
3666 3037 3715
3336 4095 3007
3725 3143 3664
3633 3996 2928
3655 3993 2969
3859 3730 2985
3101 4147 2976
3933 3659 3022
3332 4099 3131
3736 3745 3334
3693 3947 2951
3229 4054 3339
3038 4136 3071
3727 3867 3271
3514 4064 3044
3191 3159 3938
3891 3667 3188
3558 3893 3379
3520 3981 3233
3698 3390 3692
3707 3571 3540
3360 3209 3908
3037 3979 3490
3085 4082 3250
3714 3594 3471
2999 3964 3493
3138 3860 3588
3970 3271 3454
3080 3376 3862
2991 3727 3728
3180 4142 2955
3064 3792 3664
2949 4077 3304
3560 3645 3579
3797 3431 3571
3026 4133 3078
3337 4122 2980
3317 3493 3795
3265 3300 3886
3808 3453 3529
3547 3846 3498
3047 3592 3798
3857 3767 3096
3254 3264 3918
3743 3925 2944
3310 4108 3094
3290 3990 3413
3507 3699 3562
3412 3814 3500
2938 3837 3635
4077 3195 3156
3895 3549 3365
3766 3569 3477
3682 3407 3675
4072 3287 3110
3634 3080 3719
3543 3131 3810
3115 4038 3387
2967 3664 3766
3436 3085 3869
3570 4025 3013
3216 4135 3064
3595 4016 3030
3092 3886 3584
3582 3770 3507
3028 4075 3275
3106 4071 3220
3171 3250 3921
3098 3565 3783
3977 3181 3438
2941 4117 3175
3722 3879 3170
3700 3938 2999
4064 3162 3184
3163 3954 3460
3911 3337 3494
3865 3193 3574
3233 3181 3927
3640 3223 3711
3181 4001 3382
3815 3805 3101
4027 3455 3040
3372 3513 3738
4043 3388 3202
4038 3282 3273
3354 3760 3589
3112 3227 3940
3096 3759 3677
3801 3844 3126
3387 3224 3860
3307 3449 3836
3074 3783 3697
3917 3506 3389
3813 3541 3448
3245 3610 3753
3646 3452 3660
3188 3378 3861
3029 3554 3824
3458 3063 3860
3567 3514 3668
3397 4094 3052
3996 3355 3324
3733 3875 3084
3923 3312 3463
3334 3261 3893
3562 3335 3741
3297 4132 2966
3161 4142 2992
3956 3472 3353
3648 3929 3254
3370 3921 3308
3323 3835 3526
3512 3615 3617
3340 3219 3889
3486 4008 3144
3344 3658 3701
3197 3310 3900
3905 3556 3291
3201 3286 3909
3501 3253 3801
3402 3607 3715
4007 3482 3154
3976 3520 2932
3903 3601 3344
2932 4033 3396
3920 3661 3185
3637 3486 3680
3444 4051 3106
3517 3573 3681
3625 3813 3423
3128 4115 3218
3820 3189 3613
3002 3912 3593
3639 3047 3734
3446 3714 3605
3349 4104 2990
3706 3755 3440
3716 3896 3163
3428 3177 3874
3877 3116 3535
3410 3597 3676
3143 4127 3155
3748 3726 3363
3836 3421 3536
4061 3234 3215
3525 3443 3727
3879 3694 3258
3561 4049 3057
3661 3626 3566
3384 3090 3904
3425 3191 3864
3281 3332 3882
3403 4092 3091
3945 3331 3376
3178 3797 3644
3542 3567 3648
3452 3199 3819
3277 3531 3778
3783 3666 3410
3566 3237 3774
3818 3685 3288
3771 3308 3603
3735 3794 3293
3076 4110 3225
3552 3533 3650
3527 3385 3746
3196 3557 3807
3694 3887 3178
3258 4041 3361
3166 4089 3191
3862 3465 3434
4056 3359 3211
3529 3986 3193
3483 3764 3550
3465 3327 3780
3936 3630 3205
3579 3640 3586
3499 3189 3813
3178 3704 3707
3962 3279 3420
3948 3412 3358
3939 3517 3303
3770 3404 3630
3739 3863 3151
3509 3653 3626
3475 3426 3751
3157 4058 3257
2959 3923 3552
3702 3613 3511
2935 4025 3400
3403 3151 3875
3986 3459 3309
3271 3155 3924
3243 3651 3737
3379 3240 3847
3219 3941 3510
3300 4018 3331
3679 3853 3342
3235 3681 3694
3606 3349 3720
3465 3095 3852
3168 3438 3845
3658 3949 3111
3282 3828 3616
2962 4014 3442
3504 3804 3515
3149 4062 3259
3755 3411 3614
3008 3992 3444
3538 3039 3828
3833 3526 3519
3804 3689 3316
2957 4048 3369
3609 4001 2941
3536 4055 3081
3478 3913 3407
3424 4083 3016
3241 4129 3040
3328 4002 3235
3376 3637 3686
3115 3677 3749
3430 3089 3879
3294 4080 3199
3135 3237 3933
3481 3899 3372
3140 3732 3673
3965 3448 3317
3849 3343 3533
3918 3580 3262
3322 3933 3481
3489 3111 3822
3319 3305 3877
3535 3781 3520
3496 3682 3623
4059 3252 3163
3848 3470 3487
3549 4003 3120
3577 3991 3124
3240 3409 3849
3123 3472 3838
3666 3067 3706
3354 3724 3598
3400 3831 3555
3315 3970 3391
3869 3397 3458
