84 1.06282
3535 3842 3393
3790 3328 3514
3504 3130 3736
3703 3605 3489
3723 3687 3372
3616 3804 3361
3542 3848 3375
3265 3937 3202
3418 3394 3746
3667 3696 3458
3271 3940 3200
3261 3969 3283
3592 3638 3579
3516 3336 3718
3734 3487 3552
3651 3416 3676
3685 3760 3338
3652 3383 3689
3625 3412 3694
3623 3763 3478
3618 3821 3344
3703 3472 3614
3665 3461 3635
3631 3286 3697
3509 3878 3302
3501 3906 3308
3886 3588 3221
3631 3745 3461
3593 3295 3708
3549 3260 3733
3478 3406 3724
3449 3675 3645
3435 3332 3738
3677 3650 3507
3611 3844 3355
3598 3237 3707
3437 3158 3738
3358 3433 3772
3834 3694 3080
3615 3806 3425
3590 3874 3352
3570 3824 3439
3715 3744 3338
3707 3591 3554
3655 3669 3511
3646 3772 3378
3537 3268 3722
3371 3578 3717
3780 3230 3557
3674 3519 3596
3654 3697 3498
3587 3225 3716
3555 3818 3493
3536 3872 3356
3472 3330 3736
3494 3366 3723
3484 3868 3406
3302 3453 3788
3655 3336 3690
3508 3845 3500
3414 3824 3551
3772 3337 3585
3759 3390 3552
3745 3450 3545
3643 3431 3654
3610 3488 3703
3566 3819 3449
3448 3536 3710
3536 3762 3545
3520 3861 3380
3408 3571 3687
3771 3473 3525
3707 3566 3579
3631 3474 3635
3612 3661 3551
3591 3841 3379
3831 3541 3420
3731 3742 3333
3724 3568 3501
3526 3858 3415
3720 3684 3395
3641 3771 3399
3613 3768 3436
3590 3799 3448
3580 3344 3709
3517 3668 3622
3458 3772 3598
3804 3496 3471
3758 3434 3554
3678 3373 3662
3614 3519 3666
3567 3833 3417
3713 3519 3584
3696 3622 3548
3658 3408 3641
3650 3651 3571
3610 3765 3443
3559 3614 3625
3551 3606 3659
3468 3508 3713
3747 3552 3511
3681 3518 3627
3637 3702 3501
3521 3638 3624
3498 3714 3600
3865 3544 3341
3827 3593 3361
3579 3572 3659
3531 3859 3375
3468 3567 3705
3452 3515 3734
3874 3277 3505
3511 3746 3551
3487 3653 3642
3484 3802 3559
3839 3670 3255
3800 3486 3472
3506 3702 3620
3497 3626 3644
3383 3545 3739
3840 3570 3419
3788 3388 3516
3737 3703 3359
3722 3617 3462
3509 3835 3500
3492 3775 3528
3389 3559 3711
3757 3651 3404
3751 3604 3487
3731 3538 3518
3688 3751 3383
3669 3662 3492
3625 3786 3419
3557 3725 3575
3538 3790 3506
3508 3855 3455
3481 3654 3668
3477 3828 3525
3792 3652 3372
3774 3646 3436
3767 3534 3538
3737 3433 3619
3663 3829 3258
3570 3834 3400
3539 3766 3529
3482 3921 3465
3482 3676 3642
3354 3843 3504
3770 3650 3389
3715 3751 3314
3658 3740 3450
3632 3717 3508
3525 3824 3503
3495 3732 3583
3766 3754 3268
3669 3732 3455
3535 3813 3524
3509 3634 3637
3463 3765 3621
3415 3639 3686
3411 3834 3512
3388 3838 3505
3794 3717 3257
3711 3699 3428
3548 3540 3665
3471 3761 3572
3457 3864 3477
3770 3669 3338
3733 3801 3303
3658 3840 3251
3657 3877 3215
3704 3643 3448
3685 3733 3415
3669 3874 3209
3648 3843 3341
3644 3756 3379
3640 3787 3416
3639 3706 3459
3483 3730 3586
3259 3474 3770
3926 3383 3425
3685 3685 3475
3652 3889 3246
3494 3763 3548
3896 3526 3336
3870 3486 3398
3710 3645 3444
3670 3702 3439
3539 3602 3667
3496 3773 3536
3476 3661 3645
3684 3513 3616
3683 3769 3344
3665 3594 3568
3632 3630 3594
3583 3808 3449
3406 3895 3475
3828 3439 3502
3791 3509 3507
3778 3445 3526
3756 3726 3331
3655 3682 3497
3549 3718 3578
3545 3836 3425
3509 3758 3581
3464 3787 3595
3778 3668 3345
3751 3684 3369
3697 3644 3455
3693 3689 3460
3689 3677 3479
3645 3888 3273
3531 3589 3680
3828 3538 3433
3807 3644 3322
3787 3587 3467
3688 3816 3283
3658 3765 3352
3536 3740 3569
3532 3611 3654
3480 3764 3568
3877 3541 3271
3835 3682 3230
3808 3462 3474
3719 3503 3549
3684 3836 3232
3655 3767 3369
3603 3682 3571
3524 3769 3533
3489 3772 3554
3875 3454 3425
3845 3364 3481
3821 3468 3471
3703 3607 3463
3667 3669 3504
3614 3681 3545
3546 3758 3542
3539 3614 3648
3534 3766 3531
3519 3743 3550
3482 3600 3672
3641 3691 3542
3554 3728 3555
3338 3434 3767
3869 3439 3463
3861 3527 3374
3845 3627 3305
3845 3530 3421
3822 3448 3469
3781 3344 3526
3731 3819 3252
3727 3495 3574
3688 3630 3496
3675 3686 3464
3627 3611 3648
3596 3770 3513
3573 3714 3568
3565 3711 3589
3559 3538 3675
3489 3620 3661
3470 3684 3631
3868 3506 3360
3841 3584 3338
3837 3594 3312
3767 3704 3342
3761 3705 3328
3718 3713 3367
3654 3821 3342
3584 3620 3598
3513 3542 3698
3263 3548 3736
3770 3580 3470
3738 3770 3215
3733 3720 3337
3730 3822 3266
3617 3741 3522
3584 3734 3547
3507 3612 3661
3875 3433 3462
3823 3617 3450
3791 3683 3286
3711 3723 3343
3702 3726 3382
3679 3648 3484
3673 3796 3340
3633 3601 3581
3533 3815 3499
3495 3557 3681
3457 3618 3678
3397 3434 3737
3870 3547 3256
3784 3633 3450
3780 3746 3292
3758 3661 3383
3749 3712 3356
3708 3720 3359
3675 3828 3264
3660 3832 3283
3657 3518 3629
3634 3583 3576
3631 3676 3548
3598 3703 3544
3592 3526 3675
3532 3623 3621
3520 3619 3643
3864 3496 3393
3786 3724 3292
3638 3581 3628
3579 3698 3619
3483 3715 3595
3924 3490 3358
3833 3649 3286
3702 3623 3503
3687 3594 3555
3686 3756 3316
3668 3564 3611
3440 3655 3648
3884 3425 3367
3864 3600 3307
3714 3701 3370
3605 3757 3488
3601 3771 3436
3594 3777 3495
3530 3495 3682
3509 3842 3484
3448 3711 3636
3785 3683 3305
3740 3575 3488
3727 3659 3419
3704 3568 3563
3678 3642 3541
3664 3572 3594
3628 3514 3642
3616 3550 3654
3594 3702 3561
3480 3530 3711
3836 3624 3308
3808 3691 3160
3746 3679 3411
3694 3708 3390
3680 3811 3300
3663 3578 3575
3656 3572 3600
3559 3744 3521
3545 3717 3581
3537 3585 3674
3524 3618 3632
3361 3868 3479
3752 3579 3484
3705 3788 3310
3633 3738 3502
3619 3739 3505
3603 3769 3461
3496 3724 3593
3371 3402 3761
