1292 166.501
28954 26047 26773
28737 25842 27097
28128 27603 25910
27938 27659 25983
27831 26473 27619
27607 26651 27384
28694 25870 27122
28665 25969 27156
27660 27334 26718
27972 26448 27554
27712 27369 26680
27742 26982 27100
27767 26573 27420
28202 27528 25944
28241 27467 26031
27671 27169 26916
28024 26316 27536
27789 27147 26924
27689 27197 26864
28126 27576 25933
28943 26175 26664
28113 26073 27524
28036 27641 26163
28287 26078 27372
28145 27554 26088
27702 27300 26830
28907 26000 27009
28223 27498 26040
27993 27514 26457
28932 25984 26930
28049 27594 26100
27908 27477 26508
28896 26092 26911
27749 26835 27334
28529 26310 27188
28354 27352 26052
27978 26437 27454
28212 27381 26341
28465 26103 27286
28177 26513 27301
28637 25977 27168
27757 27103 26985
27810 27131 26854
28494 27081 26142
28163 27545 26008
28061 27630 25966
28230 27415 26319
28080 27566 26114
28045 26432 27507
28122 27616 26048
28735 26008 27097
28729 26041 27087
28184 26284 27474
28874 26098 27004
27919 27288 26669
28314 26264 27320
28137 27509 26128
28116 27550 26215
28170 26705 27209
27818 27543 26359
27693 26626 27403
28626 26143 27179
28917 26320 26487
27850 26486 27550
27823 27286 26805
28798 26240 26928
27801 27519 26383
28062 27575 26125
28067 27388 26483
28221 27502 26182
28143 27489 26192
27950 27321 26617
28382 27175 26412
28387 27116 26505
28275 27403 26083
28661 26410 27038
28361 26398 27241
28720 26786 26438
28167 27518 25972
28573 26214 27183
28375 27145 26424
27872 27359 26654
28164 27507 26153
28767 26273 26957
27890 26747 27381
28863 26381 26704
28208 27045 26914
27926 27619 26199
27967 26721 27232
27881 27190 26837
27974 26443 27473
28279 26385 27327
28237 26309 27343
28319 26728 27105
28090 27533 26240
28450 27234 26223
27932 27306 26656
27900 27314 26696
28891 26521 26447
28106 27617 26001
28717 26229 27063
28428 27295 26076
27957 27593 26204
28120 26219 27501
27963 27408 26542
27839 27015 27062
27879 26927 27270
28366 26902 26901
28371 26441 27219
28086 27557 26205
28250 26976 26938
27974 26718 27351
28283 26207 27365
28129 27123 26844
28192 27394 26333
28901 26208 26803
27985 27212 26804
27795 27193 26875
28152 27266 26597
28429 26117 27315
28798 26023 27073
28843 26511 26520
28206 26291 27400
27970 27589 26311
27868 27347 26658
28058 27581 26064
28710 26844 26471
28133 26610 27283
28777 26026 27061
28373 27032 26729
28022 26468 27428
28255 26221 27388
28813 26614 26638
27663 27310 26763
28883 26131 26909
27862 27207 26827
28303 27367 26174
28302 27296 26278
27894 26493 27485
28412 27316 26060
28124 27539 26108
28381 26801 26934
27998 26490 27444
28764 26170 27081
28155 27254 26576
28322 26497 27201
28059 26421 27433
27896 26900 27172
28166 27419 26334
28507 27021 26461
28461 27179 26252
28294 27338 26378
28008 26550 27412
28232 26287 27396
28927 26301 26637
28220 26606 27236
28376 27186 26314
28683 26699 26694
28198 27457 26251
28345 27103 26568
27982 27278 26771
28045 27425 26443
28335 27248 26358
28270 27218 26574
28244 27001 26847
28159 27372 26434
28398 27074 26523
28784 26266 26940
28098 27537 26233
28801 26190 26966
27962 26922 27086
28102 27343 26556
28377 26057 27439
28383 26065 27361
28866 26123 26952
28351 27165 26534
28265 27223 26543
27980 27157 26824
28922 26201 26776
28540 26553 27047
28854 26435 26727
28362 26109 27338
27994 27603 26200
28589 26620 26907
28196 27459 26228
28308 26432 27248
28933 26156 26819
28392 26861 26905
28825 26163 26952
28108 27486 26273
28402 26259 27275
28289 26761 27067
28153 27207 26627
28109 27568 26065
27800 26546 27495
28300 27048 26707
28285 26408 27265
28069 26353 27430
28231 27400 26286
28214 26108 27479
28034 27631 26193
28701 26788 26620
28817 26119 27011
28030 27293 26651
28073 26858 27132
28003 27335 26579
28261 27396 26148
28121 27628 25967
28849 26371 26758
28631 26538 26972
28214 27241 26551
28039 26643 27305
28252 27090 26706
28908 26360 26645
28502 26634 27024
28307 27294 26349
28140 26373 27423
28796 26157 26999
28548 26193 27261
28657 26842 26587
27842 27594 26236
27979 27655 26065
28321 26075 27355
28227 27026 26840
28600 26337 27141
28494 27079 26371
28747 26691 26613
28189 27447 26262
28728 26680 26634
28804 26461 26809
28741 26452 26920
28351 26068 27379
28035 27472 26388
28566 26917 26392
28564 27056 26305
28000 27657 25990
28843 26050 27050
28703 26793 26500
28558 26918 26564
28691 26662 26751
28522 26840 26724
27849 26795 27339
28623 26878 26528
28394 27087 26512
27860 26460 27491
28434 26365 27222
28645 26305 27074
27855 27153 26842
28280 27311 26479
28346 27261 26357
28479 26575 27031
28675 26709 26685
28534 26867 26701
28491 26677 27002
28777 26525 26737
28650 26062 27136
28172 27480 26289
28018 27272 26661
28340 27320 26258
28868 26334 26674
28913 26473 26410
28822 26504 26744
28197 27428 26266
28764 26250 26982
28139 27435 26300
28440 26815 26878
28242 27109 26747
28760 26428 26810
28671 26255 27088
28436 27097 26429
28012 27275 26667
28627 26831 26602
28551 26758 26798
28482 26349 27255
28648 26518 26992
28015 27444 26464
28570 26389 27176
28681 26371 26969
28055 27485 26366
28521 26873 26767
28578 26896 26688
28498 26533 27138
28452 27114 26291
28204 26779 27114
28193 27128 26606
28505 26993 26491
28255 26152 27416
28349 26341 27276
28338 27006 26761
28437 27364 25991
28632 26696 26830
28604 26783 26711
28043 27364 26532
28140 27433 26400
28640 26813 26606
28889 26513 26495
28223 27329 26446
28542 26586 26989
28216 26932 27011
28459 27099 26354
28125 27522 26178
28561 26579 26979
28375 26324 27309
28593 26592 26944
28077 26598 27312
28776 26135 27036
28689 26197 27124
27853 27291 26733
28879 26456 26554
27830 26595 27402
28601 26299 27111
28223 26888 27071
28163 27392 26396
28185 27136 26643
28170 27230 26592
28828 26224 26951
28342 26997 26771
28315 26807 27037
28517 26934 26631
28407 27067 26575
28329 27462 26007
28268 26477 27258
28186 26619 27246
28174 27474 26197
28686 26809 26502
28395 26864 26858
28714 26738 26547
28094 27450 26426
28781 26547 26682
27951 26790 27247
28746 26737 26464
28416 26502 27161
28157 27439 26291
28576 26542 26959
28755 26491 26802
28788 26250 26963
28295 26925 26885
28054 27134 26811
28408 26951 26721
27971 26570 27407
28249 26883 27069
28327 26672 27110
28841 26470 26747
28654 26715 26740
28447 26848 26850
28272 27061 26735
28868 26327 26785
28885 26670 26473
28612 26855 26615
28401 26961 26753
28911 26415 26560
28474 26911 26757
28543 26556 27017
28733 26487 26816
28333 26506 27150
28609 26776 26716
28426 26749 26957
28496 27062 26509
28469 26770 26855
28096 27149 26794
28032 27214 26782
28019 26647 27384
28877 26180 26873
28823 26596 26537
28857 26347 26893
28614 26655 26890
28518 26944 26616
28514 26687 26918
27923 27431 26617
28176 27397 26377
28142 26640 27277
28809 26530 26642
28790 26681 26547
28013 27571 26261
28679 26683 26699
28865 26186 26828
28445 26957 26618
28527 26478 27203
28084 27375 26474
27858 26568 27453
28120 27545 26165
28884 26055 26995
28621 26563 26887
28266 26564 27225
28769 26399 26872
28435 26968 26651
28434 26817 26895
28546 26849 26690
28835 26578 26524
28135 26388 27411
28284 27053 26713
28889 26443 26671
28652 26501 27058
28471 26724 26941
28463 26731 26963
28547 26393 27133
28538 26823 26783
28092 27525 26235
28708 26509 26835
27744 27450 26529
28263 26967 26893
28556 26403 27110
28422 26828 26854
28235 27374 26246
28751 26745 26369
28737 26356 26973
28347 26984 26730
28259 26859 26991
28456 26707 27068
28354 26666 27069
28266 27391 26102
28507 26560 27013
28329 27359 26244
28138 27305 26585
28608 26711 26875
28368 26757 27026
28192 27427 26296
28526 26827 26709
28432 26907 26778
28324 26644 27119
28590 26723 26787
28500 26774 26835
28510 26992 26594
28210 27028 26861
28838 26403 26839
28752 26631 26756
28697 26483 26870
28595 26529 26994
28413 27003 26683
28672 26604 26884
28569 26821 26762
28104 27560 26101
28521 26555 27055
28487 26784 26790
28458 26481 27147
28443 26754 26921
28405 26893 26851
28078 27376 26428
28670 26424 27025
28858 26637 26508
28481 26566 27093
28444 27087 26363
28400 26660 27077
28277 27346 26308
28923 26151 26865
28758 26502 26795
28634 26683 26779
28485 26558 27081
28733 26733 26602
28689 26589 26798
28894 26066 26980
28807 26544 26721
28772 26508 26754
28234 27235 26530
28284 27370 26215
28582 26785 26747
28460 26989 26609
28410 26573 27116
28405 26936 26813
28378 26796 26947
28085 27563 26319
28740 26531 26791
28698 26359 26984
28830 26593 26591
28831 26497 26559
28511 26737 26932
28616 26836 26660
28575 26659 26949
28477 26767 26889
28419 26752 26977
28794 26545 26709
28837 26182 26950
28580 26600 26918
28717 26333 26988
28323 26645 27153
28703 26458 26869
28643 26555 26927
28443 27087 26406
28528 26414 27128
28426 26927 26765
28085 26334 27449
28470 26953 26698
28399 26940 26825
28184 26765 27163
28878 26151 26883
28460 26629 27036
28547 26914 26582
28466 26626 27057
28305 26638 27220
28749 26493 26806
28111 26943 26979
28481 27013 26552
28504 26567 27028
28602 26740 26741
28598 26880 26561
28331 26851 26976
28597 26773 26760
28513 26764 26807
28476 26742 26891
28378 27030 26581
