6340 1685.53
29437 25768 26186
29107 26348 26056
29018 25245 27117
28398 26885 26561
28158 25704 27578
28037 26242 27375
28374 26828 26566
28070 26672 26917
28827 25277 27325
28446 26795 26521
28091 26497 27118
28342 26815 26716
28333 26773 26728
29130 25320 26937
29358 25527 26507
28911 26473 26104
28121 26514 27042
28111 26545 27074
29087 26344 26068
28302 25560 27566
29306 26104 26126
29121 25398 26972
29170 26265 26109
29280 25468 26631
28715 25414 27414
29194 26211 26086
28825 25309 27282
28173 26651 26930
29017 25299 27165
29319 26052 26157
28692 25628 27254
28083 26440 27151
29203 26165 26088
28183 25863 27553
29297 25948 26284
28608 26633 26539
28683 25615 27313
28213 25883 27505
28413 26735 26686
28271 25835 27543
29399 25641 26323
28166 26329 27241
28581 26594 26654
28915 26456 26206
28190 25863 27528
28636 26685 26305
28159 25957 27484
28968 26374 26331
28357 25693 27561
28573 26421 26824
28355 26204 27234
28697 26525 26649
28728 25441 27390
29324 25459 26645
29391 25879 26138
29094 25423 26942
28136 26404 27197
29301 26056 26263
28345 26555 26856
28143 25898 27510
28085 26667 26869
28283 26590 26910
28228 26624 26950
28610 25609 27357
29406 25778 26260
28180 26573 27027
28891 25287 27284
28229 26462 27066
28112 26437 27111
29378 25912 26142
28981 26306 26445
28146 26617 26968
28381 26720 26711
28579 25681 27366
29186 26244 26064
28841 25449 27267
28784 26550 26422
28404 26431 26995
29102 26175 26356
28619 25511 27410
28806 25520 27121
29226 25803 26527
28351 26427 27006
28583 26504 26698
28276 25857 27530
28918 25580 27089
28424 26825 26553
28478 26698 26739
29260 26017 26291
29365 25937 26225
28670 26708 26197
28925 25652 27009
28251 26747 26772
28537 26753 26404
28492 26766 26547
28443 26615 26784
29351 25719 26389
28241 26484 27039
29060 25455 26933
28896 25497 27160
28822 25291 27297
29168 26272 26133
28141 26000 27489
29221 25841 26469
28255 25860 27496
28730 26466 26533
29046 25666 26895
28338 26709 26742
28200 26452 27078
28306 26190 27264
29119 25625 26746
28902 25384 27173
28635 25594 27342
29031 25575 26920
29428 25750 26253
28961 25361 27147
29245 25431 26722
28583 25633 27469
29177 26122 26256
29150 25474 26840
28858 25338 27273
29295 25647 26541
28735 25585 27320
29115 26276 26233
29289 26159 26147
29270 25919 26381
29231 25758 26572
28712 25719 27202
28316 25940 27438
28628 26107 26946
28533 25830 27329
29311 26011 26269
28650 26081 27014
28318 26644 26900
28516 26281 26985
28386 26728 26703
29370 25820 26278
29263 25972 26351
29148 25749 26662
28599 26468 26769
28469 25678 27454
28387 25648 27462
29165 26148 26310
29110 26027 26546
28764 25892 26999
28557 26480 26827
28963 26411 26216
28218 26390 27111
28894 25377 27223
28397 26021 27218
28956 25858 26762
28497 26762 26426
28739 25588 27229
29365 25586 26474
29004 25554 26937
28898 26333 26436
28554 25849 27287
28813 26415 26588
28433 25968 27336
28279 26004 27478
28454 25984 27261
28390 26232 27141
28809 25347 27354
28843 25620 27036
28798 25636 27154
28548 26214 26882
28326 26584 26909
29337 25985 26207
28867 25845 26884
28568 26169 27003
28543 26044 27101
28462 25703 27431
29375 25730 26376
29240 25901 26384
28758 25550 27173
29079 26143 26405
28977 26311 26313
28862 25806 26897
29201 26096 26251
28801 25368 27299
28654 26131 26926
28363 25825 27499
29268 25661 26617
28772 25393 27307
29035 26072 26586
28220 26543 26990
28238 26351 27215
28519 26598 26676
28567 26603 26630
29022 25444 27093
28642 26450 26682
29249 25801 26459
28298 26757 26757
28394 26637 26835
29068 26061 26496
28200 26304 27349
29387 25792 26276
28421 26532 26849
29382 25752 26306
29138 25669 26733
28508 25909 27194
29076 26404 26165
29234 26078 26301
28205 26674 26867
28295 25999 27422
28223 26627 26963
28660 25701 27247
28887 25484 27220
28401 26363 27030
29213 25619 26706
29084 25875 26608
28854 26516 26319
28364 25671 27524
28803 26128 26807
28596 25655 27404
28873 26340 26511
29106 26336 26150
28386 25780 27519
28626 26208 26901
28575 25689 27277
28732 26360 26618
28495 26580 26753
28576 25687 27308
28428 26677 26774
29189 25714 26626
29073 25565 26794
28939 25540 27068
28620 26682 26483
28655 26249 26794
29051 25555 26890
29285 25858 26410
28360 25991 27381
29187 25390 26872
28614 26606 26568
28974 26125 26611
29210 26033 26346
28586 25589 27440
28473 26287 26962
29059 25745 26731
28543 26716 26365
28616 25581 27427
28849 26257 26621
28465 25955 27291
28448 26137 27181
28409 25837 27416
28292 26325 27157
28286 25905 27448
28437 25788 27459
29125 25793 26598
28701 26151 26864
28640 25853 27210
28500 26277 27013
29215 25353 26777
28440 26121 27189
28884 26350 26440
28724 26394 26623
29013 25501 27054
28946 26015 26678
28906 26398 26341
28546 25707 27393
28369 25924 27384
28937 26196 26515
28476 26113 27148
28372 26530 26976
29099 26090 26493
28991 26284 26369
28406 26569 26820
28769 26185 26688
28671 25605 27317
28512 26509 26803
28256 26407 27060
29138 26034 26478
29159 25570 26739
29143 25489 26836
29044 25355 26997
28777 26662 26182
28658 26575 26499
29077 26316 26185
28498 26322 26928
28989 26299 26296
28859 26260 26582
28832 26038 26852
29276 25941 26292
