27770 441.927
4076 3272 3152
3701 3005 3703
3422 4078 2909
3224 3084 3947
3154 4146 2935
2833 3926 3554
2868 3925 3554
2900 3876 3606
3165 3218 3941
3816 3051 3615
3326 3016 3908
3124 3633 3753
3707 3429 3668
3694 3945 3085
2930 3990 3491
3538 3039 3828
2996 4047 3365
2974 3980 3512
4031 3348 3229
3396 4083 2922
3015 4131 3111
3513 3408 3760
3112 3227 3940
3094 3351 3898
3564 3105 3801
3037 3951 3534
3089 3320 3922
3212 4144 2920
3772 3029 3649
3755 3699 3387
2907 4118 3172
3831 3658 3375
2913 4096 3285
3414 3184 3876
3342 3120 3906
3523 3491 3710
3080 3839 3645
3178 3236 3932
3713 3642 3483
3921 3538 3405
3285 3281 3903
3650 3933 3189
4028 3466 3098
3533 3096 3825
3516 3211 3818
3208 4125 3061
2941 3931 3553
3567 3798 3551
3024 3939 3552
3901 3315 3523
3308 3133 3913
3031 3956 3493
3905 3189 3522
2965 3854 3618
3263 4139 2996
3128 4102 3222
3250 4120 3001
3394 3060 3882
3681 3868 3272
3782 3896 3136
3810 3779 3201
3672 3676 3472
3385 4020 3276
3293 3125 3917
3551 4012 3079
3185 3989 3426
3749 3666 3471
3278 3909 3478
4014 3308 3346
3504 3075 3842
3298 3116 3915
3872 3771 3068
3379 3601 3690
4060 3287 3244
3698 3260 3676
3475 3264 3835
3214 3590 3784
3835 3022 3584
3507 3131 3839
3064 4141 2992
4075 3299 3106
3048 4039 3381
2953 4098 3252
3595 3242 3748
3281 3573 3781
3775 3483 3544
3686 3962 3089
3250 3325 3889
3191 3159 3938
3180 4031 3279
3266 3256 3929
3200 4026 3306
3726 3736 3416
3688 3974 2991
3877 3747 3120
3838 3671 3341
3256 3166 3934
3241 4129 3040
3851 3180 3566
4038 3444 3124
3621 3110 3775
3193 3339 3896
3746 3225 3671
3988 3583 2982
3966 3621 3010
3072 3995 3445
3801 3083 3621
3086 4135 3091
3321 3034 3908
3067 3583 3798
3569 4013 2952
2989 3986 3459
3960 3523 3295
3416 3404 3804
4008 3442 3249
3859 3624 3308
3315 4019 3325
3347 4113 2978
4042 3370 3131
3433 3292 3857
2920 3922 3576
2984 3964 3500
3729 3513 3563
3608 3885 3333
3652 3526 3623
3548 4057 3014
3465 3585 3714
3779 3685 3361
3329 3629 3737
3310 3447 3867
3866 3416 3499
3083 4137 3074
4035 3374 3227
4034 3239 3374
3975 3389 3418
4049 3341 3147
3320 3827 3587
4000 3463 3260
3445 3344 3830
3931 3580 3107
3767 3156 3664
3011 4140 3025
3555 3831 3448
3454 4041 3142
4018 3454 3215
3958 3532 3032
3827 3284 3569
3485 3195 3853
3938 3366 3501
