164541 3600
19214 16510 16331
17713 18588 14776
17478 15141 19028
15550 15635 20066
15489 19610 16162
14283 18450 18245
17692 18616 14905
14357 18444 18265
17042 19003 15019
14899 17522 19087
18654 17600 15740
14682 18530 18075
15838 15800 19998
18602 16238 17629
15528 16410 19870
14629 18757 17966
17674 15404 18857
14598 17548 19141
17411 18735 14838
15064 18986 17262
18982 16435 16737
14528 17479 19198
19022 16331 16702
19075 16250 16584
17710 18379 15178
19025 16869 15874
18351 15732 17824
18040 18312 15510
17881 15205 18629
16823 15236 19559
15425 18710 17345
17924 18492 14973
16481 19318 15578
15610 19018 17006
15927 19546 15849
17808 15367 18770
16025 16659 19468
18683 17115 16548
15772 19511 15905
17443 15185 19023
17548 18726 15215
18557 17339 16090
18310 18065 14881
16577 17133 18651
14454 18635 18072
18923 17201 15483
17324 18875 14809
14394 18421 18233
14411 17379 19211
14928 17918 18680
14360 17681 18844
16764 15766 19477
17829 15549 18727
16875 18599 16315
14588 18522 18192
16792 17785 17719
14999 18058 18515
17576 18573 14967
18189 16686 17856
15852 17365 19059
15574 18748 17312
16519 15485 19732
15637 19413 16487
14714 17240 19265
15697 15851 20043
17312 15685 19157
14471 18578 17993
14808 18330 18158
14492 17773 18781
14791 18189 18484
15602 19387 16534
16737 18345 17204
15929 17082 19113
18517 17286 16641
19142 16559 16288
15111 19364 16683
17514 15318 18860
19194 16414 16341
14843 17205 19371
15985 15939 19898
17453 15436 19012
18878 16003 16984
18064 18222 15355
18122 17306 17190
14752 18248 18447
17603 15301 18949
17735 18483 15104
15345 18909 17372
14563 18098 18764
15952 19162 16605
17752 15566 18618
17368 17732 17273
14875 18480 18124
16677 18687 16763
16528 19092 16210
16453 17489 18411
15864 19588 15566
18946 16083 16873
16012 15908 19928
16847 19067 15600
15753 18411 17502
17229 18889 15088
16623 15667 19676
18342 16853 17226
16777 15965 19444
15620 17043 19339
15567 17952 18333
18262 17966 15312
17398 17050 17955
17541 16232 18546
16975 15587 19317
15547 19140 16651
19054 16260 16559
16036 19228 16081
18361 17855 15921
15824 15516 20017
18295 15262 18049
18481 17608 15321
16589 16071 19542
18499 16394 17550
17255 17188 18258
18333 16346 17796
14888 17531 19044
16172 15964 19771
16117 15793 19839
17990 16781 17763
16542 17714 17919
15594 16292 19750
19162 16194 16420
18419 15469 17804
18836 17219 15230
15018 17846 18711
17904 15413 18594
16710 17024 18594
19176 16277 16354
16388 15926 19634
15409 15707 20064
15211 16465 19787
15906 15770 19945
17271 18895 14894
16654 16918 18924
15970 19443 16015
15441 19459 16661
15508 18629 17483
18248 17450 16432
17648 16040 18604
15629 16138 19962
14616 17639 18992
15863 18319 17519
18379 17562 16412
17113 17390 18118
17135 15505 19350
16989 18847 15694
18445 16151 17684
14974 19077 17411
18786 17005 16048
18728 17252 15725
17594 17438 17325
15675 19572 16114
18964 15884 16831
15417 19057 17108
17791 18039 15943
16159 15538 19912
14912 17575 19033
15587 19531 16174
17071 18860 15401
18375 17794 15711
16969 18954 15063
16052 19108 16858
15158 18832 17460
15032 17276 19195
15479 18389 17732
14503 18263 18563
17208 18698 15758
15783 18958 17099
16460 15820 19704
15939 17882 18470
17923 15448 18568
18053 16111 18171
16317 16224 19607
18796 16601 16953
16597 19108 15735
16215 16812 19230
19107 16642 16152
18166 17228 17594
18021 17583 16730
17813 16935 17743
18717 15833 17248
17468 15986 18766
18707 16940 16930
16103 18142 17932
15141 18743 17767
16426 19176 15984
18583 17618 15268
18757 15784 17121
16095 19150 16466
18780 17462 15529
16243 17492 18453
17108 15608 19303
18773 16306 17088
17284 18665 15629
17370 16059 18877
17567 17898 16972
18398 15654 17863
15453 16710 19582
16641 15693 19618
16558 18933 16240
17171 18046 17149
17015 15650 19315
18461 17012 16779
18806 16148 16881
18929 16129 16905
14576 18109 18665
15388 18562 17879
18108 17260 17256
17836 16373 18316
18132 15251 18282
18097 16483 17950
15744 16315 19681
16338 19489 15685
14720 18531 17998
17769 15715 18432
18466 17751 15289
17200 18426 16334
17897 18148 15768
16326 19429 15860
16359 18181 17556
18672 16701 17427
15097 18214 18371
17364 18022 17070
16447 15571 19717
15742 19564 16029
18194 17595 16395
16132 19475 15929
17132 15329 19387
18473 17404 15861
16959 16605 18895
16373 18567 17017
18521 16785 16970
17449 17928 17198
16272 18286 17570
16758 16990 18901
18012 17658 16521
14769 18981 17654
15999 19284 16259
18573 16764 16941
17372 18767 15414
18145 17815 15952
15828 16155 19850
17430 15284 19176
18480 15862 17658
18228 16647 17779
16886 17873 17638
16034 16105 19803
15786 19248 16389
14954 17236 19279
17477 16889 18694
18546 17346 16055
14770 18337 18229
17499 18657 15365
16501 19272 15420
18116 17472 16896
16858 18942 15382
18489 16447 17468
17464 18456 15469
14933 17675 18982
16444 19288 15615
18223 16780 17385
17245 18301 16357
18846 17073 15830
15561 18057 18575
18433 17758 15253
18283 17896 15430
18832 16581 16518
17955 16843 18215
15260 16182 19940
15306 16722 19593
15680 16118 20034
16866 16352 19014
18888 16930 15994
17098 17986 17424
15673 19212 16625
15944 16376 19665
17342 17030 18454
18270 15282 18006
15396 16900 19531
16214 16427 19649
16461 19336 15411
17185 18081 16839
15150 17150 19395
16262 16962 19211
16475 19202 15816
18862 16212 16787
15252 17070 19255
15889 17417 18848
15230 18514 18010
15281 19196 17034
17868 18103 15794
18176 17895 15448
15393 19342 16674
18167 18114 15155
18143 16325 17974
18398 17783 15129
17216 18159 16819
18826 17094 15735
15189 18210 18295
16412 18171 17906
17418 18018 16847
16614 15730 19570
16237 15949 19818
17802 18005 16793
17771 18374 15019
17300 18788 15544
17084 16759 18813
16948 15596 19377
15222 18464 18041
17084 18866 15247
16904 17171 18325
14816 18722 17959
16636 16735 19051
15881 17976 18033
18894 16477 16688
19038 16796 16137
16300 18237 17373
16292 16832 18938
16837 18676 16069
17146 18807 16055
18207 17064 17454
15344 18205 18061
15716 19436 16368
15797 18791 17230
16146 18548 17166
15119 17580 18793
17024 18851 15451
17525 18555 15270
16138 16532 19489
18903 17019 15778
18320 15897 17929
15981 16262 19735
15792 19309 16374
15238 18091 18446
17064 16050 19192
16999 18349 16459
15462 16923 19428
17493 17304 17697
16225 17584 18355
16285 17373 18637
16933 15342 19517
18679 15629 17401
15266 18275 18057
16507 16615 19278
16688 16459 18960
15362 16589 19657
14989 17699 18749
17626 18388 15548
18426 16945 16913
16075 18246 17915
16933 18921 15679
18710 16589 17049
15371 18078 18294
16260 16981 18972
15316 19185 17178
15865 17969 18125
16198 19219 16271
17262 15464 19191
16018 16521 19516
17578 15531 18823
18737 17161 15667
17587 16172 18419
15963 17800 18214
18091 17642 16103
15732 18362 17625
15198 18823 17409
15003 17276 19241
16385 16449 19367
18303 17867 15093
15097 18719 17888
16403 15894 19816
19089 16212 16701
17575 18400 15813
15438 18459 17583
16061 18650 17170
17972 17668 16194
18744 16565 17026
17960 18315 15151
17294 16280 19167
16278 19038 16471
18499 16902 17076
16910 18553 16447
17934 17835 16614
16271 17627 18106
18135 15921 18276
16606 18836 16026
18056 16551 18094
15813 18131 18091
18549 17382 15968
17726 17434 17689
18088 17996 15374
16145 19300 15977
15581 19042 17135
17339 18108 16136
19096 16753 16183
18744 16767 16569
16843 15348 19386
16747 19258 15632
16418 16032 19596
16254 17077 18794
16667 18882 15775
18185 16043 18019
19121 16196 16474
16547 19267 15259
16700 17809 17813
15106 17523 18909
17943 17871 15801
17032 18537 16175
15736 19396 16228
15508 16495 19705
17685 17102 17916
18749 16163 17126
18963 16689 16192
17449 18775 14791
15960 19401 16195
16697 16199 19425
17786 18369 15048
18852 16534 16842
14791 17698 18827
16835 17207 18369
16899 18270 17139
18016 15620 18423
17480 16730 18297
14966 17157 19288
16349 18877 16799
15505 18197 18034
17171 15197 19292
15088 17698 18711
15659 16629 19502
16067 16823 19214
17356 18776 15376
16407 19280 15645
18233 16622 17618
15322 18734 17458
18803 16911 16278
16918 18323 16651
16437 16790 19242
16178 17303 18973
15970 16013 19827
17609 18071 16815
15712 19189 16502
19117 15870 16668
17848 15869 18345
16811 17671 18007
18076 18095 15283
17159 17342 18311
16354 16136 19448
16272 16289 19412
15653 18725 17236
17613 16398 18328
17365 18810 15045
15870 19258 16330
18058 18125 15655
16186 17355 18744
15215 17818 18600
15821 15829 19960
18065 17631 16299
15704 19494 16211
18215 15942 18083
17851 17636 16747
17637 17733 17042
15899 16622 19555
16206 18949 16979
17928 17558 16750
16565 16018 19616
17101 17741 17821
17163 17145 18353
15297 17427 19182
16162 17779 18549
17439 16023 18962
17760 18166 15784
17211 18925 15131
15786 19475 16219
14991 18931 17434
18070 16748 17605
15687 17425 18828
15770 18367 17608
17631 18262 15661
16950 18638 16262
16861 18298 16869
16948 17834 17495
16190 18329 17449
15658 16885 19349
15092 18817 17650
15934 19505 15788
18071 16095 18090
16305 19143 16159
18767 16831 16431
15231 16797 19577
15290 16924 19505
15665 17654 18748
16838 18351 16917
18881 16820 16498
