561 29.8026
25877 24375 24418
25994 24092 24226
25920 24120 24301
24911 25263 24783
25295 25144 24891
25526 25134 24621
25207 25297 24640
25042 25322 24696
25555 25127 24594
25324 25194 24668
25110 25195 24643
25325 25160 24751
25339 25102 24709
25428 25132 24689
25277 25189 24797
25618 24997 24715
25224 25156 24829
25511 24889 25058
25469 24973 25038
25446 24808 25208
25537 25037 25016
25442 25099 25050
25417 25029 25089
25600 25041 24897
25622 24936 25037
25419 24914 25259
25295 24921 25173
25177 25115 25034
25126 24644 25368
25705 24811 25013
25803 24413 25188
25697 24550 25291
25691 24690 25335
25687 24548 25404
25678 24272 25410
25479 24664 25344
25800 24424 25070
25761 24517 25250
25512 24594 25445
25446 25122 24665
25761 24738 25165
25392 25245 24628
25796 24572 25009
25944 23847 24736
25757 24202 25338
25730 24622 25176
25847 24225 25261
25780 24433 25232
25628 24521 25598
25575 24633 25340
25645 24473 25432
25452 24604 25427
25643 24511 25452
25391 24407 25610
25209 24579 25481
25807 24289 25125
25700 24765 25290
25547 24654 25347
25322 24249 25675
25427 24623 25428
25235 24426 25600
25479 25226 24527
25046 24180 25687
25268 24558 25464
25746 24461 25267
25446 24295 25621
25777 24615 25165
25495 24889 25129
25545 25026 24971
25505 24869 25118
25433 25006 25149
25863 24879 25002
25591 24861 25104
25468 25026 25135
25875 24184 24718
25799 24880 24727
25201 24953 25266
25658 24895 24841
25643 24905 24960
25619 24884 25052
25636 24914 24730
25871 24618 24830
25789 24769 25042
25677 24791 25075
25655 24824 25174
25868 24457 24885
