538958 3600
4081 3229 3122
3539 2971 3808
3221 4149 2855
3041 3067 3948
2813 3998 3443
3437 3034 3873
4031 3473 2915
2836 3958 3520
2876 3984 3477
2820 4004 3431
2890 3872 3608
2882 3927 3557
2999 4144 3016
2902 4021 3424
3102 3686 3733
3212 4144 2920
3180 4142 2955
3455 4089 2932
2974 3980 3512
2913 4096 3285
3131 3471 3848
3381 4106 2948
3618 3127 3749
3337 4122 2980
3008 3869 3611
3216 4135 3064
3126 4042 3342
3054 3769 3678
3518 3072 3823
3514 4064 3044
2938 3837 3635
4071 3185 3203
3941 3671 2970
3224 3084 3947
3014 3742 3713
3266 3256 3929
4012 3217 3382
4063 3308 3169
3961 3582 3201
3712 3198 3675
2944 3743 3716
3930 3644 3027
3151 3191 3936
3026 3576 3801
3830 3777 3137
2920 3922 3576
3172 3373 3867
3636 3210 3741
3154 4146 2935
3403 4092 3091
3693 3968 3087
2924 4116 3177
3651 3821 3377
3349 3568 3771
3443 3250 3838
3898 3161 3525
3138 3629 3773
3970 3285 3421
3843 3713 3255
3116 3767 3672
3877 3364 3537
3031 3722 3718
2932 3920 3568
3145 3393 3885
3639 3979 3054
3567 3436 3725
3921 3674 3141
3292 3905 3508
3250 4120 3001
3632 3993 2974
3974 3590 3031
4046 3381 2992
3297 4132 2966
3042 3987 3457
3311 3215 3914
3425 3111 3868
3705 3100 3708
4024 3413 3133
3777 3865 3102
3681 3081 3721
3191 3159 3938
3384 3090 3904
3186 3278 3915
3773 3830 3195
3670 3114 3728
2948 3737 3722
3816 3051 3615
3215 4140 2989
3609 3383 3690
3622 3924 3326
3263 4139 2996
3022 3815 3674
3910 3650 3227
3660 3728 3549
3429 3245 3857
3780 3235 3607
2963 3996 3457
3072 3963 3470
3981 3404 3387
3616 4015 2942
3337 3093 3908
4042 3387 3117
3281 3298 3898
3256 3166 3934
3421 4096 2962
3029 3762 3683
3284 3932 3523
3516 3910 3358
3111 4025 3415
4028 3327 3289
3682 3059 3719
3666 3979 2940
3533 3839 3441
2994 3914 3564
2930 4052 3380
4053 3268 3294
3324 4054 3215
3852 3619 3314
3194 4103 3157
3038 3977 3474
3906 3697 3159
3198 3514 3811
3936 3312 3502
3788 3142 3630
3628 3896 3341
3378 3695 3647
3237 3790 3598
3156 3184 3942
3986 3294 3398
3274 4066 3211
2964 4086 3262
3344 4028 3279
3241 4129 3040
4058 3318 3198
3447 3849 3504
3441 3917 3493
3439 3465 3754
3387 3246 3876
3143 4127 3155
2953 4098 3252
3767 3353 3587
4007 3481 3145
3502 3151 3845
3390 3224 3903
3160 3950 3546
3730 3292 3616
3595 3804 3403
3095 4047 3336
3813 3141 3601
3645 3948 3174
3366 3956 3438
3133 3623 3786
2906 4034 3396
3354 3618 3689
3302 3424 3833
3897 3138 3541
4075 3299 3106
3993 3507 3167
3701 3367 3665
3756 3229 3644
3370 3460 3767
3564 3061 3787
3507 3131 3839
3065 3728 3701
3857 3433 3540
3409 3462 3764
2980 4083 3257
3788 3650 3450
3307 3779 3631
3844 3243 3593
3477 4075 3075
3573 3348 3744
3974 3541 3113
3807 3859 3129
3725 3895 3149
3279 3176 3927
3837 3749 3246
3526 3046 3825
3957 3371 3394
3689 3915 3109
3325 4103 3022
3583 3145 3762
3347 4113 2978
3502 3732 3531
3716 3959 3070
3426 3505 3758
3538 3039 3828
3543 3792 3516
3478 4072 3035
3156 3407 3879
3525 3134 3815
3247 3808 3596
3223 3883 3585
3893 3518 3403
4078 3174 3152
3467 3192 3854
3938 3511 3406
3999 3456 3224
3707 3811 3269
3654 3181 3704
3512 3547 3699
3108 3900 3554
3510 3170 3813
3806 3564 3418
3763 3902 2996
3332 3862 3581
3177 3262 3931
3953 3426 3373
3399 3178 3861
3270 3492 3818
3967 3563 3094
3800 3567 3490
3206 3999 3427
3119 3637 3776
2907 4118 3172
3821 3487 3470
3093 3844 3613
3081 3385 3907
3657 3105 3729
3580 3186 3783
3723 3359 3604
3684 3667 3462
3573 3323 3756
3481 3489 3742
3758 3096 3631
3397 3702 3634
4068 3268 3162
3097 4030 3410
3927 3646 3257
3484 3690 3626
3056 3552 3830
3088 3678 3749
3809 3523 3480
3494 3891 3398
3319 3370 3865
3927 3653 3010
3746 3746 3348
3255 3503 3821
3249 3739 3694
3034 3772 3680
3840 3768 3181
3334 3261 3893
3219 3265 3918
3893 3580 3297
3392 3042 3887
4010 3315 3339
3739 3106 3668
3451 3066 3862
3917 3377 3477
3229 3527 3802
3620 3974 3105
3474 3305 3796
3359 3726 3654
3748 3945 3056
3718 3344 3625
3407 4086 3027
3863 3043 3552
3710 3600 3481
3642 3824 3275
3503 4058 3125
3557 3233 3780
3548 3852 3375
3462 4018 3186
3415 4038 3190
3415 3666 3638
3944 3195 3476
3825 3260 3583
3561 4049 3057
3591 3986 3136
3951 3474 3333
3735 3499 3530
3419 3604 3649
3184 4040 3303
4034 3239 3374
4005 3451 3251
3879 3660 3237
3301 4068 3159
3530 3679 3570
3991 3356 3394
3979 3467 3327
3946 3525 3333
3328 3892 3517
3167 3457 3829
3749 3399 3594
3373 3545 3755
3232 3706 3709
3246 3982 3454
3717 3494 3534
3696 3952 3080
3655 3672 3561
3604 3785 3463
3595 3828 3362
3850 3795 3119
3819 3614 3364
3815 3797 3233
3603 3500 3663
2988 4058 3355
3631 3972 3183
3437 3936 3434
3178 4062 3316
3918 3566 3291
3452 4081 3099
3402 3746 3620
3676 3634 3468
3545 3477 3731
3605 3393 3656
3165 3355 3873
3136 3445 3835
3957 3555 3306
3738 3856 3193
3541 3586 3652
3522 3880 3368
3342 3429 3817
3965 3609 3144
3678 3557 3510
3860 3535 3399
3865 3534 3412
3688 3638 3467
3394 4013 3259
3792 3753 3261
3741 3774 3263
3499 3842 3445
3472 3069 3854
3476 3331 3789
4039 3353 3273
3998 3228 3408
4060 3287 3244
3868 3532 3386
3464 4010 3299
3916 3541 3359
3794 3664 3308
3600 3871 3343
3258 3995 3318
3106 3396 3892
3076 4110 3225
2926 4079 3309
4056 3359 3211
3873 3787 3081
3297 3614 3696
3019 3606 3788
3836 3546 3353
3082 4082 3240
3697 3782 3300
4019 3432 3241
3060 3855 3615
3669 3711 3496
