121747 1800
9883 8129 7230
9881 8177 7216
7941 7125 9521
7914 9915 7744
7193 7433 9720
6873 8079 9579
6910 7796 9680
6993 7914 9656
7783 7326 9567
8213 7299 9402
8055 7153 9478
8339 9272 8519
8977 8007 8715
7005 7759 9691
9199 8089 8558
9812 8317 7387
9874 8147 7312
8009 9857 7611
8815 7610 8996
8156 7358 9447
8742 9254 8198
7325 7481 9711
9863 8059 7333
9805 8336 7404
8879 8108 8853
8944 8463 8737
8965 8063 8660
7037 7997 9619
7278 7636 9702
9069 7682 8774
9049 7722 8658
9133 9016 8332
7788 7216 9582
8798 7826 8915
7794 7186 9567
8835 7728 8941
7996 9845 7903
8084 9364 8510
7728 9900 7815
7356 7856 9660
8242 7937 9302
8542 7396 9157
7599 9117 8841
7160 8041 9603
8293 9742 7819
7825 7445 9561
8181 9542 8279
9357 7885 8389
9846 8293 7255
7400 7959 9608
9014 9021 8241
8551 8079 9079
8221 9749 7931
9719 8551 7534
9604 8582 7752
7837 9069 8946
9003 9096 8262
9124 8934 8369
7485 7201 9670
8189 7741 9379
7126 8217 9523
9647 8506 7703
7229 8497 9314
7817 7457 9549
7308 8625 9203
7225 7947 9646
7526 7288 9664
7954 9878 7768
8666 8839 8754
9229 8678 8454
8898 8952 8420
7339 8179 9482
8593 9244 8354
8229 9676 8114
9794 8433 7414
9535 8746 7732
8361 7381 9326
8645 9470 8148
9632 8685 7477
8868 9324 8128
9192 9099 7808
8675 8136 9069
8454 8191 9027
9739 8511 7635
9526 8611 7895
9169 9107 8066
9751 8391 7495
9781 8481 7436
8687 7901 8989
8132 9657 8190
8666 9000 8537
8071 9762 8153
7801 7571 9471
9775 8367 7483
8653 9485 7515
8272 7138 9374
9701 8361 7761
7638 7247 9613
9681 8578 7519
9300 8971 7588
7869 8616 9098
9025 9169 8027
8403 7899 9229
8596 8928 8731
7682 7229 9615
8852 8995 8409
8260 7437 9365
8267 9724 8012
7237 7601 9703
7760 7808 9529
9286 9037 7558
8236 7193 9386
8174 9572 8328
8995 8659 8642
7363 8454 9372
9071 9158 7991
8252 9190 8763
8509 8120 9104
9842 8296 7236
8199 9776 8075
9366 8965 7601
7086 8276 9460
8078 9815 7935
7196 8861 9061
9697 8522 7568
8601 7908 9131
8388 9597 8104
7446 8751 9160
9182 8666 8460
9765 8404 7464
8930 8155 8833
8279 8776 8861
9100 8003 8607
9254 8914 8041
8167 8567 9141
8696 9097 8394
9173 7925 8573
9348 8942 7785
7648 8199 9395
9020 8758 8501
7212 7583 9715
8461 9604 8100
8635 9148 8435
9094 9136 7884
8503 8673 8908
8118 8969 8890
7471 8409 9344
7875 9009 8950
7248 8175 9492
8447 9458 8166
8580 9524 8072
9658 8401 7739
7427 7657 9628
8407 7814 9218
8380 9691 7873
9261 9047 8034
7062 7842 9679
9710 8573 7549
8330 9279 8617
9149 8388 8593
9761 8433 7454
9290 8990 8021
9488 8607 7977
7617 8895 9006
8556 7785 9138
7775 8210 9350
8126 9794 7773
8921 8528 8769
7630 7270 9626
9822 8352 7352
8872 9385 7950
9242 8417 8417
8310 9711 7910
8054 9500 8429
8335 9623 8207
7853 9836 7944
7604 7430 9620
9408 8808 7828
9724 8548 7507
8049 9507 8472
7766 8262 9355
8565 9029 8596
7180 8026 9571
9819 8335 7362
8367 9649 8063
9587 8515 7834
7209 8241 9457
7927 7837 9445
9447 8716 7985
8488 9516 8120
9208 8876 8227
8001 9287 8710
8481 9444 8273
7431 7986 9594
7855 7236 9559
9859 8221 7302
9853 8251 7278
7737 8708 9186
9824 8307 7372
9394 8871 7756
7738 9334 8683
8808 9394 7721
8474 7581 9169
7949 9891 7723
8887 8333 8796
9329 8490 8343
8344 9203 8577
9502 8837 7652
7469 8034 9503
7944 9785 8079
9268 9004 7856
8299 7469 9356
9316 8466 8362
7962 9580 8321
9111 7977 8603
7922 7473 9509
9086 7876 8651
8109 9575 8252
7299 8173 9545
9824 8311 7286
7534 7540 9650
8246 8286 9194
7982 8387 9252
9418 8787 7861
8711 8382 8813
8164 7802 9334
8324 9665 8139
7712 8978 9003
8228 8730 8900
9378 8921 7544
7595 8592 9237
8392 8115 9199
8722 9227 8203
7516 7554 9640
8561 9135 8542
8761 8141 8920
9665 8546 7626
8377 9311 8486
8449 7692 9179
7704 7538 9589
8738 9313 8177
7545 7593 9635
7188 8556 9293
8384 9616 8093
8953 8782 8677
8609 9306 8302
8399 9644 7801
7654 8520 9282
8617 9533 7656
8108 9240 8699
9274 8798 8289
9081 8599 8566
9585 8765 7648
7502 7781 9579
8099 9353 8483
9610 8642 7680
9339 8855 7955
8954 8253 8803
8068 9803 7973
8031 7280 9486
7042 7772 9687
8938 9302 7970
9357 8905 7910
7272 8023 9598
7635 8818 9111
8268 9683 7925
7568 8845 9123
7412 8855 9074
7798 8161 9411
7387 7518 9682
8442 9561 8123
8527 8445 8928
7909 9509 8481
8466 7696 9176
7554 9342 8638
7935 9869 7879
9558 8788 7644
7280 8237 9435
7457 7976 9570
8883 9398 7693
8065 9822 7999
7049 8392 9421
7745 7550 9540
7166 7676 9675
9452 8898 7582
7667 8834 9048
7648 9206 8786
7972 8484 9255
8042 8150 9275
9334 8167 8309
8823 9377 8133
8605 9489 7921
7671 8017 9438
8339 8550 8974
7292 7505 9689
8971 9218 7998
7113 8129 9570
8854 9085 8347
8751 9433 7792
7073 8345 9497
8288 9473 8310
9435 8623 8184
7261 8034 9556
8037 9294 8688
8431 7992 9215
7967 7523 9462
8785 8958 8629
9037 9221 7779
8138 9455 8415
9827 8299 7341
8775 9235 8183
9785 8419 7423
9777 8345 7447
7888 8754 9051
9830 8302 7296
8026 9423 8586
9460 8635 8075
8371 7718 9246
9306 8734 8285
8090 9633 8267
9217 9051 7860
9375 8843 7849
9670 8601 7425
9633 8633 7688
8375 8706 8846
7691 7968 9552
8813 8449 8781
9689 8531 7621
9370 8714 8157
7990 8845 8930
8266 8790 8886
7590 7752 9559
8842 8376 8875
9020 8698 8632
8202 9793 7661
8287 7848 9264
8754 7703 8968
8907 9080 8340
8569 9586 7714
8156 7742 9358
8886 8049 8871
7931 8984 8922
7812 9873 7835
8514 8422 9021
7107 8343 9437
7661 8499 9286
8915 9345 8038
8029 7261 9487
7793 7653 9516
9867 8228 7264
9470 8651 8005
9301 8853 8055
8074 8826 8935
9476 8801 7780
7573 7494 9655
9642 8593 7673
9550 8690 7790
7868 8729 9116
8273 9553 8223
8353 9437 8348
8062 9404 8550
9031 9078 8098
7141 7804 9674
8582 8947 8673
9365 8503 8216
