38016 1981
29844 24987 24549
28959 26796 24031
27562 23444 28215
26623 28247 25590
25083 23865 29337
24237 24965 29217
26232 23549 29082
24305 24530 29217
28990 25537 26315
24678 24723 29198
29469 26145 24148
24998 25117 29006
24367 24969 29107
25995 24277 29041
28607 27125 24087
27147 27554 26471
24455 24495 29259
28950 26780 24292
29216 26498 24311
25040 25267 28865
25512 23740 29267
27582 25351 27618
26509 23683 28831
26565 23557 28913
29817 25323 24780
26370 23636 28935
26872 25067 28289
29185 26514 24259
26327 27325 27033
24646 24837 29214
28294 27345 24185
26183 26847 27520
28383 24862 27309
26679 27986 26068
27867 27620 24351
25689 23761 29229
29713 25335 25038
27886 24000 28059
26634 27849 26170
29525 25946 24737
25059 24066 29305
29222 26457 24715
26720 23597 28826
26304 25676 28236
25727 27159 27254
26750 27951 26022
24707 25526 28812
28849 24688 26728
27484 23894 28258
25296 23902 29283
28768 27013 24382
25833 26432 27877
27760 26570 26663
28870 26540 25227
25460 26556 27966
27488 27814 25329
27335 24431 28310
25922 24753 28839
24503 24963 29122
27132 26132 27495
28598 25007 26841
25957 24107 29183
29276 26400 24067
28215 27380 25019
28130 24095 27733
24796 25651 28740
28015 27515 25099
24424 25584 28796
29733 25611 24581
29022 26315 25614
27669 26620 26631
28172 25567 27162
28230 25209 27452
29756 25483 24552
29556 25930 24410
28973 26714 24445
25189 25138 28966
26454 28103 25906
27691 27220 26270
27308 27584 26046
25762 24608 28876
26618 28210 25632
26031 27206 27120
27253 25807 27475
25481 26233 28276
29068 26277 25273
24397 26291 28121
28726 26966 24597
25232 24878 29052
27824 23845 28080
27199 26101 27599
24602 25851 28618
25921 26299 28002
28185 26624 26591
25325 24819 29110
27608 27688 25360
27297 28028 24755
27785 23619 28145
28855 24452 27044
25945 25020 28685
25268 27042 27438
29795 25426 24680
27800 25866 27406
24845 23959 29325
26008 26870 27656
27280 25791 27678
29038 25774 25786
27152 24327 28512
27171 26260 27354
27408 27052 26491
28506 26997 24925
27930 27531 25076
26511 27459 26756
26164 23793 29058
25807 24585 28900
26900 28134 25548
26359 28244 25621
28910 26739 25000
27007 26938 27113
26495 26108 27980
25777 26519 27784
29353 25717 25571
27215 27705 26231
28323 25849 26800
26211 26966 27290
29108 26158 25439
26734 26521 27635
29443 26200 24614
24923 25873 28504
27858 24407 27768
29164 26205 25415
25907 25643 28525
29347 24442 25987
29093 24380 26674
