2397 2054.34
9692 8351 8074
9345 9083 7813
8962 7848 9058
8415 9703 8042
7831 8214 9520
7563 8671 9398
9435 8993 7828
8725 7907 9213
8902 7923 9104
8764 7879 9179
9019 7860 9027
8877 7895 9123
9005 7872 9032
9355 9079 7852
7607 8557 9447
9129 7866 8945
9489 8910 7844
8867 7943 9119
7595 8577 9438
7586 8602 9424
7756 8277 9514
7634 8498 9473
7570 8583 9432
7582 8735 9361
7574 8718 9365
8876 7898 9120
7615 8635 9411
9431 8980 7837
7735 8332 9509
9211 7949 8871
9100 7929 8966
9311 9139 7856
7623 8626 9405
7764 8246 9519
7640 8452 9478
7628 8515 9465
8316 9322 8706
9677 8413 8107
9359 9074 7842
8094 8547 9350
7617 8514 9472
7600 8611 9421
8863 7980 9125
9147 8067 8939
7670 8773 9326
7656 8738 9348
9601 8748 7878
9596 8796 7837
9457 8956 7892
7836 8324 9499
9200 9219 7938
8869 8436 8941
7789 8231 9505
9051 8060 8989
8303 9609 8365
8302 9318 8715
9294 8534 8597
7967 8201 9486
7945 8232 9483
9238 7938 8878
8445 9691 8074
8321 9686 8206
9643 8422 8171
9224 7961 8865
8796 8317 9076
8776 8009 9176
8045 9431 8665
8986 7968 9040
8172 7993 9442
8220 8899 9068
8205 9333 8767
7998 9110 9011
7849 8742 9314
8360 9676 8154
9658 8427 8115
7905 8693 9323
7662 8659 9403
9606 8715 7896
9549 8828 7860
8645 9444 8403
9529 8877 7872
9258 8851 8375
8851 8273 9081
7803 8394 9489
9479 8598 8372
8369 9392 8627
9287 9138 7911
9252 7976 8831
8941 7954 9088
8819 7973 9142
9560 8660 8148
9429 8985 7863
9352 8082 8724
9305 8633 8521
9006 8147 9017
8880 8149 9078
8109 9038 9057
8987 8064 9035
8760 7951 9187
8631 7997 9246
8617 7969 9262
8437 9695 8099
8352 9682 8163
8334 7989 9380
9612 8350 8272
9216 7959 8867
8983 7999 9055
8882 8050 9105
8707 7935 9209
8639 9604 8068
8377 9674 8150
8278 9612 8336
8250 9198 8879
7970 9293 8817
9411 8408 8522
9141 9240 7998
8977 8392 8943
8942 9414 7965
8814 8168 9107
8411 9270 8765
8407 8885 8995
7821 8367 9486
7690 8632 9401
8684 7964 9220
9624 8629 8007
9581 8453 8291
9407 8390 8559
9064 9253 8205
8900 9035 8579
8893 8048 9089
8657 9529 8248
8636 9454 8410
8621 9558 8194
8434 9488 8466
8413 9641 8246
8016 9033 9085
7978 9018 9103
7680 8845 9282
8357 8919 8991
9623 8581 8055
9232 8253 8799
8984 9205 8349
8832 9373 8264
8265 9295 8784
8017 8270 9460
7829 8388 9468
7772 8843 9277
9675 8493 7941
9474 8892 7984
9178 9145 8157
9036 8747 8672
8911 8540 8899
8208 9196 8913
8189 9522 8524
8170 9287 8847
8091 8203 9435
7785 8338 9503
9649 8519 8091
9115 9284 7924
8705 9479 8340
8699 9489 8296
8223 8089 9421
8160 9057 9024
8083 8227 9437
7972 9103 9039
7937 8541 9386
7909 8768 9291
9142 9209 8091
8256 9521 8509
7879 8717 9307
7707 8678 9367
7684 8482 9469
7666 8732 9351
7646 8674 9380
7599 8616 9419
9488 8919 7882
8783 9478 8128
7642 8585 9424
9424 9006 7904
9357 9065 7867
7741 8370 9496
9604 8718 7908
9569 8795 7919
9525 8354 8391
9421 8264 8612
9381 8202 8666
9380 9040 7901
9219 8106 8841
9214 8188 8812
8651 8320 9131
8542 9534 8355
8513 9654 8109
8456 9578 8363
8431 9634 8286
8431 9359 8629
8307 9468 8603
8437 9687 8141
9394 8002 8679
9378 8817 8267
9253 8127 8810
9217 8631 8595
9108 9278 7995
9093 9016 8398
9088 8236 8926
9082 8605 8701
8966 8098 9036
8881 7934 9111
8685 8912 8798
8600 9125 8682
8590 9330 8545
8588 8191 9257
8562 9441 8480
8541 9636 8161
8537 9582 8275
8535 8163 9263
8514 8814 9008
8476 9666 8084
8192 9142 8956
8070 9239 8862
7906 9156 9009
7729 8858 9268
9570 8797 7914
9524 8481 8326
9499 8895 7868
9468 8948 7903
9444 8393 8519
9383 9050 7877
9351 8052 8726
9336 8138 8718
9328 8501 8614
9245 9154 8000
9220 9216 7921
9098 9283 7986
9067 8554 8756
9060 8002 8993
9008 9281 8184
8828 8972 8708
8461 8143 9328
8267 8351 9346
7754 8756 9317
7709 8386 9501
9424 7994 8626
9343 7958 8730
9052 7955 8998
8535 9642 8127
8466 9669 8132
8466 8130 9333
8399 9671 8221
8393 7965 9360
8321 8028 9403
8289 8239 9366
9548 8806 7900
9545 8792 8080
9494 8760 8213
9485 8137 8505
9438 8915 8060
9400 8158 8625
9331 9112 7940
9243 9155 8066
9222 8132 8838
9047 8204 8981
9046 9303 8116
9012 8251 8974
8987 8373 8937
8895 8078 9084
8885 8739 8762
8873 9391 8256
8728 8088 9202
8723 9428 8377
8622 8023 9244
8543 9364 8549
8479 9570 8323
8476 9626 8238
8473 9052 8880
8467 9288 8671
8455 8754 9062
8448 9677 8125
8418 9163 8869
8269 9423 8645
8217 8552 9249
8193 9013 8996
8149 9222 8891
8043 9063 9047
8040 8385 9416
7913 8820 9254
7822 8934 9189
7730 8640 9389
9605 8448 8206
9597 8644 8110
9506 8361 8446
9393 9011 7983
8845 9135 8556
8842 9464 8143
8826 9483 8045
8735 9512 8186
8614 7984 9259
8603 9421 8429
8548 9377 8517
8454 9394 8585
8320 9514 8512
8311 9698 8169
8218 8210 9414
