221726 1800
4078 3174 3152
3445 2984 3858
3224 3084 3947
3221 4149 2855
2882 3927 3557
3663 3973 2902
3380 4098 2858
3659 3066 3748
3742 3022 3658
3526 3046 3825
3468 2994 3851
2912 4061 3326
3484 4050 2913
3359 3338 3855
2896 4022 3428
3057 4039 3384
3156 3184 3942
3687 3009 3706
4009 3467 3112
2962 4014 3442
2980 3976 3497
2899 4056 3342
3334 3141 3916
3967 3195 3435
3212 4144 2920
3735 3034 3690
3018 4072 3273
3011 3833 3652
3523 3996 3139
3678 3581 3584
3351 3854 3548
3701 3005 3703
2949 4077 3304
3661 3552 3588
3393 3966 3348
3909 3525 3362
3507 3131 3839
3670 3112 3740
3179 4145 2930
3989 3597 3030
3635 3532 3626
3750 3891 3064
3268 4111 3037
4060 3278 3189
3390 3224 3903
3065 3330 3911
3131 4043 3320
3048 3773 3701
3867 3747 3187
3208 4125 3061
3185 3318 3907
3108 3368 3878
3521 3182 3806
3448 3764 3573
3963 3516 3245
3281 3200 3919
3767 3442 3540
3986 3562 3108
3838 3805 3079
3903 3677 3240
3898 3714 3067
3170 3238 3936
2930 4052 3380
3619 3074 3742
3362 3822 3525
3005 3920 3555
3828 3826 2947
3103 3813 3634
3625 4004 3026
3256 3166 3934
3489 3292 3798
3200 3555 3779
3083 3730 3712
3695 3686 3473
3698 3190 3696
3813 3128 3620
3263 4139 2996
3955 3649 3093
3569 3121 3811
3124 3495 3841
3551 3363 3729
3847 3097 3563
3033 3829 3637
3559 3206 3796
3452 3742 3582
2972 4022 3416
4073 3298 3102
4042 3234 3279
3848 3768 3103
3111 3675 3730
3538 3039 3828
3237 3665 3702
2924 4086 3291
3567 3840 3417
3418 3645 3680
3402 3609 3716
3250 4120 3001
3297 4132 2966
3747 3898 2981
3191 3159 3938
3995 3273 3324
3149 4079 3255
4033 3399 3160
3136 3670 3726
3414 3842 3517
3039 3925 3552
3117 3459 3860
3982 3448 3238
4070 3210 3234
3717 3657 3406
3119 3637 3776
3490 3756 3561
3287 3303 3883
3136 3500 3834
3028 4002 3462
3553 3816 3465
3510 3117 3824
3756 3529 3514
3641 3344 3671
3062 3696 3732
2940 4015 3441
3429 3177 3886
3180 4142 2955
3951 3571 3146
3443 3417 3802
3164 4017 3424
3303 4109 2984
3174 3201 3929
3685 3927 3069
3182 3960 3492
3572 4028 3047
3616 4015 2942
3765 3727 3319
3860 3785 3081
3327 3359 3874
3597 3534 3623
4056 3314 3228
3790 3104 3638
3425 4088 3005
3927 3615 3165
3843 3809 3008
3494 3514 3719
3410 3271 3866
3320 3836 3567
3097 4030 3410
3529 3092 3815
4005 3374 3260
3672 3918 3089
2916 4088 3289
3442 3476 3733
3434 3172 3851
3167 4064 3271
3037 3705 3736
3845 3573 3404
3722 3944 2999
4017 3454 3236
3774 3470 3533
3762 3787 3336
3343 3547 3765
3945 3393 3460
2920 3922 3576
3086 4135 3091
4000 3289 3305
3232 4019 3276
2987 3853 3653
3000 4008 3459
3521 4006 3218
3817 3631 3357
3436 3085 3869
3881 3748 3034
3477 4075 3075
4020 3387 3231
3406 3384 3847
3980 3502 3222
3919 3253 3466
3915 3291 3486
3275 3305 3894
3769 3627 3449
3732 3761 3355
3183 4093 3119
3044 4103 3250
3675 3908 3191
3830 3654 3263
3782 3846 3096
3455 4089 2932
3920 3606 3194
3384 3090 3904
3306 4032 3177
3339 4084 3056
3835 3169 3564
3793 3871 3015
3602 3798 3371
2947 4116 3171
3906 3630 3210
3878 3586 3340
3610 3635 3607
3025 3964 3520
3630 3711 3509
3212 3660 3705
3091 3777 3677
3367 4095 3017
4027 3264 3301
3922 3707 3163
3914 3148 3523
3564 3780 3506
3535 3985 3148
3437 3426 3817
3189 3937 3514
3820 3106 3576
3247 3285 3900
3272 3886 3554
3948 3602 3201
3885 3537 3384
3780 3156 3614
3546 3313 3773
2970 3953 3522
3940 3405 3405
3371 4106 2939
3809 3762 3115
3215 4140 2989
3421 4096 2962
3346 3988 3352
3154 4146 2935
3370 3931 3438
3241 4129 3040
4023 3365 3267
3801 3844 3126
3951 3457 3314
3787 3873 3084
3223 3232 3925
4035 3325 3243
3770 3208 3643
3704 3341 3642
3682 3905 3173
3316 3395 3837
3217 3612 3752
3532 3433 3686
3714 3681 3458
3691 3702 3395
3305 4068 3207
3195 3412 3852
3648 3985 2959
3811 3508 3480
3466 4058 3111
3399 3717 3665
3374 3266 3872
3322 3260 3888
3855 3315 3537
3071 4046 3378
3857 3437 3476
3485 3837 3511
3197 3559 3770
3105 3934 3535
3460 3309 3793
3294 4104 3049
4051 3356 3205
3840 3801 3087
3724 3642 3411
3607 3819 3277
3408 3726 3610
3863 3753 3076
2944 3901 3597
4053 3216 3327
3657 3746 3482
3606 3144 3766
3471 3549 3710
3173 3867 3609
3709 3912 3121
3514 3940 3307
3502 3151 3845
3667 3624 3562
3575 3428 3723
3496 3275 3788
3093 4123 3091
3076 3571 3789
4019 3454 3180
3214 4108 3042
3101 4012 3446
3349 4089 3020
3834 3825 3100
3242 3848 3569
3959 3332 3398
3701 3435 3647
3742 3894 3052
3593 3480 3684
3337 3244 3890
3842 3790 3057
3382 3479 3809
3347 4113 2978
3331 3255 3912
2994 4049 3375
3632 3993 2974
3930 3503 3366
3895 3419 3413
3729 3924 3011
3045 4115 3157
3621 3404 3674
4022 3382 3211
3806 3269 3578
3803 3541 3500
3581 3772 3454
4026 3462 3149
3786 3306 3599
3219 3766 3630
3099 3791 3649
3632 3794 3292
3398 3042 3900
4061 3386 3176
4039 3315 3253
3726 3523 3531
3654 3948 3195
3324 3259 3896
3161 3878 3604
3888 3423 3455
3645 3980 2997
3579 3212 3763
3525 3914 3369
3870 3249 3528
3376 4097 2970
3956 3584 3086
3796 3734 3299
3773 3653 3329
3689 3229 3691
3309 3191 3922
3799 3450 3507
3601 3165 3774
3229 3510 3790
3175 3590 3759
3089 3320 3922
3628 3620 3595
3203 4046 3275
2996 3611 3792
3588 3699 3608
3312 3573 3760
3125 3716 3695
3819 3721 3201
3977 3486 3271
3705 3593 3471
3823 3520 3426
3974 3218 3383
4047 3351 3206
3145 4027 3338
3290 3943 3459
3247 3536 3782
3786 3754 3214
3804 3434 3594
3860 3248 3544
3404 4001 3312
3805 3512 3430
3385 4054 3129
3381 4066 3155
3261 3693 3700
3890 3245 3496
3676 3694 3451
3591 3857 3259
3335 3910 3471
3251 3977 3433
3582 3391 3693
4037 3217 3308
3277 4078 3198
3818 3850 2972
3687 3888 3169
3435 3484 3737
3880 3588 3282
3789 3749 3298
3733 3860 3136
3730 3257 3617
3566 3962 3225
3509 3957 3295
4049 3406 3131
3959 3530 3133
3894 3161 3558
3758 3879 2968
3692 3459 3542
3652 3420 3656
3643 3987 3013
3505 3884 3483
3279 3176 3927
3206 4041 3330
4018 3333 3294
3808 3154 3603
3791 3876 3007
3530 3076 3813
3445 3353 3820
3419 3544 3744
3372 3431 3823
3255 4102 3095
3227 3493 3795
4031 3297 3284
3814 3079 3581
3873 3490 3402
3664 3956 3051
3621 3929 3224
3582 3752 3383
3514 3146 3818
3316 4082 3152
3300 3286 3885
3560 3250 3762
3261 3658 3721
2993 3829 3654
3696 3371 3665
3542 3505 3677
3285 3734 3669
2989 4083 3302
3578 3639 3613
3330 3415 3833
3080 3567 3832
3712 3689 3368
3243 3397 3845
3586 3815 3338
3151 3739 3638
3022 3892 3595
2933 4075 3305
3935 3522 3271
3421 3716 3661
3982 3347 3343
3681 3592 3504
