80146 3061
26591 25013 25381
26524 25352 25461
26492 25331 25544
26280 25518 25351
26440 25249 25623
26610 25180 25369
26231 25312 25767
26506 25276 25545
26129 25237 25793
26570 25335 25509
26219 25489 25586
26276 25458 25588
26459 25386 25430
26589 25227 25409
26473 25371 25381
26455 25339 25549
26570 25228 25518
26571 25301 25346
26472 25363 25433
26578 25252 25404
26479 25367 25347
26557 25160 25565
26585 25166 25437
26175 25562 25518
26248 25510 25581
26276 25499 25445
26245 25466 25626
26178 25545 25367
26077 25533 25588
26428 25290 25631
26444 25376 25515
26495 25300 25585
26295 25206 25828
26574 25264 25386
26410 25317 25590
26343 25295 25774
26372 25368 25665
26373 25133 25743
26410 25221 25675
26329 25403 25721
26125 25341 25748
26216 25364 25741
26357 25385 25712
26255 25295 25785
26369 25203 25782
26298 25322 25732
26113 25278 25800
26209 25414 25746
26487 25242 25661
26217 25557 25268
26378 25134 25739
26263 25507 25435
26106 25441 25669
26389 25303 25726
26197 25488 25587
26152 25521 25550
26439 25246 25670
26162 25499 25646
26009 25327 25790
26145 25216 25805
26408 25256 25699
26428 25075 25695
26257 25025 25839
26583 25244 25469
26533 25218 25529
26436 25268 25591
26419 25313 25661
26074 25063 25852
26496 25078 25649
26489 25145 25631
26440 25243 25626
26443 25304 25582
26103 25435 25727
26334 25117 25805
26498 25203 25554
26206 25472 25591
26351 25320 25737
26352 25241 25768
26520 25158 25598
26228 25540 25548
26418 25165 25719
26426 25282 25651
26108 25400 25765
25955 25220 25845
26085 25255 25804
25972 25420 25728
26331 25451 25655
26239 25377 25725
26214 25332 25770
26166 25477 25593
26393 25420 25633
26435 25437 25527
26159 25469 25659
26276 25537 25429
26396 25365 25607
26331 25452 25614
26354 25452 25390
26310 25457 25490
26333 25456 25436
26359 25457 25380
26442 25445 25417
26344 25489 25424
26215 25543 25381
26108 25595 25438
26331 25507 25410
26291 25480 25503
25988 25338 25784
26307 25509 25318
26271 25492 25561
26289 25496 25493
25892 25269 25801
26458 25387 25458
25973 25204 25850
26302 25502 25420
