617 13.0215
3994 3487 3216
3882 3716 3147
3739 3305 3650
3648 3927 3239
3495 3523 3744
3261 3814 3528
3340 3878 3417
3280 3751 3584
3383 3666 3640
3434 3607 3699
3379 3813 3517
3453 3531 3731
3895 3676 3190
3784 3330 3602
3467 3904 3382
3992 3406 3319
3760 3312 3624
3793 3343 3593
3833 3778 3203
3972 3503 3248
3901 3352 3492
3848 3365 3550
3440 3898 3404
3798 3845 3152
3957 3463 3380
3904 3680 3164
3846 3759 3172
3474 3870 3465
3624 3537 3686
3550 3472 3722
3456 3921 3396
3569 3458 3716
3482 3534 3719
3910 3395 3464
3517 3873 3425
3551 3913 3370
3969 3474 3328
3529 3894 3397
3590 3401 3710
3538 3735 3562
3513 3709 3569
3705 3420 3679
3522 3887 3409
3889 3602 3361
3633 3517 3698
3940 3384 3385
3870 3751 3211
3777 3371 3607
3487 3587 3692
3685 3514 3665
3951 3517 3333
3707 3432 3643
3891 3672 3233
3938 3466 3339
3688 3627 3595
3925 3490 3375
3487 3724 3633
3460 3797 3554
3616 3645 3629
3932 3424 3412
3934 3610 3283
3775 3378 3618
3654 3498 3690
3872 3706 3221
3924 3411 3452
3750 3782 3348
3942 3620 3273
3730 3826 3321
3609 3803 3485
3813 3824 3171
3717 3389 3661
3773 3389 3614
3626 3917 3275
3878 3684 3255
3804 3795 3219
3694 3866 3312
3549 3824 3466
3542 3822 3476
3728 3839 3330
3947 3540 3291
3621 3849 3429
3683 3890 3251
3753 3592 3567
3921 3588 3305
3562 3510 3704
3733 3800 3337
3495 3635 3677
3524 3784 3552
3597 3705 3614
3437 3876 3435
3869 3687 3293
3815 3717 3343
3844 3766 3243
3593 3896 3350
3840 3448 3536
3700 3471 3646
3758 3746 3388
3759 3852 3214
3737 3382 3653
3714 3860 3267
3780 3785 3287
3680 3565 3622
3587 3614 3644
3880 3631 3365
3811 3758 3282
3912 3493 3447
3809 3773 3228
3608 3857 3411
3664 3848 3430
3484 3915 3342
3541 3834 3464
3904 3663 3261
3833 3714 3298
3528 3859 3498
3876 3438 3492
3500 3607 3672
3905 3556 3373
3606 3843 3456
3737 3437 3636
3775 3819 3277
3830 3420 3589
3638 3637 3617
3901 3413 3490
3870 3375 3535
3724 3727 3472
3814 3640 3466
3660 3883 3263
3831 3712 3356
3576 3582 3676
3670 3703 3542
3772 3518 3581
3706 3416 3650
3679 3862 3381
3578 3698 3620
3712 3607 3580
3691 3524 3632
3504 3870 3435
3769 3399 3603
3681 3818 3398
3636 3507 3668
3720 3733 3445
3668 3816 3441
3617 3881 3357
3572 3792 3503
3945 3583 3242
3613 3508 3699
3844 3722 3263
3583 3808 3475
3915 3630 3234
3885 3428 3488
3626 3829 3458
3904 3630 3312
3692 3870 3247
3884 3700 3229
3800 3791 3225
3792 3804 3224
3727 3561 3592
3694 3617 3576
3634 3593 3673
3589 3897 3353
3788 3561 3532
3762 3545 3565
3701 3831 3392
3689 3594 3587
3646 3614 3613
3877 3497 3480
3616 3856 3441
3871 3715 3254
3856 3701 3303
3797 3792 3235
3744 3835 3310
3649 3575 3655
3634 3760 3497
3501 3474 3709
3869 3446 3520
3852 3491 3502
3820 3674 3383
3771 3538 3566
3698 3501 3653
3660 3731 3516
3621 3427 3702
3584 3568 3678
3867 3451 3489
3627 3606 3627
3667 3555 3651
3555 3543 3707
3675 3595 3625
3564 3763 3522
3581 3442 3700
3935 3586 3307
3899 3403 3511
3655 3680 3561
3565 3663 3656
3893 3658 3270
3746 3557 3580
3599 3740 3519
3574 3843 3460
3568 3871 3420
3552 3810 3492
3650 3761 3478
3602 3569 3677
3748 3788 3317
3784 3403 3598
3760 3445 3609
3638 3540 3659
3900 3548 3379
3782 3549 3545
3877 3711 3213
3785 3814 3241
3708 3655 3544
3556 3464 3706
3865 3504 3482
3851 3479 3522
3846 3444 3559
3778 3831 3215
3736 3726 3446
3696 3486 3661
3885 3398 3516
3864 3668 3311
3861 3482 3507
3529 3836 3461
3693 3517 3639
3782 3521 3561
3902 3441 3455
3824 3772 3251
3802 3729 3335
3713 3788 3367
3576 3638 3648
3484 3822 3514
3933 3422 3442
3879 3660 3276
3839 3664 3402
3821 3584 3463
3817 3677 3393
3812 3724 3352
3791 3692 3409
3787 3771 3286
3697 3770 3408
3677 3800 3422
3601 3681 3583
3583 3739 3527
3558 3745 3553
3888 3566 3376
3845 3483 3533
3837 3689 3372
3823 3549 3531
3761 3775 3339
3757 3552 3605
3708 3780 3399
3695 3682 3534
3643 3889 3255
3588 3648 3636
3722 3767 3414
3719 3749 3439
3703 3675 3530
3639 3743 3506
3912 3597 3311
3806 3721 3374
3743 3679 3500
3672 3789 3459
3644 3756 3480
3710 3792 3372
3948 3524 3269
3896 3645 3350
3629 3896 3270
3459 3752 3568
3658 3578 3636
3766 3796 3308
3672 3686 3548
3672 3453 3669
3777 3695 3469
3775 3479 3599
3696 3763 3431
3872 3694 3285
3829 3487 3538
3814 3576 3494
3803 3767 3271
3785 3510 3584
3765 3707 3453
3726 3656 3505
3638 3527 3667
3881 3535 3435
3843 3635 3419
3839 3747 3292
3836 3553 3499
3829 3424 3563
3816 3515 3541
3801 3452 3572
3784 3618 3494
3766 3511 3608
3765 3720 3434
3740 3699 3486
3736 3457 3642
3735 3749 3420
3702 3807 3377
3700 3748 3449
3678 3831 3400
3601 3737 3524
3589 3600 3647
3900 3376 3507
3864 3417 3531
3854 3476 3513
3833 3404 3562
3825 3489 3548
3813 3499 3561
3804 3573 3500
3799 3598 3497
3798 3527 3555
3778 3629 3533
3754 3608 3564
3741 3441 3628
3715 3850 3357
3702 3454 3643
3837 3530 3516
3646 3870 3325
3918 3576 3334
3903 3587 3323
3865 3730 3239
3863 3475 3525
3856 3675 3306
3841 3715 3268
3832 3756 3322
3783 3717 3415
3764 3417 3620
3754 3787 3340
3741 3772 3403
3676 3793 3432
3670 3427 3700
3619 3708 3557
3578 3741 3529
3557 3890 3378
3482 3556 3702
3885 3622 3368
3861 3659 3348
3854 3713 3282
3850 3502 3498
3842 3671 3376
3828 3465 3564
3819 3646 3445
3808 3776 3243
3807 3657 3452
3796 3542 3540
3790 3650 3462
3748 3572 3571
3735 3710 3451
3672 3422 3672
3662 3753 3489
3661 3558 3627
3628 3782 3517
3626 3684 3550
3920 3583 3318
3641 3600 3623
3918 3534 3422
3887 3565 3413
3858 3437 3549
3827 3476 3539
3767 3583 3558
3756 3471 3609
3687 3784 3447
3585 3860 3444
3580 3754 3525
3570 3757 3528
3502 3694 3624
3836 3536 3511
3614 3841 3460
3559 3820 3476
3877 3661 3301
3865 3555 3470
3813 3691 3359
3775 3757 3331
3884 3600 3394
3870 3526 3438
3818 3665 3424
3796 3639 3491
3785 3728 3386
3784 3516 3575
3737 3790 3326
3737 3754 3406
3727 3719 3448
3723 3806 3338
3654 3670 3604
3646 3738 3508
3867 3624 3417
3864 3456 3519
3853 3559 3459
3736 3653 3520
3629 3810 3457
3556 3875 3415
3801 3580 3498
3727 3788 3363
3705 3756 3437
3689 3543 3657
3881 3656 3305
3853 3708 3351
3849 3542 3484
3844 3577 3467
3840 3676 3364
3830 3670 3401
3823 3594 3443
3818 3719 3341
3816 3614 3477
3815 3730 3327
3803 3577 3518
3801 3686 3450
3799 3504 3555
3779 3773 3300
3763 3646 3510
3760 3572 3570
3740 3575 3582
3723 3582 3573
3716 3714 3509
3664 3752 3501
3629 3649 3606
3569 3651 3634
3853 3554 3479
3851 3652 3380
3847 3621 3440
3843 3768 3229
3818 3596 3462
3796 3798 3262
3794 3690 3399
3792 3702 3394
3779 3616 3511
3777 3761 3328
3776 3793 3269
3766 3821 3262
3762 3783 3319
3753 3841 3235
3744 3742 3405
3728 3619 3558
3723 3844 3234
3716 3544 3628
3692 3805 3405
3675 3693 3540
3667 3662 3571
3654 3825 3433
3587 3862 3412
3583 3872 3374
3559 3777 3534
3849 3512 3492
3556 3879 3409
3794 3756 3349
3717 3575 3601
3637 3754 3513
3884 3569 3418
3867 3701 3300
3860 3661 3369
3859 3525 3479
3786 3655 3460
3773 3758 3384
3748 3819 3287
3737 3798 3321
3725 3709 3457
3684 3743 3461
3663 3483 3669
3648 3615 3607
3642 3623 3605
3619 3878 3368
3504 3741 3576
3825 3570 3519
3770 3666 3500
3804 3624 3487
3778 3691 3423
3766 3678 3481
3754 3770 3358
3741 3570 3574
3737 3507 3626
3736 3498 3635
3700 3584 3600
3646 3768 3468
3621 3594 3641
3900 3509 3478
3865 3586 3451
3728 3779 3369
3708 3744 3444
3789 3708 3407
3678 3743 3483
3924 3486 3433
3900 3606 3323
3882 3651 3337
3863 3543 3476
3847 3638 3382
3821 3525 3539
3800 3687 3418
3789 3759 3317
3788 3707 3413
3781 3729 3384
3781 3475 3602
3776 3552 3557
3763 3736 3386
3739 3623 3549
3726 3746 3440
3715 3813 3365
3699 3678 3524
3699 3615 3568
3688 3695 3527
3555 3727 3559
3759 3578 3561
3696 3787 3409
3796 3649 3465
