38174 2341.14
27495 25627 26157
26988 26301 25215
26346 24955 27196
26185 25031 27286
25751 26874 25929
25016 26118 27105
26203 25109 27247
26731 26346 25741
25871 26833 25953
26111 25113 27216
26701 26521 25588
25164 26147 27054
25864 26803 26011
26552 26562 25553
26337 26708 25784
26598 25075 27143
26389 26641 25820
27151 25138 26675
27179 25257 26623
25708 26855 26014
27287 26052 25782
25503 26750 26480
27210 25555 26597
27064 26194 25219
27062 26184 25276
26484 25098 27144
27109 25685 26444
27466 25577 26171
26652 26512 25602
25200 26573 26879
26687 25063 27135
26185 26698 25830
26956 26325 25251
27259 26035 25965
27482 25666 26126
27008 25183 26825
27029 25167 26763
27016 25387 26787
25905 26799 25990
27286 25475 26526
27412 25522 26514
26278 26596 26029
26970 26284 25338
27449 25874 26104
26908 25299 26977
27355 25424 26604
25802 26455 26654
26585 26614 25484
25377 26743 26560
26357 26316 26389
26609 25034 27150
26163 25128 27183
26820 25412 26921
26899 26561 25302
25965 26677 26138
26118 26791 25899
26876 25537 26751
25137 26160 27049
25666 26779 26163
26807 26435 25698
27287 25648 26461
27221 25432 26577
27434 25527 26473
27078 25159 26722
26654 25910 26848
27241 25610 26484
26242 25591 27093
26642 26664 25394
25946 26787 25984
27313 25796 26195
25470 26682 26538
25337 26397 26930
27013 25731 26430
27170 25631 26483
25718 26768 26257
26993 25275 26859
26782 26457 25681
26037 25624 27077
27405 25882 26051
25842 26848 26083
25872 26442 26657
26617 25699 26938
26913 26486 25618
25035 25988 27165
26396 26640 25855
26855 25507 26897
26806 25895 26634
26286 26420 26327
25261 26388 26958
27171 25253 26629
26742 25408 27059
26071 26333 26677
26727 25198 27081
27385 25675 26417
26814 25456 26969
25256 26065 27078
25625 26350 26835
27119 25848 26269
26483 26056 26637
26466 25787 27018
27370 25435 26520
25069 25987 27162
27323 25937 26114
26071 25410 27204
26888 25481 26845
26180 26742 25865
25826 25952 26881
25999 25747 27113
25154 26091 27099
26830 26604 25262
27267 25544 26558
27097 25607 26509
25886 26477 26573
25910 26600 26446
27030 25947 26307
26641 26404 26055
26448 26515 26008
25777 26849 25968
25480 26215 26979
26307 26606 25880
26406 25566 27061
26427 26646 25665
25130 26073 27101
26960 26222 25416
26684 26378 26124
26097 25453 27176
