8884 1800
18955 16973 17188
18695 17493 16929
18611 16845 17704
17898 17380 18501
17776 18171 17710
17624 17903 18184
17646 18155 17787
17845 18134 17703
17784 18112 17835
17634 18013 18080
17656 18106 17951
17666 17861 18217
18637 16949 17625
18947 16960 17227
18592 17638 16951
18816 16853 17498
18793 16865 17605
18820 17303 16970
18815 16922 17475
17793 18096 17727
18785 17300 16992
18009 17315 18448
18926 16964 17221
18126 17212 18224
18157 17328 18123
18929 16931 17309
17706 18005 18043
18799 17300 16983
18572 17296 17518
17994 17725 17969
17664 17888 18197
18941 16879 17269
17683 17975 18104
17903 17624 18305
18686 17502 16955
17907 17456 18422
17998 18011 17637
17910 17455 18430
17839 17925 18030
17754 18089 17917
17912 17448 18477
18879 16935 17384
18417 17492 17572
17708 18051 17961
18383 17373 17856
17965 17971 17650
18352 17335 17912
17935 17399 18488
18845 17037 17348
17702 17984 18074
17932 18063 17565
18681 17204 17508
17848 17788 18164
17733 17802 18290
18919 16993 17319
17973 17413 18402
18905 16898 17351
18848 17217 17108
17893 17593 18331
18472 17713 17084
17948 17651 18211
17758 18060 17937
18667 17439 17102
18736 17135 17449
18853 17223 17028
17812 17601 18380
18876 17007 17283
17990 17318 18436
18378 17673 17243
17757 17867 18201
17746 17966 18101
18583 17475 17232
18566 17028 17736
18545 17146 17769
17790 18043 17907
18762 17304 17155
18341 17645 17464
17716 18141 17845
17707 18152 17792
18903 16886 17382
18058 17443 18239
18826 17173 17136
17814 18072 17892
17689 18000 18066
17728 18031 17965
17698 17812 18233
18283 17711 17437
17768 17678 18325
17982 17379 18345
17939 17527 18353
17862 17499 18442
18724 17018 17537
17691 17920 18151
18711 17462 16972
18953 16977 17176
18930 17071 17172
18756 17124 17440
18866 16996 17320
18470 17358 17628
18654 17527 17021
17826 17569 18411
17865 17941 17924
18137 17615 17975
18885 16972 17357
18780 17419 17001
18324 17541 17731
17942 17557 18287
18410 17205 17827
18288 17761 17419
17712 17811 18311
17715 17995 18019
18623 17535 17074
17831 17544 18455
18891 17110 17064
18497 17142 17822
17673 18109 17926
18731 17241 17392
18025 17490 18275
17824 17588 18368
18719 17173 17426
18744 16875 17642
17836 17895 18068
18872 17163 17096
18555 17151 17659
17674 18063 17980
18074 17395 18281
18100 17486 18117
18073 17414 18244
17887 18037 17758
18951 16910 17253
17890 18021 17797
18913 17058 17257
18128 17836 17671
17832 17852 18159
18458 17144 17842
18645 17560 17009
18395 17723 17169
18034 17431 18254
18809 17250 17113
18530 17496 17294
17686 18079 17950
18708 17120 17513
18841 17094 17259
17794 17517 18463
17971 17773 18002
18641 17252 17402
17829 17825 18175
18247 17696 17491
18882 16907 17371
18131 17913 17404
18310 17706 17395
18803 16902 17550
18193 17685 17691
18869 16988 17387
18653 17184 17560
18302 17694 17454
18023 17665 18053
17986 17900 17858
17802 18017 17913
18834 17169 17184
18609 17480 17220
18069 17609 17999
18199 17583 17790
18587 16984 17765
18908 17084 17204
18895 17104 17164
18384 17068 17990
18227 17756 17503
17764 17977 18017
18699 16991 17541
18476 17674 17190
18154 17477 18048
17950 17506 18314
18753 17159 17362
18715 17080 17459
18308 17646 17530
18238 17845 17197
18758 17317 17035
18295 17596 17586
18043 17951 17591
18525 17720 17079
18332 17782 17194
18204 17404 17951
18674 17471 17091
18691 17467 17007
17979 17364 18458
17931 17776 18062
18781 16913 17535
17722 17747 18363
18678 17445 17059
17741 17766 18270
18593 17199 17564
17912 17958 17893
18805 17065 17380
18018 17815 17844
18604 17243 17547
18748 17365 17055
18065 17880 17482
17820 17582 18386
18814 16891 17502
18175 17689 17740
18782 17128 17273
18614 17132 17652
18505 17293 17596
18896 17000 17271
18253 17521 17778
18235 17839 17293
18209 17785 17517
18426 17187 17875
18278 17180 18020
18551 17323 17496
17868 17441 18488
17877 17929 17997
18102 17736 17752
18048 17628 18098
18040 17953 17621
17723 17918 18135
18942 17004 17206
18028 17873 17702
18858 17174 17092
17769 17809 18190
18118 17356 18144
18645 17531 17041
18390 17220 17861
18037 17760 17904
17855 17514 18416
17781 17670 18359
18863 17141 17122
18251 17636 17632
18123 17523 18056
17775 17631 18390
17737 17698 18337
17821 17716 18259
18230 17397 17988
18161 17289 18190
18635 17420 17215
18191 17830 17471
18669 17510 17047
18611 17589 17049
17786 17933 18034
18096 17417 18170
17816 18075 17793
18413 17308 17806
18658 17451 17120
18089 17844 17682
18935 16870 17290
18528 17049 17898
17955 18023 17677
18831 17033 17365
18935 17012 17147
18369 17376 17688
18004 17653 18136
18864 17015 17301
18785 17172 17251
18433 17261 17816
18398 17323 17807
18045 17445 18251
17963 17886 17882
17787 18046 17901
17810 17871 18155
18293 17633 17558
18031 17797 17864
17921 17922 17878
18491 17350 17621
17762 18029 17949
18672 17044 17543
18589 17023 17662
18066 17553 18091
17881 17892 18023
18796 17009 17445
18789 17056 17391
18171 17658 17745
18765 17002 17526
18596 17349 17430
18326 17771 17261
18217 17470 17889
18196 17794 17511
18093 17662 17939
18243 17831 17306
18599 17380 17359
17879 17575 18374
18777 17238 17264
18174 17807 17554
18151 17400 18105
17961 17566 18234
17761 17742 18335
18462 17267 17716
18321 17563 17695
18535 17234 17612
18164 17568 17817
17977 17817 17959
17869 17560 18392
18758 17042 17467
18849 17230 17023
17837 17751 18207
18875 17108 17235
18485 17384 17608
18370 17208 17917
17905 17818 18025
18749 17188 17290
18145 17538 17935
18901 16972 17344
18465 17538 17373
18085 17425 18129
18834 17099 17326
18798 17232 17149
18687 17325 17183
18444 17562 17417
18089 17579 18087
18812 17249 17139
18630 17284 17411
18106 17695 17831
18701 17156 17431
18167 17799 17666
18846 16968 17432
17752 17981 18056
18442 17177 17900
18373 17361 17883
18314 17605 17549
18578 17078 17720
18648 17310 17318
18671 17410 17129
18540 17367 17556
18779 16944 17532
18621 17061 17657
18657 17460 17176
17896 17881 18009
18516 17409 17522
18404 17354 17723
18478 17504 17336
18356 17226 17929
18188 17227 18096
18015 17934 17679
18222 17569 17692
17875 17720 18230
18337 17638 17493
18889 17015 17267
18770 17311 17112
18274 17302 18013
17944 17912 17848
18727 17444 17081
17743 18050 17955
18257 17606 17688
18142 17769 17675
17901 17515 18357
17793 18084 17835
18499 17195 17720
18563 17599 17200
18912 17082 17144
18450 17147 17837
17852 17793 18147
18540 17495 17331
17802 17906 18083
17779 17768 18261
18774 16981 17546
18685 17331 17146
18263 17668 17550
18587 17466 17239
18722 17274 17278
17883 17989 17835
18422 17586 17381
18388 17745 17146
18346 17648 17340
18298 17681 17492
18075 17728 17874
18703 17270 17304
17859 17947 17953
18910 17088 17157
18538 17434 17435
18051 17842 17805
18493 17390 17601
17916 17937 17897
18622 17575 17069
17973 17317 18471
17878 17523 18396
18463 17619 17314
17866 18040 17763
18676 17286 17316
18107 17641 17851
18061 17780 17871
17983 17833 17866
17767 17857 18157
18509 17463 17444
18453 17106 17879
18177 17386 18094
17806 17482 18467
18439 17190 17794
18080 17415 18204
17969 17326 18467
17719 17904 18179
18482 17489 17339
18430 17428 17646
18110 17740 17714
18504 17138 17803
18272 17392 17869
18517 17262 17668
18449 17577 17368
18361 17643 17335
18062 17906 17634
18147 17488 18038
18114 17342 18317
18259 17449 17942
17859 17847 18071
18643 17092 17616
18364 17149 17930
18124 17509 18078
18049 17547 18110
