84334 1800
4053 3336 3238
4033 3214 3307
3855 3789 3053
3672 3969 3175
3533 3454 3743
3348 3871 3487
3363 3812 3546
3400 3789 3584
3767 3248 3630
3799 3857 3069
3915 3700 3083
3987 3570 3061
4046 3304 3268
3356 3754 3604
3419 3742 3596
4020 3490 3110
3838 3804 3103
3930 3650 3117
3969 3317 3445
4037 3352 3249
3769 3888 3134
3444 3776 3585
3979 3265 3448
3846 3786 3126
4032 3457 3122
3453 3919 3428
3933 3655 3089
3475 3549 3730
3905 3699 3095
3412 3734 3627
3521 3947 3424
3541 3892 3458
3491 3655 3659
3614 3928 3300
4008 3288 3355
3891 3273 3556
3989 3281 3407
3426 3911 3440
3428 3642 3702
3827 3822 3154
3469 3773 3581
3479 3828 3503
3994 3532 3151
4045 3369 3205
3649 3769 3472
3434 3729 3634
3977 3574 3192
3966 3610 3196
3892 3292 3536
3984 3252 3420
3678 3346 3683
3509 3708 3614
3573 3411 3736
3499 3715 3629
3466 3622 3710
3753 3865 3190
4042 3373 3230
3670 3914 3234
3438 3641 3696
3473 3618 3674
3802 3837 3162
4001 3484 3235
3606 3525 3678
3829 3496 3521
3539 3523 3728
3901 3338 3514
3783 3841 3182
3657 3934 3211
3575 3476 3720
3755 3499 3588
3626 3689 3590
4023 3294 3351
3652 3938 3199
3530 3965 3297
4003 3329 3376
3700 3739 3464
4017 3334 3310
3825 3274 3607
3659 3616 3604
3901 3713 3098
3926 3663 3091
3946 3449 3403
3979 3607 3136
3558 3724 3602
3457 3636 3667
3493 3684 3637
3903 3669 3275
3792 3534 3550
3439 3856 3520
3698 3456 3651
3740 3666 3523
3553 3529 3706
3913 3639 3253
3686 3903 3261
3462 3833 3510
3411 3746 3599
3591 3798 3532
3559 3717 3609
3553 3820 3519
3524 3568 3681
3696 3906 3240
3939 3602 3219
3937 3591 3255
3836 3538 3508
3811 3809 3195
3536 3895 3443
3652 3380 3695
3568 3940 3347
4034 3383 3263
3958 3356 3447
3636 3953 3227
3572 3959 3292
4009 3323 3333
3544 3449 3740
3518 3540 3723
4013 3482 3141
3849 3783 3171
3432 3716 3668
3406 3619 3713
4014 3510 3114
3967 3580 3145
3898 3440 3507
3533 3757 3576
3495 3677 3655
3462 3595 3714
3932 3418 3453
3823 3758 3259
3815 3802 3208
3773 3701 3436
3692 3508 3644
3674 3760 3438
3604 3851 3469
3585 3372 3725
3973 3478 3305
3859 3766 3149
3550 3861 3489
3950 3412 3413
3885 3448 3479
3460 3676 3663
3985 3551 3270
3610 3713 3563
3449 3668 3671
3731 3328 3647
3701 3555 3617
3597 3744 3579
3569 3764 3560
3546 3521 3737
3529 3560 3708
3951 3443 3383
3752 3890 3207
3928 3479 3446
3694 3548 3620
3600 3633 3630
3990 3355 3385
3495 3950 3312
4007 3343 3362
3996 3299 3393
3847 3791 3115
3804 3807 3217
3741 3880 3230
3644 3468 3680
3582 3945 3345
3909 3564 3378
3668 3922 3214
3660 3897 3314
3543 3588 3675
3726 3793 3371
4027 3263 3348
3980 3363 3429
3956 3260 3456
3665 3899 3277
3643 3931 3252
3638 3926 3290
3733 3472 3603
3706 3579 3566
3784 3310 3607
3574 3963 3251
3503 3599 3664
3908 3534 3392
3714 3911 3165
3894 3742 3168
3549 3492 3718
3911 3581 3372
3817 3787 3283
3808 3585 3516
3579 3550 3686
3486 3629 3669
3731 3765 3388
3505 3724 3606
