37248 1531
29376 25343 25330
28160 27581 23843
27148 23442 28680
25896 28603 24966
25381 24260 29404
24464 25883 28610
27804 27882 24002
26404 23566 29139
28106 23476 27832
24508 26865 27909
24553 26546 28327
27694 27906 24927
25717 28236 26115
26554 28518 24637
27617 28034 24320
25879 28421 25956
26219 28536 25076
26765 28386 25224
27829 27726 24553
25495 24527 29360
26163 26051 27963
26746 23618 28959
26026 24325 29112
25196 24762 29293
27859 27840 24294
28143 24244 27768
26984 28266 25245
25967 28156 26089
26256 26012 28013
28002 23638 27838
24715 25779 28797
26487 24112 29023
29325 25569 25528
28445 27390 24783
29045 26511 25447
29178 26035 26054
26423 28312 25815
28813 26905 24460
24650 26253 28452
27412 23783 28493
28976 24910 26568
24630 26678 28143
25792 25819 28578
24581 26222 28509
25584 27132 27430
24906 26884 27888
27165 27637 26155
26428 28365 25607
29066 26160 25842
27353 23672 28642
27106 24861 28390
28706 26378 26139
25136 27085 27652
25662 26646 28083
27117 28134 24511
25004 24816 29341
25951 24464 29197
27211 23758 28618
28196 27565 24109
28346 27432 24029
26329 23978 29128
24815 27093 27640
29350 25494 25711
28421 24028 27528
25985 28495 25551
29258 26001 25397
29218 25620 25879
25104 27546 27332
24939 25555 28934
26680 23838 28998
26367 27611 26705
25435 25419 28946
25997 28480 25425
25483 26915 27566
28875 25144 26636
28627 27050 24752
26343 28003 26019
28458 27338 24178
29107 25211 26480
27511 28124 24245
24675 27238 27588
29105 24891 26527
25268 28179 26245
28271 27516 24132
25226 24800 29274
27080 25599 28022
28944 26781 24438
28231 24593 27469
25024 26676 28075
27935 27774 24155
25283 25512 28874
27259 28100 24681
26701 26356 27811
28370 24664 27352
25158 26450 28215
27847 23868 28341
25165 27051 27675
25120 25813 28701
26236 23826 29260
25448 24543 29377
27515 28075 24519
26922 23901 28747
29312 26048 25378
28481 26624 25915
28696 24787 27212
26669 24206 28925
25747 24994 29173
25052 26412 28233
25074 25535 28920
27749 27703 24715
26063 25970 28217
29027 26719 24384
26788 24221 28861
27049 27930 25359
25610 28249 25960
26508 28448 25215
29282 26145 24582
28507 26520 25657
26880 27652 26042
26995 28164 24205
25471 28554 25343
28535 25950 26515
25412 25124 29185
28616 27009 24999
28433 26995 25176
28901 26734 24734
27981 26867 26326
26864 27646 26205
26433 24097 29069
25892 25190 28991
25035 27196 27595
27044 23688 28834
27007 23742 28729
25534 25466 28888
27439 23933 28421
27661 27482 25412
26533 28212 25582
25395 26057 28592
26123 28464 25565
27248 25038 28138
29204 26524 24271
25424 26269 28265
27013 25926 27719
26284 24395 29054
25906 28343 25690
28678 27044 24621
25624 26805 27663
27597 25416 27513
27786 23962 28318
26277 27893 26584
26087 24443 29043
28655 24842 27144
27174 28054 25055
24824 26227 28445
25421 26565 28103
26799 28346 24821
26870 23998 28769
26678 24578 28783
28126 25231 27258
26940 27465 26547
24766 26522 28288
27356 27227 26455
25636 28174 26183
28263 24564 27620
27739 27769 24834
28670 27164 24047
28399 26336 26424
25856 27629 26895
26643 24056 28964
24739 26391 28415
26459 24698 29007
28039 27491 24970
28686 25700 26535
26573 24869 28658
27331 28096 24404
25764 24721 29222
25563 26306 28247
27825 26593 26429
24703 27144 27669
24794 26753 27977
27339 24504 28308
25829 24773 29167
27084 23805 28708
29035 26081 25926
26698 23705 28921
25207 25850 28667
27642 24552 28186
26403 26835 27410
27495 27780 25162
27971 25963 27091
24799 27291 27580
28920 24644 26674
27912 27739 24242
25085 27252 27543
29348 25911 25355
27561 28027 24420
27194 27169 26609
25321 27421 27387
26357 23949 29141
28853 26437 25750
26130 28108 26392
27542 27594 25297
26386 24410 29043
25357 25543 28817
25365 24263 29392
28798 26890 24698
28087 25655 27154
27952 23873 27912
26149 25477 28559
27069 24691 28536
28434 25868 26596
25298 24755 29256
27280 27949 25128
26598 26982 27077
24887 25451 28958
25617 28545 25012
28386 26127 26490
27533 26960 26233
28204 25155 27448
27844 25323 27192
29280 26197 25113
29211 25990 25681
26803 27954 25291
25462 24729 29332
25513 28290 26079
25822 27819 26943
27929 26114 27011
27462 27710 25626
25724 26663 27830
25773 28199 26035
26544 27810 26301
27684 27663 25069
27447 27009 26260
27895 25313 27552
25688 25105 29149
27957 27690 24004
29248 26105 25427
28287 25648 27030
29130 26481 25148
28526 24289 27226
26313 27456 26818
28752 26989 24083
24993 27838 26870
26904 27556 26346
27885 27709 24609
27773 27974 24472
25552 25792 28756
28745 26465 25903
27034 25027 28179
25944 25264 28766
29168 24982 26399
26619 26155 27876
