52790 2100.68
15854 16120 16493
15295 16314 16602
15404 16878 16230
15704 15984 16698
16117 16542 15967
15413 16303 16574
15699 16143 16508
16050 15756 16181
15345 16515 16550
15341 16853 16398
15790 16774 15924
15590 15774 17076
15897 16697 15964
15902 15800 16454
15342 16257 16671
16271 15667 16465
15757 16358 16489
15903 15702 16565
14877 15826 16923
15419 16295 16569
16010 16480 16309
15248 16584 16690
15411 16789 16089
15633 16504 16522
15954 16398 16413
15550 16781 16443
15696 16624 16442
15631 16256 16866
