29376 2642
27496 25387 25625
27107 25957 25338
26858 26141 25343
26851 24370 27174
26069 24796 27398
25779 25611 27122
26867 24434 27160
26962 25914 25994
26076 24926 27341
26977 24451 27080
26914 25852 26306
27166 25562 26050
26933 24490 27109
27114 25603 26081
27158 25892 25382
25828 25842 26929
26926 26106 25410
26854 26120 25450
27226 24676 26924
26897 25893 26122
26945 25880 26052
27028 25764 26161
27008 25727 26267
27467 25007 26326
26969 26073 25361
26888 24524 27141
25795 25560 27172
26561 25976 25956
27210 25823 25436
26657 24566 27241
26323 24842 27320
27031 25743 26108
27190 24706 26943
25903 25662 27094
26910 24499 27138
27349 25344 26146
26242 25219 27181
26446 25240 27102
27405 25417 25868
26957 25855 26238
26244 26030 26575
27005 25822 26195
26307 25083 27228
27018 25788 26216
26702 25830 26557
26105 26088 26593
26616 25931 26186
26841 25943 25727
26291 25953 26604
26917 25840 26349
27303 24891 26721
26321 25546 27009
25837 25558 27147
26834 26013 25615
26227 24826 27337
27441 25195 25827
26546 25936 26465
27315 24821 26676
26262 25606 26988
26456 25476 26936
26692 26104 25599
27162 25256 26694
26403 25533 26978
26176 26055 26591
27454 24952 26408
27331 25348 26371
26799 26024 25536
27382 25403 25949
26187 24994 27259
26019 25867 26865
27398 25393 25885
26003 24945 27312
26743 26090 25585
25949 25767 26948
27263 25437 25974
26557 25962 26328
26796 25410 26782
27464 25526 25604
25888 25869 26917
27001 26037 25359
27012 25717 26322
27146 24758 26950
27329 25716 25523
26264 24952 27266
26306 25291 27172
26206 25623 26984
26836 24577 27156
26933 25858 26187
26806 26016 25572
26863 25015 26943
26673 25122 27090
27034 25091 26772
26055 25099 27295
25853 25602 27117
25999 25677 27084
26725 24668 27183
27105 25737 25788
27069 25952 25490
27418 25408 25710
27239 25497 26363
27045 25902 25655
27381 25198 26113
26929 24585 27103
27154 24911 26894
26490 25693 26813
26197 25919 26796
26536 25263 27078
26034 25148 27288
26989 24598 27064
27119 25880 25502
27181 25334 26623
26500 25641 26821
26026 25699 27045
27073 25968 25368
26826 25839 26431
26874 25989 25671
25795 25441 27219
27315 25164 26528
27007 25776 26220
26981 26064 25348
25977 25979 26791
26527 25294 27061
26597 25971 26263
26878 24546 27151
26963 25832 25844
26800 24568 27198
27347 25685 25643
25912 25407 27215
26785 25807 26507
26459 25967 26479
27373 25302 26149
26848 25102 26959
26717 24652 27207
27013 25945 25666
27127 25873 25558
26917 24808 27038
25918 25809 26974
27322 24902 26651
26771 24741 27171
26637 25358 26923
26013 24966 27303
27046 25975 25422
27325 25029 26648
26892 25997 25593
27430 25559 25476
26350 25702 26892
27305 25228 26485
26554 25495 26910
27223 25455 26410
27295 25587 25821
26655 26019 25809
27110 25948 25448
25986 25389 27219
27403 24782 26556
27392 25619 25538
27043 25852 25775
27009 25878 25766
26585 25844 26581
27221 24888 26843
26544 25311 27017
27245 25654 25794
27060 24642 27003
26643 25810 26586
26310 24985 27227
27038 25734 25913
27322 25150 26579
27437 25061 25977
26269 25425 27108
26093 25969 26716
26589 25261 27072
26235 25500 27106
27361 25448 25699
26335 25138 27208
26390 25487 27027
26652 25690 26651
26818 25071 26995
26281 25122 27245
26078 25300 27235
27073 24748 26984
26567 25673 26776
26340 25567 26986
26804 25536 26609
26134 25755 26888
26923 25682 26534
25933 25837 26924
27106 25598 26255
26892 24555 27135
26714 25258 26968
27286 25381 26384
26417 25506 26977
26515 25721 26767
26054 25869 26825
27371 24658 26647
27336 25419 25906
26218 26062 26572
26740 25184 27047
26675 26006 25800
27054 25637 26425
25866 25525 27166
27411 25270 25820
26129 25679 27056
26749 25176 27053
27269 25394 26422
27450 25048 26384
26046 25315 27238
27085 24627 27016
27274 25168 26632
27000 25373 26746
25984 25798 26900
26484 25710 26792
27251 25206 26657
26191 25307 27223
26162 25661 27014
26100 25739 26968
27355 25633 25625
27215 24931 26803
26509 25352 27023
26621 25257 27039
27330 25211 26489
27190 25463 26483
26908 25001 26920
27390 25062 26510
26168 25639 26994
26089 25057 27273
26103 26045 26641
26060 25516 27126
27327 25189 26519
26760 24599 27202
27415 25180 26416
26438 25631 26833
26121 26010 26675
27437 24790 26514
27315 25666 25737
27092 24922 26934
27293 25321 26392
26337 25646 26957
26545 25984 25925
26517 25965 26490
27321 25238 26463
27235 24769 26912
26285 25529 27027
27137 25294 26690
26421 25745 26818
27048 24719 27031
26087 25481 27133
27065 25808 25714
25860 25617 27115
26737 25955 25860
26429 25924 26501
26631 25307 26981
26140 25707 26938
26364 24775 27254
26463 25392 27033
27233 25417 26447
27058 24709 27007
26929 25964 25721
27081 25269 26738
27101 25817 25631
27372 24958 26598
26313 25582 26978
26677 25560 26758
25956 25340 27280
26809 25795 26546
25834 25813 26949
26884 24499 27148
27243 25675 25752
27050 24857 26962
25970 25329 27251
26627 25412 26874
26578 24529 27275
27114 25514 26401
26948 24535 27103
27446 25528 25462
26601 25446 26906
25940 25914 26872
26689 26045 25705
27101 25915 25509
26609 26004 25817
26365 25731 26886
27230 24634 26914
26764 25820 26458
27255 24854 26839
27447 24763 26480
25961 25835 26931
27348 24974 26633
27221 25109 26719
26783 25928 25814
27436 25428 25646
27251 25643 25750
27040 24985 26926
26550 26008 25888
27369 24663 26684
27142 25911 25467
26754 25849 26542
26112 25463 27141
26773 24573 27165
26216 25763 26875
27351 25005 26563
27138 24868 26900
26448 25316 27092
26038 25230 27284
26468 25365 27057
27285 25637 25759
27123 25385 26525
26182 25750 26916
26615 25031 27140
26472 25933 26496
26724 25829 26550
27152 25201 26717
26329 25653 26934
27043 25900 25686
27029 25041 26876
26693 25002 27168
26354 25806 26797
27090 25039 26869
26640 25820 26616
27364 25193 26442
26976 25749 26266
26768 24793 27127
26386 25114 27222
27375 25419 25898
27173 24850 26896
26279 25371 27123
25968 25589 27120
27400 24935 26584
27324 25624 25740
26992 24621 27037
26228 25503 27097
26066 25951 26725
26337 25286 27111
26820 25735 26535
27414 25229 25941
26394 24707 27259
27227 25280 26550
27022 25565 26534
26158 25627 27029
27117 25914 25482
26750 26069 25679
26774 26065 25587
26732 25137 27078
27071 25758 25846
26865 25987 25675
26473 25696 26831
27279 25694 25695
26360 25351 27105
27272 25433 26399
26043 25550 27126
26954 24607 27057
26947 24544 27093
27062 25922 25619
25880 25837 26941
26433 26018 26459
26978 25537 26564
27294 25687 25731
26020 25331 27242
27116 24858 26917
27312 24799 26706
27342 25149 26518
26118 25843 26834
27261 25741 25556
27270 24879 26734
27267 24726 26868
26758 24552 27216
26557 25707 26753
26989 25992 25553
27180 25434 26493
27016 24831 26969
26751 25053 27021
26997 25920 25682
27042 25657 26240
27029 25923 25580
26818 25802 26435
26589 25339 27003
25878 26056 26668
25873 25679 27092
27205 24963 26808
26007 25908 26875
27281 25065 26657
27125 25277 26717
27134 24834 26942
27077 24829 26974
26143 26056 26585
27192 25362 26566
26071 25484 27149
27034 26032 25410
26815 25131 26959
26746 25651 26637
27110 25591 26244
26375 25194 27169
27289 25115 26603
26575 25608 26800
27003 24733 27014
26011 25576 27140
26171 25783 26870
26964 24532 27088
26373 25677 26843
27333 24940 26640
25859 25592 27138
26397 25329 27087
26890 24613 27131
26988 25502 26576
26815 25522 26726
27432 25171 26445
26779 24841 26999
27207 24876 26853
26686 25460 26815
26242 25984 26665
25974 25931 26838
26009 25775 26947
26334 24803 27256
27169 24942 26851
27291 24728 26729
27142 24973 26847
27403 25606 25632
27186 25127 26743
26383 25195 27150
26606 25779 26653
26153 24869 27273
27264 25051 26684
26735 26065 25690
26276 25924 26728
26225 25388 27145
27283 25378 26441
27161 24638 26976
26034 24928 27306
27138 25590 26357
27200 24968 26780
