28028 2522
18538 17323 17497
17743 16219 18761
17498 18816 16263
16768 16549 19592
16473 19191 16802
15921 18556 18186
17715 16261 18783
16791 16475 19556
17785 18394 16535
15970 18955 17420
17313 18868 16302
17238 18904 16375
17539 18051 17674
17302 18874 16410
17468 18704 16527
15936 18717 17930
17170 18966 16330
16491 19174 16823
16001 18341 18377
16286 18282 18390
17170 16513 19400
17567 18561 16460
17526 18610 16599
16468 18377 18262
17143 16799 19286
17311 18855 16355
16985 16789 19392
18133 17868 17013
16329 18617 17817
18103 17845 17466
17580 18512 16494
17217 18840 16560
17916 18041 17114
18080 17406 17881
16313 18646 17799
17835 17975 17502
17511 18417 17046
17163 16903 19153
18389 17578 17327
16810 18764 17179
16500 18945 17200
17131 18933 16682
16417 17743 18776
16997 16679 19415
17283 18777 16618
17844 17399 18136
16748 19054 16920
17555 17985 17852
16968 16535 19511
18118 17744 17444
17822 17187 18451
17426 18827 16440
16159 18480 18171
18147 17726 17626
16139 18636 17981
16557 17666 18869
17966 18129 16995
17756 17156 18528
16169 18520 18077
16902 16610 19483
17347 18822 16570
16552 17704 18805
16601 19083 16866
16741 19000 16939
16023 18545 18203
18365 17476 17548
17001 16888 19329
17877 18086 17138
16781 16560 19571
17438 18689 16669
17254 16883 19122
16095 18571 18091
16866 16630 19504
16646 16744 19470
17717 18357 16664
16839 19091 16744
17084 16826 19188
17365 18802 16451
17335 18853 16426
17065 18437 17312
17027 16759 19346
17382 17148 18770
16703 17136 19215
16854 17094 19099
16189 18627 17963
17627 17694 18075
18481 17253 17584
16605 19143 16798
17374 18499 17069
17769 18183 17262
17662 18072 17534
16147 18224 18519
16876 16500 19534
16876 16769 19448
16727 17655 18717
16657 18653 17556
17609 17251 18315
16016 18464 18209
16207 18981 17335
17173 16877 19131
18372 17521 17408
16508 19157 16880
17129 17801 18437
17199 16667 19225
16756 18017 18347
16619 19135 16839
16233 18240 18464
17076 17129 19009
18332 17470 17560
17386 17015 18848
18524 17428 17372
16982 16659 19424
18420 17230 17670
18241 17760 17230
17779 18120 17305
17486 18811 16313
16946 17094 19092
18233 17759 17292
16345 18363 18330
17092 18955 16581
18017 17882 17278
15980 18788 17814
16891 19012 16648
16632 19042 17006
16455 19113 16963
16619 18179 18310
18465 17284 17596
17360 17004 18895
16035 18463 18219
18315 17276 17737
17164 16942 19087
17976 17057 18108
17898 17289 18092
17229 17877 18269
16201 18300 18365
18343 17314 17643
16074 18667 17951
18351 17508 17426
16568 19025 17081
16699 16584 19562
17114 16619 19310
16942 18988 16615
16585 17183 19241
16925 17751 18582
17455 17331 18614
17714 17064 18550
17318 17595 18492
17589 17623 18179
17262 16930 19044
16909 16601 19457
16244 18164 18417
16818 17682 18603
16665 18977 17071
16045 18858 17542
16934 18412 17574
16268 18422 18238
16182 18592 17990
17024 16848 19295
17656 17738 17877
18157 16966 18138
17103 18803 16785
16709 18024 18249
17701 18286 17094
18452 17304 17632
17152 16707 19253
16955 17309 18935
16482 17380 19058
17971 17812 17488
18515 17325 17569
17798 17272 18200
17330 16736 19046
16071 18402 18296
17671 18326 17248
17265 18733 16729
16259 18460 18191
18072 17333 17904
17949 17885 17457
17478 17632 18150
18270 17162 17752
17530 17011 18737
17888 17198 18110
16100 18699 17834
18502 17387 17464
18297 17571 17358
16640 18213 18210
16521 18138 18500
17063 16857 19267
18225 17568 17617
17420 16829 18932
15988 18446 18289
17182 17674 18476
17212 18683 17031
16765 16579 19553
17222 16997 19072
16723 18314 17891
15931 18490 18224
16628 17794 18705
17858 17790 17703
16973 18837 16944
16782 17110 19234
18028 17449 17790
16989 16798 19376
17212 18155 17726
16115 18637 18039
18174 17374 17755
16495 17750 18748
17731 16766 18658
16532 19183 16727
16678 18847 17425
16768 18298 18033
16445 19150 16907
17991 17300 18008
17955 17114 18274
17013 18450 17382
18165 17848 17362
17942 17931 17387
18223 17206 17837
16369 18767 17705
16883 16484 19520
16486 17552 18948
17237 17644 18512
16185 18262 18427
16547 19016 17149
18266 17534 17609
18192 17820 17153
16386 17855 18797
18251 16864 17955
18282 17716 17193
17651 18168 17288
16576 18331 18229
16410 18509 17871
18056 16921 18148
16668 19046 16955
17618 17982 17686
16272 18105 18559
16337 18773 17505
16224 18604 17967
17632 18487 16890
18486 17341 17521
16463 18067 18572
18110 17436 17865
18446 17556 17301
16096 18749 17823
17221 17346 18817
17572 17297 18537
16852 16557 19544
18204 17168 17909
18257 17092 17823
18033 16979 18166
17907 17936 17436
16966 17046 19203
17934 17825 17557
17411 18712 16640
16108 18537 18167
17389 16696 19031
17242 18598 16766
16393 18004 18664
16515 19006 17164
16401 18520 17802
17817 18012 17403
18057 17597 17650
17394 16810 18978
16537 18400 18117
16958 18232 17778
18396 17491 17392
17506 18663 16700
18046 17024 17971
16508 18882 17300
17322 17657 18334
16869 16510 19536
17401 17172 18668
18001 18134 16982
18308 17357 17661
17736 16938 18639
17114 16950 19155
17112 16836 19169
17059 18832 16794
16056 18651 18013
17634 18542 16477
18274 17482 17694
18403 17424 17512
17884 17962 17378
17927 17944 17172
16783 19033 16847
16582 18347 18048
16569 18911 17192
17606 17993 17658
17711 16961 18590
16352 18270 18288
17681 17411 18282
16686 18495 17760
16251 18784 17530
16927 18892 17126
18406 17504 17371
16758 17073 19274
17696 17311 18254
18013 17916 17396
18049 17896 17224
18199 17347 17808
16798 16866 19384
16716 17925 18460
16576 18996 17107
16878 16543 19522
16526 17949 18567
17098 16985 19172
16435 18962 17301
17306 17042 18921
16744 17885 18630
16867 17259 19021
17118 17461 18697
18313 17648 17354
17204 18036 17927
17096 16814 19320
17405 18670 16753
17235 18640 17021
18040 17295 17944
16809 16686 19517
17430 16954 18891
16849 18898 17087
17093 17239 18839
18413 17415 17544
17708 17838 17765
16994 18953 16815
18337 17712 17274
17338 17604 18244
17024 16642 19427
17079 17670 18481
16972 17862 18308
16897 18996 16696
16303 18694 17928
18292 17614 17405
17249 16911 19091
17519 16879 18830
17620 18430 16903
17023 17284 18967
17088 16651 19361
17676 18338 17215
17289 18354 17342
18508 17368 17430
17398 16707 18956
17254 17408 18679
17689 18145 17504
17673 17222 18444
17003 16914 19214
17291 17395 18673
16865 18724 17246
16714 18059 18215
16241 18580 17939
17222 17210 18905
16928 16592 19476
16718 19068 16760
16831 16974 19352
17361 18770 16508
16673 17520 18913
16058 18504 18172
16995 16820 19339
17295 17192 18829
15995 18605 18085
17207 17452 18561
16590 17322 19010
17332 16881 18990
