47874 2401
29920 24829 24087
29233 23237 26590
28916 26543 23240
25853 24724 29107
25610 28564 25439
24377 27413 27242
29193 26113 23604
24485 27153 27543
24388 27304 27253
29568 24288 25497
29365 23288 26191
28713 23584 27158
28782 23422 27056
24988 27117 27425
27824 26880 25691
29220 23318 26573
24609 26627 27986
24545 27077 27560
27251 27748 25095
29304 25770 24699
27663 27322 25083
25428 24758 29041
28598 26901 23695
25713 27939 26338
24937 28464 25782
27133 25020 28019
28933 26399 23804
27696 27768 24225
29630 24236 25538
29724 25356 23934
26005 28480 24962
29440 23365 26064
26019 28301 25739
26644 27675 25988
26079 25053 28822
27331 26755 26641
29785 25277 23860
24506 25886 28532
28307 23862 27649
25075 27368 27086
25418 28515 25671
29865 25161 24175
28896 23983 26734
27836 25540 26919
27437 27796 24591
27867 27474 23994
27534 27374 25687
28839 26642 23771
27506 27731 24412
24791 27425 27208
29153 26127 23833
28870 26526 23731
28204 24638 27459
26405 26663 27277
24922 26701 27974
26287 28383 24869
26291 24520 28880
26332 25145 28791
29881 24684 24742
26687 24311 28691
25554 25077 28947
28063 25332 26775
28574 23560 27403
27578 24793 27899
29029 25963 24799
24779 27013 27635
25206 25746 28643
24619 27922 26541
29286 23609 26287
29546 25504 24263
28700 23521 27324
28818 24569 26523
25838 27710 26312
28766 26828 23875
26532 24601 28632
28796 23829 26770
26804 26858 27105
29713 24742 24908
29105 23908 26688
29410 23674 26033
27756 24129 27933
27265 26185 26983
28742 26027 25160
26274 28504 24927
29260 23773 26479
25036 27884 26499
24825 27004 27539
27602 24150 27889
24650 27542 27030
26065 24486 28954
26236 25183 28716
25238 28066 26190
29762 24077 25232
27933 27312 24637
28803 26287 24652
26449 26495 27469
24843 27298 27216
26867 28106 24509
26974 25815 27843
28550 23953 27481
28348 24660 27347
28949 23543 26824
29510 25395 24485
26466 25453 28377
29748 25089 24288
25393 25951 28359
27194 27820 25176
26430 28124 25577
29822 24493 24757
26554 27181 26616
28029 24363 27610
29467 23645 25972
24723 25690 28675
29676 25340 23949
