4927 2230
27512 25831 27309
28802 26371 24961
28759 25607 26066
27984 27249 25019
27242 27547 25382
26008 27919 25814
27675 26523 26696
27251 27592 25063
27497 26930 26583
28506 25137 26552
28269 26567 25869
27064 27092 26586
26894 27667 25639
26286 27941 25682
28353 26494 25976
27395 25590 27553
27234 27389 25858
27502 27285 25854
28653 26301 25438
29135 25875 25191
27616 26787 26493
26048 28120 23958
29411 25456 24111
27913 27117 25581
27311 27307 26014
26551 25789 27899
28459 26949 24715
27277 27581 25342
28971 26159 25002
26008 28146 25299
28275 26850 25614
28633 26278 25776
27435 26459 26944
29367 25476 24366
28721 25993 25812
27526 27316 25686
28496 25416 26464
27164 27720 25314
28787 26120 25428
26645 26937 26988
28713 26267 25219
29511 25254 24382
25566 28126 25382
29072 25611 25337
27648 26790 26429
27241 27625 25379
27599 26502 26819
28023 27290 24751
29202 24482 25574
28705 26285 25398
29144 25391 25212
26786 26085 27589
25969 26000 27945
28220 26708 25959
29352 25368 24475
28012 27166 25518
27928 26360 26702
27612 26678 26659
26971 27136 26364
28359 27010 24017
28378 26119 26268
27346 25459 27690
28713 26219 25459
28366 26980 24173
26242 27610 26328
27822 27091 25874
28731 26165 25365
26657 27725 25965
25682 25587 28124
27245 27602 25075
28877 26282 24786
26988 27524 26061
28575 26783 24534
26207 26636 27486
28203 25961 26788
29297 25352 25110
26659 25919 27768
26474 28029 24873
28058 26142 26606
28947 26414 24743
27654 25689 27286
26386 28009 25514
28967 25849 25415
26448 26231 27722
25931 27593 26578
29004 24606 25873
28028 26988 25494
28423 26376 25815
29419 25131 24781
27139 27237 26307
29398 25471 24189
28463 26870 24684
29376 25194 24892
27054 26783 26976
28321 25857 26456
27411 27200 26013
29372 25256 24521
27075 25844 27790
28918 26036 25169
26563 28063 24576
26527 26287 27646
26063 27938 25789
26612 27619 25993
27405 27646 25018
27150 26052 27514
28885 26265 25183
26586 26119 27704
28327 27144 25280
26393 27992 25057
25862 26946 27396
25921 28009 25564
29430 25107 24627
28425 26356 26124
27332 26452 27092
28879 25319 25874
27392 27736 24847
27876 27589 25166
26968 27514 26206
26479 27755 25657
28963 24738 25994
25595 26660 27499
25666 26423 27717
29577 24517 24808
25485 27466 26885
27363 27298 25965
28477 26634 25627
28450 26547 25638
26733 27759 25631
25840 27703 26568
27543 27622 24253
27046 27123 26779
26868 26131 27553
27954 27400 24904
27506 27232 25995
28118 26196 26348
28878 26557 24621
28790 26050 25749
27738 27404 25179
26933 26379 27421
25910 27764 26234
28988 24605 26093
25524 27655 26619
27233 27566 25380
27888 27431 24606
28055 26938 25547
27579 25923 27290
27003 27438 26004
25424 27948 26017
27182 27825 24817
27350 26430 27078
25712 27810 26313
27695 26927 26146
26590 27494 26273
25527 26776 27439
29447 25207 24413
29412 25406 24458
26217 26243 27868
25303 27402 27000
26146 25155 28194
29398 25548 24103
25658 27199 27194
29102 24551 25717
27748 26625 26545
29340 25638 24388
26035 25755 28110
26903 26277 27476
27431 27390 25575
29152 26186 24282
28847 25050 25948
26573 27921 25074
26927 27426 26438
26794 27899 25014
26611 26689 27374
25803 26347 27747
26600 27323 26618
27646 25201 27472
29323 25298 24838
26942 27524 26112
29023 24497 25804
28850 25766 25655
28622 26184 26007
26749 27231 26631
27098 27293 26242
26956 27125 26452
26902 27577 25900
28299 26793 25572
29004 25958 25302
28557 26001 26248
27937 26141 26799
26688 26176 27696
28107 26298 26460
29344 24479 25110
27901 25278 27271
26024 27381 26803
26848 26228 27525
26679 27175 26684
26421 26963 27073
28983 26345 24673
28633 25145 26334
29171 25577 25100
28639 26323 25692
27708 26948 26107
26284 27276 26904
28967 24617 25836
28150 26851 25588
29355 23815 25200
27266 25700 27609
25715 27346 27051
28389 26358 25905
28448 25205 26604
26612 26935 27047
29112 25243 25343
28352 25891 26378
29293 25737 24619
26483 27222 26756
26064 27931 25789
28409 26868 25477
27781 26868 26144
25806 27885 25981
27476 27052 26148
26979 27297 26176
26363 27708 26048
27029 26456 27326
28993 26360 24467
28284 26818 25555
28187 26820 25657
25866 27677 26574
29076 25146 25500
27546 26326 27144
27960 27073 25868
27538 25801 27362
26366 27784 25798
27834 25460 27254
26386 25709 28007
28075 25217 26959
28165 26844 25781
25527 27918 25983
26236 27791 25900
27587 26625 26809
26938 27147 26422
26471 27302 26838
25750 27547 26675
25289 27611 26716
29337 25019 24994
28301 26923 25311
27455 27352 25753
26182 27720 26247
27064 27654 25782
29375 24977 25051
28360 26205 26176
27528 26363 27167
28324 26472 26075
28110 25176 27001
27144 25916 27530
29310 25141 25173
27073 26449 27368
27880 26851 26251
28062 26335 26528
29042 25321 25603
27804 25562 27305
27682 25774 27243
27930 26833 26241
29467 25356 24140
27671 25625 27284
29150 24445 25659
28544 26789 24875
27435 25814 27388
26944 26214 27482
26956 27571 26053
25544 27885 26169
27591 26395 26879
28144 25501 26946
27093 25964 27678
26585 27696 25976
25751 28030 25394
28042 25669 27010
27379 26761 26663
28654 24862 26318
28328 26978 24943
28812 26373 24919
25792 27418 26946
28005 26191 26653
27108 25879 27664
25447 26519 27663
27999 26342 26637
26547 27081 26991
25605 27727 26455
29043 24485 25752
28322 27166 24449
26047 26480 27658
29139 25937 24567
29160 24454 25618
28228 24748 27067
28909 24640 26057
27109 27621 25430
26292 26601 27503
27360 26995 26737
27403 26642 27017
26655 26873 27059
27177 27698 25251
26601 27726 25692
25654 27568 26584
26399 26462 27676
26555 27240 26714
27201 26597 27162
27795 26619 26596
27199 27669 25298
29299 26013 24330
27007 27789 25353
26532 27609 26084
29391 25474 24248
27626 27311 25643
28067 27285 24940
29248 25199 25144
27064 26232 27460
26539 28021 25049
26916 25451 27894
26691 25874 27730
26895 26532 27209
29114 24670 25610
28618 26833 24064
26305 26279 27797
26165 26431 27716
28025 26507 26333
29307 25612 25010
29130 25145 25402
26771 27125 26655
29019 24626 25825
27042 27459 25946
29312 25604 24552
27354 25549 27585
26996 25342 28032
26698 25734 27978
25572 27506 26824
28684 26284 25774
27762 26134 27225
27131 26461 27317
25795 28121 25302
28077 27211 24652
27882 27404 24671
26695 28030 24630
26992 26382 27419
26847 26661 27384
27445 26590 26839
28202 26997 25466
26717 27611 25960
29201 25661 25021
27238 27292 26045
26862 26061 27662
26333 26073 27824
28343 25529 26628
27539 27543 25248
26806 26965 26964
26244 25519 28160
27954 27258 25063
26912 26988 26787
28792 26530 25162
27520 27327 25717
29301 24665 25445
26606 26912 27155
26815 27950 24934
29515 25182 24430
28406 25102 26673
28036 25740 26979
26684 27678 25834
26433 27586 26136
25545 27653 26624
29331 24890 25408
28180 27190 24564
27684 25403 27405
29119 24471 25866
28333 25324 26829
28070 25873 26939
25716 28108 25822
26595 27470 26488
27972 26159 26756
27032 27319 26077
29446 25129 24617
27572 26268 27262
26959 26859 26842
26798 27688 25594
25764 27485 26679
28618 25426 26229
