62238 2521
30080 24868 24482
27801 27854 23891
27096 22704 28723
26139 28692 24798
24562 24311 29724
23897 25544 29060
27665 22731 28451
28495 22853 27551
23993 25512 29021
29193 25472 26208
30039 24581 24723
28930 26931 24164
25040 27068 27862
26186 28321 25566
28580 24173 27532
29463 26225 24353
26532 23419 28746
28801 25855 25827
28521 27232 24086
27036 27022 26834
26114 23756 29117
26587 28353 25302
24067 25555 29006
24014 26058 28866
29996 25172 24434
29666 25584 25414
29916 25098 25391
27082 28291 24507
24510 25294 29366
25397 26241 28346
24599 24519 29711
26851 27873 26004
28783 26553 24928
27550 23008 28376
26709 28049 25859
26863 23055 28936
29716 25217 25376
28275 23130 27902
29260 24090 26549
24090 25056 29531
29376 26350 24400
28628 27308 23958
29300 26490 24018
27574 27144 26160
27090 25374 27728
28416 23367 27628
26584 27782 26366
27396 28070 24192
26700 23901 28623
29495 25963 25272
28043 23073 28107
29247 26432 24538
28475 27251 24144
26135 27176 27393
25998 26165 28284
28768 23250 27234
28420 26766 25896
27561 22934 28539
29688 25804 24714
29794 25618 24774
25468 24487 29373
26594 22963 29100
24164 25502 29206
28015 23726 27967
24810 24795 29612
27965 22875 28206
28236 26881 25009
25444 27988 26308
24280 25333 29308
27772 27942 23913
28731 23656 27312
27690 27893 24112
25850 28507 25246
29871 24666 25423
29764 25322 24984
28342 25074 27016
26266 28528 25230
26408 27835 26392
25809 24378 29080
24851 24394 29584
28143 27576 24575
27489 23944 28276
28439 22899 27759
28494 27239 24613
24633 25897 28884
29395 26380 24070
29066 24725 26494
27347 26961 26679
24141 25525 28999
26907 27544 26296
29324 23970 26614
25741 23887 29393
28025 23114 28025
29854 25269 24860
27372 28241 24214
29610 25783 25012
25698 24888 28910
24909 24459 29574
29539 24223 26016
27269 27956 24671
28682 23964 27219
25056 25826 28661
28373 26710 26450
28352 27362 24557
29175 26260 25210
26294 28616 24999
26762 28181 25143
26373 25658 28063
25256 24560 29451
29474 25431 25601
27177 28128 24656
29828 24436 25541
24425 25132 29477
28174 25192 26996
28410 23491 27706
24690 27467 27136
24194 26034 28791
28917 25530 26257
28865 26104 25725
27104 28156 24756
25668 24028 29322
26025 23783 29028
25022 25264 29340
27740 24597 28138
25106 23816 29506
28994 24846 26453
26076 23706 29234
29014 26822 24427
27459 23466 28495
28205 23284 27923
26171 28387 25362
25482 26402 28309
25521 25399 28813
29153 23877 26859
25503 24272 29194
26673 28541 24912
26594 24682 28388
28130 23641 27649
26036 28307 25794
29931 24973 25327
28093 26843 26090
27004 28298 24319
27856 24537 27613
24243 25053 29598
28460 22909 27552
29291 26361 24465
29640 25689 24722
24310 25056 29479
27461 26140 27197
26215 28647 25041
26348 28257 25928
24231 25500 29301
25015 25179 29423
29566 24107 26031
25887 28491 25459
28969 24400 26733
27583 26676 26775
24806 24042 29640
27985 27746 24379
29585 25864 25129
25078 24350 29624
24666 24994 29469
26644 23593 28683
25428 27599 26901
24337 25949 28955
26571 28655 24873
26418 28483 25090
