98446 3421.05
26611 23944 25233
25527 23727 22769
24772 25599 22855
26356 27035 24128
25673 27482 23752
24219 24684 23967
25633 23585 26433
26826 27779 23965
22155 24878 26157
26185 27668 24082
24146 26193 27892
23139 21231 22892
25759 23758 28245
23134 26182 25544
25061 22659 24095
25116 25530 28456
26195 23320 23433
24620 24912 26456
24271 26153 27197
24624 22667 26043
24196 25804 26317
27499 24318 25469
23214 21080 22531
23955 25159 26583
26956 25541 24978
27581 24263 27879
28071 24871 25261
25526 22656 24838
28412 25919 25285
24748 24604 25191
25126 26471 24434
26847 24107 27283
23301 24262 25918
27056 26904 25349
24442 23512 27846
26113 26682 23417
25384 24148 25460
25644 27021 23690
24664 25219 28071
26773 27274 24530
25527 23439 28259
23670 23374 23097
22647 21383 23165
23701 24430 22773
23933 24300 25649
27569 26654 24275
25432 24232 27469
25663 23678 28066
23247 24841 24761
24817 23310 26625
28632 24935 26749
26511 27155 23266
26919 25847 26691
27437 23583 25571
22927 23634 25757
25206 25746 25751
25226 24620 27357
25137 24127 28648
25802 25609 23754
23495 24334 25671
23980 23205 27210
23736 23221 23702
28407 25098 25503
25766 23509 27747
26609 26775 24444
24836 25947 24459
24758 23536 26508
25110 25547 26151
22221 20519 23563
25536 23568 26924
25932 23778 27701
25076 25677 23223
24875 24620 25277
23126 24848 27404
24584 24608 22800
23935 26474 27420
24322 25063 23614
25494 26634 24375
26623 25955 24265
25865 23247 27720
25640 26360 28065
26050 22587 26114
25214 26458 23312
24091 25336 24788
26131 25672 24122
26150 25946 24629
23734 24014 26197
24668 24078 26846
26618 25367 25981
26321 24970 28187
25645 23826 25510
23005 21731 21510
23220 22145 23705
25476 22584 27555
24050 25261 21910
24265 24361 27157
24041 25465 26602
25015 27668 26723
24933 25486 25958
25168 22901 26841
27962 24745 25146
24992 22253 25974
24391 21651 25022
24395 24819 27096
24661 26099 27055
24716 24805 27174
26442 25583 22949
25513 26457 25904
25147 25125 26142
26962 25352 27030
23714 23038 25014
26096 26216 25766
23127 24390 27243
22861 23630 25632
22977 23505 20153
23329 21656 22093
23768 24941 25742
25824 24120 23569
21702 22446 24159
25527 24094 24403
25564 25618 23345
26427 23123 24856
25229 24247 28233
25573 24667 26224
25767 23569 25599
24906 25995 26842
28173 26736 24434
25948 25250 23063
24139 26197 26753
25173 24553 25217
27357 26377 26597
23968 23626 26889
26670 25924 26311
26459 27241 24372
24056 23411 25215
24638 25011 27496
24764 22942 26451
22194 22452 25763
22458 22379 24527
24834 26614 27832
24459 26758 26798
27504 27794 24831
25517 27353 24862
25027 25051 25546
25615 22857 28040
23776 21132 24373
25276 25671 23882
25755 25072 24826
24061 23764 24847
24981 22633 27224
21730 23106 22609
24116 24867 23950
25019 24544 27388
27519 25749 24927
24241 21920 26066
23956 25062 23363
26938 25447 25057
23231 25382 26814
26673 23257 27529
24410 24555 24969
22578 24024 26816
24925 26652 25922
25901 27443 24809
22400 22828 22674
22370 22231 23179
25863 27291 24718
23747 25354 27735
25634 23616 25311
25602 26881 24692
26662 26229 25019
26309 23236 28046
23827 23879 26549
26318 28095 24378
25511 22123 26813
26880 27536 24679
27811 26739 25268
28339 24349 26097
27300 27435 24301
25580 24608 25018
24874 24897 25672
26177 24386 27705
25890 26591 24238
23114 25626 21852
26233 26581 26243
23710 26002 25387
27628 25656 25087
28841 25617 25463
25780 24754 22556
25888 26150 27613
27354 24346 24893
28042 26473 24579
26066 26883 23801
24620 23619 27460
24138 25081 27213
25699 24803 23505
24770 26610 27231
23996 25801 25381
24508 25847 26041
28235 24946 26357
25706 27390 24250
23147 22682 25708
25606 24683 26503
23902 22181 24619
26816 24041 27117
23100 25110 26346
28108 25362 26730
22229 21372 22435
23342 22053 26577
27387 24451 26817
23211 22805 25351
25381 22519 26644
24773 24289 25350
25671 27502 25557
24616 24001 28346
27807 25825 25668
25874 25209 24916
28419 26038 26064
23958 25361 27205
25923 24438 22723
25180 26564 24822
25791 22868 26930
27270 24695 25232
27303 25507 23950
23863 23112 24398
28596 25384 25348
24494 21980 27198
24698 23723 28182
25873 27145 24572
25577 24725 24193
21928 22885 24054
26269 23591 24264
25754 26346 26451
22734 23785 24036
26725 25591 24883
21950 22779 22371
24394 22776 27565
24601 25485 28471
24217 21220 25430
26222 23499 27935
28039 24606 25141
25674 27660 24628
22766 23559 25450
27361 27758 24699
26747 24306 26489
26735 27541 25045
24568 24463 28447
24527 26633 25837
26655 27017 23744
21576 20628 25236
25441 23770 24161
21775 23044 23142
26097 25603 27156
27467 26344 25528
28152 26060 25419
25230 26934 23948
27144 24143 23828
27258 25074 26487
27272 24259 24609
25547 27901 24466
25180 23627 27583
23372 25569 26837
24473 23785 24677
26245 23871 28282
24730 24999 28699
27605 25806 25474
24543 26412 26002
27785 26725 24729
26995 28076 25222
26065 24371 27725
24009 25893 25947
23260 25527 27450
22798 21533 25143
25153 22611 27434
26346 24566 26615
24501 26064 24911
23110 22410 23187
28008 26165 25319
21901 21438 23493
26449 25876 24666
24675 25202 27928
25710 24265 26359
26159 25938 26632
27355 25440 26957
23672 24046 27477
26557 25620 26885
24880 23229 27281
26600 26366 24223
25253 25549 28388
25490 22699 24910
24157 21876 26266
22688 21580 25700
26363 26367 23872
24984 23805 27588
25341 27367 25667
26846 23678 27589
25929 26445 24573
26275 23332 22986
24028 24664 25197
23604 23105 24814
23475 24232 26371
