164684 3600
9764 8157 7660
7801 9800 7772
8095 8125 9052
8272 9532 8387
8292 9227 8710
9470 8596 8245
8909 8556 8787
9348 9083 7722
8149 9685 8127
8008 9442 8618
9170 8011 8770
9542 8395 8238
8954 8122 8902
9323 8780 8376
9229 9199 7809
8902 9477 7774
7964 9460 8587
9281 9163 7703
7886 9159 8871
9193 9187 7989
8497 9481 8314
8591 9343 8437
9291 8084 8659
9659 8123 8069
8107 9099 8840
9427 8033 8485
9023 9393 7762
7924 9670 8321
8950 8409 8779
9491 8081 8386
8240 9247 8701
9167 9265 7799
7904 9626 8382
8829 9025 8626
8923 9086 8530
9577 8720 7607
8063 8868 8971
9215 8939 8422
9157 9070 8277
8739 9571 7769
7903 9362 8697
9396 8980 7824
9141 8089 8801
9427 8896 7899
8792 9538 7836
7985 9532 8493
9268 8141 8672
9509 8849 7652
7739 9062 8921
9358 8172 8576
9002 9402 7722
9032 9337 7970
8531 9347 8469
9409 9027 7646
7830 9332 8721
9066 9356 7742
8125 9496 8483
8258 9380 8545
9249 8127 8699
9620 8192 8160
9038 8135 8836
9438 8599 8327
9229 9199 7809
8356 9710 7865
7910 9305 8746
9341 8840 8283
8970 8227 8862
9334 8908 8130
8582 9580 8086
8941 9144 8414
9177 8835 8502
9670 8513 7576
8732 8271 8974
9305 8345 8581
9062 9283 8070
8849 9482 7976
8595 9154 8578
9514 8839 7675
9179 8328 8712
9409 9027 7646
8239 9754 7935
8008 9442 8618
9141 8089 8801
9514 8366 8247
8881 8253 8930
9309 8816 8417
9199 9178 7977
8867 9503 7771
7954 9404 8642
9390 9031 7694
7895 9255 8787
9136 9301 7680
8787 9342 8285
8486 9480 8341
9307 8065 8631
9566 8761 7642
7826 9188 8855
9385 8142 8548
8938 9457 7722
7924 9593 8408
8474 9072 8744
9503 8072 8377
8730 8874 8745
9293 9136 7835
8255 9636 8181
9020 9011 8507
9068 9053 8442
9587 8650 7641
7739 9130 8903
9079 9157 8234
9296 8823 8404
8582 9626 7952
7974 9342 8715
9406 8898 8021
9051 8099 8821
9406 8898 8021
8761 9563 7826
7974 9520 8500
9245 8067 8699
9493 8868 7582
8881 8253 8930
9368 8157 8557
9136 9301 7680
8984 9431 7775
8814 9183 8470
9509 8849 7652
7968 9353 8698
9113 9317 7659
7924 9593 8408
8685 9075 8606
8894 9014 8595
9577 8595 7980
8452 8890 8814
9432 8044 8467
9062 9358 7779
7871 9690 8257
7786 9244 8806
9425 8365 8427
8593 8848 8799
9293 9136 7835
8751 9516 8073
8860 9294 8310
9302 8435 8561
9695 8049 7983
8704 8287 9007
9263 8311 8629
8959 9294 8210
8682 9484 8224
8449 9216 8641
9495 8782 7852
9127 8330 8749
9409 9027 7646
8509 9665 7965
8008 9442 8618
9216 8144 8731
9597 8164 8212
9001 8116 8865
9400 8652 8359
9242 9192 7725
8984 9431 7775
8063 9510 8513
9224 9217 7755
7779 9215 8835
9090 9274 8095
8363 9419 8434
8214 9441 8514
9255 8068 8690
9592 8596 7784
8210 8936 8892
9385 8142 8548
9045 9375 7747
7924 9670 8321
8832 8711 8768
9491 8081 8386
8483 9134 8703
9213 9224 7752
7922 9642 8353
8915 9008 8544
8994 9063 8474
9582 8683 7637
8440 8679 8921
9215 8939 8422
9206 9079 8124
8791 9548 7821
8088 9346 8663
9427 8962 7734
9170 8011 8770
9455 8934 7712
8851 9519 7798
7940 9576 8426
9219 8363 8672
9413 8996 7667
7857 9015 8946
9311 8177 8626
8971 9420 7984
8860 9389 8146
8271 9337 8572
9419 8987 7632
7842 9271 8777
9136 9301 7680
