331161 2760.22
2597 3347 2579
2448 2969 3402
3619 3005 3005
2747 3392 3560
2678 2796 3316
2630 3346 3152
2925 3967 3358
3485 2989 3113
2859 3194 2593
3642 3317 3216
3246 3762 2845
3216 3842 2821
3670 3341 3214
3085 3567 3461
2955 3275 3407
3239 3107 3725
3026 3286 2878
2969 3753 3371
2885 3325 2953
2587 3741 3286
2848 3483 2814
3172 3120 3127
2931 2700 3524
3190 2938 3053
2797 3703 3358
3431 2701 3389
2462 3064 3245
3087 3626 2647
3875 3186 3176
2455 2735 3238
3299 2756 3342
2848 3538 3157
3117 3231 2754
3764 3588 3435
2788 3482 3451
3579 2967 3288
3252 3802 3203
2851 3961 2840
2602 3421 3067
3185 3749 3051
2438 3160 3080
2877 3696 2854
3841 3437 3273
2885 3180 3872
3507 3531 3495
2692 3892 3244
3323 2905 3808
3270 2795 3552
3598 3181 3397
2575 3090 3486
2845 3429 3118
2500 3303 3533
3645 2961 2868
3281 3415 2797
2944 3487 3407
2663 2860 2900
3224 3391 3630
3386 3443 3242
2922 2693 3475
2676 3373 2745
3095 3840 3057
3441 3739 2805
2725 3550 3177
2862 2646 3550
3175 2870 2865
3287 2998 3295
3511 3871 2700
3088 2923 3483
3729 2908 3300
3225 3705 3527
3066 2709 3076
2712 3086 3341
3020 2310 3385
2779 3331 3498
2812 3097 3266
3832 3685 3104
3043 2961 3784
3449 3485 2816
2806 2982 3759
3720 3445 3310
3207 3295 3327
3241 3772 2968
2921 3398 2976
3327 3108 3368
3068 2801 3195
2793 3413 3077
3339 3714 3219
2960 3343 3021
2928 3771 3465
3436 3304 3106
3393 3535 3210
3330 2928 3554
3412 3136 3217
3724 3352 2882
2407 2636 3130
3375 2666 3250
3136 3828 3049
3028 3205 2490
3178 2730 3367
3025 3705 3030
3490 2886 3254
3222 2929 2754
3143 3343 3544
2684 3068 3690
3238 3157 3208
3713 3141 3228
3392 3787 2754
2897 2710 3245
2697 3801 2977
3568 3310 3401
3368 3251 3392
3204 3654 3462
2713 3606 2751
3055 3208 3296
3032 3133 3202
3410 3392 2877
2952 3731 3190
3143 3267 2849
3201 3044 3681
3698 3036 3283
2533 2982 2715
3663 3445 3100
3336 2891 3558
3167 3527 2583
3859 3112 3031
2871 3407 3619
3655 3630 3245
2947 3004 2685
2990 3230 2933
2966 3041 2928
2440 2935 2663
3055 4028 3028
3797 3221 2992
3165 2688 3171
2724 2463 3441
2413 3198 2465
3270 3630 3432
3281 3257 3437
2575 3110 2590
3152 2907 3727
2967 3657 3516
2906 3391 2696
2494 3125 2212
2659 3052 2900
2771 3681 3390
2775 3468 2775
3326 3702 3366
2869 2842 3682
3279 3693 2851
3440 3829 3058
2958 2809 3153
3565 3172 3741
3047 3535 3553
2441 2868 2650
3505 3427 3101
3746 3285 3167
2527 3503 2723
3436 3449 3664
3743 3388 2879
3182 3770 3495
2882 3833 3382
2420 2921 3285
3324 3165 2545
3096 3434 2938
3311 3663 3032
3702 3500 3114
2790 3155 3592
2890 2691 3430
2540 3654 3239
3076 3577 3228
3915 3617 3091
2986 3287 3031
3745 3682 2854
2777 3013 2478
2753 2668 3280
3376 3811 2820
2450 3501 3098
2976 3645 3456
2699 2689 3280
2972 3589 3655
3440 3525 2789
3045 3618 3027
3228 3554 3260
3464 2820 3211
3341 3179 3039
3090 3310 3271
3706 3350 3584
3752 3210 3054
2996 4033 3053
3015 3086 3019
2812 3064 3522
3464 3609 3399
2654 3279 3609
2553 2812 3244
3113 3032 3657
3466 3461 2985
3090 3220 3621
3387 3381 3101
2608 2834 2373
2783 3650 3253
