1512 1889
29694 26090 26024
29625 25864 26348
29402 26670 25759
28584 26406 27278
28537 27301 26206
28297 27055 26749
28386 27112 26632
29634 26244 25828
28310 27001 26836
29622 26269 25768
29541 26404 25863
28504 27274 26377
28484 26590 27229
29354 25895 26757
28429 27259 26512
28421 26984 26882
29436 26586 25952
29184 26896 25898
28554 27231 26237
29468 26546 25930
28463 27213 26401
28436 26715 27117
29570 25911 26402
29305 26746 25971
28715 26465 27191
28856 26135 27150
28532 27182 26570
28539 27143 26542
28449 26634 27070
28629 27223 26298
29590 26130 26237
28693 27123 26366
28568 27210 26451
28645 27161 26487
29605 26101 26226
28670 26570 27134
28477 26987 26833
29673 25986 26184
29478 25933 26675
29508 26358 26138
28497 26938 26968
29421 26583 25990
29553 25964 26441
29662 26218 26013
28702 27192 26235
28704 26699 27056
28744 26169 27216
28621 27069 26606
28734 26211 27222
28299 27036 26886
28518 26859 27001
29684 25955 26233
28602 27099 26612
28452 27056 26748
28461 26967 26875
28653 27171 26439
28840 27117 26115
29461 26536 26005
29258 26774 25909
29575 26161 26269
29536 25973 26458
28849 26813 26743
29107 25921 27066
29529 26432 26035
29509 26495 25919
29646 26115 26050
28574 27176 26407
28796 27094 26351
28520 27150 26629
28729 26544 27084
29034 26290 26891
28831 26535 27019
28431 26957 26923
29302 26710 26097
29513 26401 26064
28749 26508 27176
28989 26743 26485
28741 27087 26397
29626 25935 26320
29428 26025 26614
28525 26928 26916
29530 26123 26389
29666 26021 26102
29650 26132 26022
28615 26351 27205
29190 26573 26466
28820 26399 27124
28563 26981 26777
29681 25979 26076
28793 26781 26831
28600 26608 27176
28577 26508 27194
28808 26961 26615
28885 26893 26478
28888 27020 26229
29253 26469 26463
28660 27046 26580
29445 26419 26200
28712 26568 27075
29669 26079 26053
29049 26197 26976
29498 26439 26014
28936 26766 26649
29041 26289 26908
29584 26271 25924
29003 26395 26940
28998 26845 26476
28696 26549 27108
29542 26392 26058
29076 26903 26130
28547 27012 26735
28922 26482 26961
29466 26174 26432
28611 26573 27162
28763 26453 27099
28488 27070 26730
29425 26335 26316
29323 26693 26046
28756 26338 27197
29357 25954 26723
29340 26051 26719
29121 26775 26385
29087 26825 26271
28571 27188 26411
29579 26279 26005
29566 26328 26151
29397 26627 25976
28875 26541 26897
28782 26901 26652
28600 27081 26710
28723 26975 26689
28958 26093 27139
28872 26942 26558
28929 26681 26686
28557 27135 26552
29381 26318 26454
29551 26037 26405
28637 26939 26810
29622 25990 26345
29204 26762 26233
29516 25923 26522
28494 26971 26841
28951 26888 26481
29442 26054 26562
28750 26396 27167
28845 27025 26413
29131 26804 26218
29057 26503 26761
28810 26562 27035
29417 26007 26643
29320 26684 26072
29544 26083 26417
29259 26725 26121
28701 26862 26705
28866 26586 26950
29277 26750 26028
28614 26572 27160
29653 26057 26227
28981 26995 26169
28663 26970 26803
29492 26110 26510
29142 26252 26770
28842 27072 26436
29023 26369 26969
28686 27032 26561
29558 26191 26278
29611 26018 26301
28778 26738 26874
29123 26150 26928
29127 26113 26857
29475 25948 26572
28656 26999 26673
28648 26786 27008
28521 27106 26695
29642 26209 26081
29545 26091 26327
28774 26629 27033
29583 26076 26261
29061 26907 26196
29296 26275 26639
29114 26614 26611
29059 26203 26971
28623 26878 26938
28725 26729 26995
29009 26596 26667
28967 26198 27079
28683 26557 27105
28851 26443 27088
29405 26616 25984
29316 26295 26507
28681 26920 26773
28557 27137 26543
28635 26842 26915
29617 26072 26249
28789 26689 26931
29272 26178 26777
29292 26098 26736
28893 27019 26319
29073 26720 26461
28865 26719 26801
29014 26041 27026
28877 26803 26702
29261 26424 26522
29276 26531 26390
28835 26754 26789
28995 26430 26850
28908 26182 27099
28698 26799 26887
28520 26949 26854
29084 26882 26222
29392 26592 26171
29150 26588 26538
28566 26840 27047
29494 26301 26307
28671 26604 27094
28644 27052 26568
29000 26654 26659
29264 26705 26146
28571 26414 27213
29028 26695 26560
29485 26490 26107
29639 26105 26176
29387 25999 26697
29370 26034 26660
29080 26833 26297
28911 27041 26208
28744 26929 26635
29248 26696 26203
29571 25996 26396
29037 26353 26885
29612 26156 26164
28801 26635 27001
29349 26292 26506
29006 26954 26368
29515 26009 26457
29524 26187 26353
29523 26311 26162
28961 26523 26745
28859 26695 26806
29155 26529 26597
29064 26702 26494
28978 26723 26625
28748 26672 26997
29484 25942 26587
29179 26640 26379
29087 26924 26104
28836 26991 26551
29212 26459 26547
29225 26747 26194
28975 26373 26958
29067 26909 26109
29577 26279 26092
29116 26716 26427
29044 26308 26880
28627 26732 27028
29148 26065 26870
29076 26437 26726
29331 26619 26156
28625 26345 27200
29403 26454 26360
28701 27065 26518
28947 26317 26989
29373 26327 26406
29327 26139 26660
29344 26434 26372
29138 26740 26346
28971 26855 26507
28758 26916 26673
28828 26873 26628
28738 26858 26854
29361 26341 26423
29147 26497 26627
29163 26851 26147
29287 26642 26218
29281 26188 26732
29411 26063 26574
29012 26450 26804
28976 26832 26509
29459 26151 26443
29278 26299 26544
28847 26486 26985
29308 26248 26622
29104 26230 26860
29614 26126 26186
29443 26322 26332
28914 26838 26535
29160 26383 26665
28771 26667 27006
29336 26044 26792
29432 26381 26275
29299 26480 26313
29470 26305 26290
29419 26389 26336
28816 26539 27014
29615 26206 26126
29473 26242 26310
28910 26580 26798
29258 25997 26826
29208 26365 26620
28827 26663 26912
28675 26926 26787
29118 26068 26982
29284 26408 26500
29066 26464 26782
28869 26377 27121
29454 26343 26267
28894 26343 27062
29263 26651 26189
29194 26844 25980
28852 26134 27173
29010 26417 26902
29232 26688 26213
29167 26686 26347
28589 26879 26996
29171 26660 26366
28881 26739 26772
28593 26359 27192
29153 26058 26939
28812 26963 26576
29237 26583 26336
28768 26460 27064
29449 26366 26301
29451 26212 26442
29353 26517 26204
28550 26927 26848
29233 26236 26689
29222 26526 26487
28917 27007 26325
29110 26818 26164
29174 26537 26530
29265 25950 26846
29230 26227 26775
28649 26758 26985
28957 27063 26185
29254 26375 26556
29246 26822 26086
28584 26958 26814
29682 25940 26254
29078 26457 26713
28969 26644 26700
28902 26796 26577
29563 26035 26421
29268 26665 26166
28964 26601 26717
29563 26193 26225
29518 26284 26288
29505 26427 26043
29338 26086 26739
28940 26577 26838
29194 26332 26683
29112 26675 26432
28958 26771 26583
28858 26952 26446
28800 26677 26900
28950 26414 26964
28947 26316 27041
28854 26974 26496
28726 26767 26979
29216 26307 26681
28962 26475 26867
28920 26379 27012
28869 26756 26753
28614 26913 26830
29385 26479 26241
28933 26431 26932
29339 26500 26281
29418 26597 26042
29198 26223 26818
29155 26208 26823
29232 26402 26599
