7 0.104315
6832 6947 6943
7243 7251 7267
7283 7302 7136
7407 7537 6697
6692 6700 6589
7245 7434 7144
6797 7261 6932
7266 7526 6840
6910 6896 6656
7268 7412 7099
6764 7333 6900
6952 7186 7265
7359 7224 6961
6660 7017 7100
6375 7017 6519
7015 7541 6656
7091 7193 6552
7352 7427 7541
7005 7283 7470
7102 7496 6813
7601 7103 6777
6703 7043 6870
7144 7473 7056
6662 7061 6826
6868 7500 7375
7276 7593 7031
7530 7216 7003
6981 6776 6375
6629 7447 7195
6825 7202 7262
7356 7586 6818
6966 7150 6742
6678 6836 6627
6703 7127 7293
7108 7048 6630
6954 7328 6951
6868 7557 7215
7333 7176 6959
7749 7602 6830
7158 7374 6816
6902 7157 7140
7313 7052 6793
6961 6950 7055
7100 6935 6560
7195 7586 7381
6769 7228 7387
7016 7483 6563
7195 7318 6338
7079 7249 7117
7104 7495 6860
6856 6849 6814
7138 7339 6611
7506 7326 6913
6952 6531 6632
7172 7002 7079
7138 7205 7095
6827 7326 7341
6802 7693 7213
7031 7363 6931
7242 7204 7187
7248 7770 7137
6998 7538 6529
6830 7176 7151
7368 7122 6151
6766 7072 7037
7147 7210 6877
6725 7164 6759
6925 7762 7319
7137 7315 7253
7141 7257 7220
7037 7372 7170
7056 7232 6999
6680 7035 6711
7214 7140 7272
6831 7128 6949
7303 7130 7100
6768 7759 7278
6895 7063 6520
7302 7251 6695
7412 7036 6574
6920 7347 6766
6845 7270 6585
6752 7081 6846
7036 7231 7037
7484 7137 6736
7018 6823 6600
6866 6962 7579
7101 7596 6776
7358 7172 7047
6725 6779 6692
7192 7138 7576
7242 7195 6746
6866 7262 7019
6715 7226 7005
6827 7000 6620
7010 7481 7066
6746 6632 6964
6763 7170 6994
6721 6656 7131
7029 7450 7064
7007 7143 6815
7398 7299 7117
6860 6928 6951
6791 6953 7028
6910 7417 7121
6897 7170 6928
6874 7341 6749
7007 7653 7152
6383 7329 7049
6932 7266 7035
6763 7388 6277
6919 6534 6656
6658 6454 7204
7074 7416 6993
7537 7690 7054
6877 7258 7131
7374 7697 7338
6417 7262 7184
6886 7367 6965
7587 7684 7291
7350 7340 6608
7105 7350 7096
6692 7656 6853
7085 7140 6644
7174 7423 6675
6624 6986 7125
6801 6959 6464
7061 7067 6873
6889 6899 6777
6951 7164 6619
6611 6679 7042
6681 7114 6761
7146 7117 6641
7107 7411 7205
7181 7402 7185
6821 7235 7191
6835 6587 6938
6843 7308 7276
6941 6831 6531
7129 7053 6957
6574 6987 6675
7255 7133 7067
6699 7166 7371
6856 6807 6649
6430 7110 6873
7096 7115 6737
6689 6607 7061
6981 7528 7130
6975 7184 7098
6809 7278 7170
6747 7405 7215
7160 7276 7087
6918 7265 6704
7223 7107 6827
7161 7096 7541
6686 7191 6637
6923 7064 6911
6611 7028 6932
7015 7218 7063
7066 7144 7273
7003 7365 7141
7346 7251 6658
6616 7172 6860
7243 7348 6819
6776 7329 7100
6913 7105 7231
6844 7112 7063
7200 7469 6870
6684 7430 7210
6717 7038 6965
7067 7124 6944
6569 7136 6549
7057 7143 6778
7494 7491 7005
7185 7192 6885
7137 7439 6870
6831 7390 6843
7110 6953 6938
7403 7336 6801
7161 7520 7193
7048 7662 7213
6608 6849 7025
6845 7224 7241
7096 7403 6890
6606 7108 7261
6478 7390 7180
7004 7303 6935
6784 7425 6539
7390 7332 6915
6999 7458 7096
6691 6676 6916
6716 7373 7128
6582 7004 7249
6831 7398 7306
7159 6982 6712
6957 7392 7199
6846 6740 6525
7130 7469 6313
6893 6957 6457
6794 6971 6964
