302955 2760.23
3067 2559 3667
3194 3457 2982
2724 2808 3081
3070 2925 3498
2537 3032 3009
3254 2632 3674
3221 2660 3591
3140 3059 3008
2612 2813 2776
2892 3131 3678
3098 2585 3095
3029 3716 3395
2741 3678 3332
2942 3007 2777
3227 2849 3074
2383 2865 2856
2857 3542 3328
2966 3464 3192
3669 3083 3101
3160 3392 2966
2591 3261 2657
3501 3749 3097
3461 3209 3718
2615 2905 3141
3258 3249 3625
2673 3885 3015
3129 2914 3145
3485 2793 3059
3247 2932 3107
2582 2968 3545
2832 3995 2832
3591 3655 3269
3026 3687 3291
3637 3251 2895
3602 3286 3339
2875 3132 3422
2729 2854 3137
3031 2806 3643
3151 2558 3379
3424 3008 3593
3551 2762 3046
3331 3858 2989
2877 2828 3151
3536 3488 2787
2754 3657 3006
2639 2999 3372
3249 3447 3398
3067 3336 3201
3211 3051 3602
3461 3295 2818
3026 2923 3198
2997 2911 3166
3740 2984 3370
2890 3612 2905
3324 2546 3234
3775 3120 3195
3426 3460 3323
3390 3643 3292
3296 2750 3562
3076 2825 3271
3775 3321 2994
3070 2631 3394
3687 3660 2868
3041 2966 3428
3336 3469 3361
2932 3858 3397
2931 3711 3409
3098 2786 3487
2977 2814 3067
2948 2776 3472
3365 3567 3125
2616 3439 3342
2995 2971 3642
2875 3325 3713
3440 3683 2850
3111 2652 3614
3583 3231 3081
3196 2969 3161
2616 3208 2982
3101 2619 2714
3519 3248 3537
2551 3391 2785
3342 3365 3457
3380 3308 3089
3664 3155 3124
3011 2693 3140
2948 2528 3458
2583 3326 2804
3326 3844 3432
2458 3101 3296
3375 3585 3381
2989 2956 2977
2533 3119 3041
3698 3034 2941
3884 3150 3457
3057 3143 2653
3008 2892 3145
2563 3329 3354
2933 3552 3093
3134 2673 3113
3682 3680 3275
2807 3033 3273
3278 2696 3709
3150 2758 3003
2948 2942 3084
3347 3234 3652
2826 3369 2681
2677 2940 3287
3613 3493 3330
3889 2972 3059
2616 3490 3121
3111 3743 2954
3205 2595 3491
3296 3224 3762
3086 3610 3077
3643 3052 3319
2757 2962 3377
3266 3143 3211
3128 3024 3516
2858 2717 3482
3261 3637 3549
3456 3120 3083
2834 2920 2997
2996 2580 3204
3854 3539 3035
3103 2706 3567
2470 2822 2804
2902 3443 2950
2900 3652 3279
3219 2688 3384
3458 2850 3428
2740 2976 3445
3578 2948 3123
2881 3161 3374
3127 2936 3204
3345 3249 3389
3121 3381 3668
3176 3326 3652
2664 2931 3304
2700 3257 3232
3156 3425 3580
3006 2746 3013
3223 3090 3514
3641 3402 2946
3447 3304 3335
2894 2567 3178
3519 3336 3382
3288 3260 3404
2850 3052 3046
2783 3422 3297
2802 3488 3262
3107 2708 3567
2869 2654 3302
3237 3443 3357
2865 3525 3321
3049 3829 3080
2737 3146 3398
2874 3395 2731
3121 3317 3390
2898 2546 3034
3225 3781 3161
3445 2942 3728
2585 3352 3275
3045 3327 3352
2945 2735 3027
3316 3762 3090
3143 3661 3014
3341 3890 3167
3745 3271 3343
2716 2909 3175
3635 3354 3275
2739 3443 3055
2712 3810 3230
3549 3420 2932
3257 3933 2983
3422 2930 3777
3359 2720 3523
2994 3473 3467
2319 3189 2950
2818 3289 2657
3125 2969 3516
3419 3472 3242
3206 2962 2679
3085 2693 3503
3214 2950 2605
2689 3575 3224
3650 3383 2965
2923 2727 3559
3197 2876 3625
2983 2807 2922
3410 3242 3617
2938 2828 3297
3368 3001 3584
2795 3056 3572
3116 3149 2961
3101 2693 3605
2706 2685 2225
3359 2892 3649
3706 3047 3051
3027 2864 3186
