1277 2502
28367 24630 28172
26067 26772 28424
27212 28187 26285
29467 26212 26091
28508 27598 25469
26372 25646 29026
28300 24687 28229
26431 25448 29007
26208 27413 27737
28288 24642 28257
26092 26917 28234
28753 27361 25554
27475 24932 28625
26529 25483 28989
26180 26912 28277
26122 26968 28187
28547 25338 27688
29103 26990 25723
27161 28064 26598
28650 27465 25502
28628 27470 25501
26274 26727 28443
27063 27961 26736
29211 26509 26171
28535 26296 27074
28787 27273 25739
26190 26832 28281
28475 27619 25585
28245 27805 25536
26614 26157 28647
27169 28154 26537
27707 25232 28539
28443 27683 25599
27184 25778 28530
29422 25765 26499
27032 28168 26562
27997 24771 28399
27200 28087 26522
28670 24810 27834
28867 27103 25798
26223 26872 28279
26883 25565 28818
29080 26754 25862
27070 25349 28836
28131 27933 25574
28508 27598 25469
27575 25000 28611
26451 26044 28785
26295 26596 28502
26350 26314 28677
27403 27872 26622
28632 27304 25785
29442 26228 26062
29395 25692 26501
27388 28040 26344
28232 24955 28121
28316 25185 27991
28803 24938 27644
28686 25050 27721
26148 27259 27922
28856 27177 25706
26234 26827 28344
28897 25569 27325
29181 26748 25868
26280 26634 28429
26923 27215 27578
29303 26512 25821
27234 27914 26794
26760 25905 28774
28319 25200 27974
28986 26036 26784
28216 26796 26913
28165 25639 27868
26130 26836 28369
26077 26855 28380
27932 27056 26970
28524 24841 28047
28432 25405 27717
28107 27796 25750
27384 25217 28608
28308 24715 28181
28408 24691 28126
28550 27464 25751
28274 24708 28235
28494 24914 27894
29449 25993 26277
26915 26517 28168
28744 24904 27769
27648 25059 28555
29138 26719 26055
28811 27212 25634
29224 26640 25812
26971 27442 27280
26867 25382 28871
27880 26776 27238
26776 27128 27706
26544 25579 28972
27744 27882 26280
27296 26709 27803
28327 27391 26291
27520 27858 26390
27826 24858 28496
28793 25749 27214
27914 27846 25775
28241 25241 28017
29428 26264 26110
29344 26327 26242
28936 26340 26673
26394 25837 28961
26082 26558 28532
27331 28017 26436
27081 25973 28518
27087 25805 28582
27154 27784 26842
26125 27263 27965
29163 26684 25879
28753 25512 27376
26802 27372 27502
26747 26949 28005
27245 25530 28681
28606 27463 25648
28885 24956 27537
27779 27864 26050
28384 27659 25676
27402 25043 28619
27350 27812 26801
27011 25948 28523
27921 26243 27670
26722 26021 28743
29378 26333 26018
26733 27147 27767
27053 27535 27216
26333 26931 28152
27323 28059 26403
28760 26651 26404
26384 26970 28113
28602 27167 26122
26752 27917 26996
27612 26602 27622
28227 25283 27955
27454 27657 26812
28565 25271 27712
28682 25985 27314
28668 27284 25655
27147 28101 26638
27263 28011 26612
27204 27932 26831
27492 27783 26702
28651 24826 27825
27260 28176 26215
28685 25456 27500
28590 25471 27567
27248 27982 26658
27784 27848 26143
26307 26520 28507
26420 26949 28117
26668 26434 28299
29152 26191 26482
27502 25589 28414
29371 25811 26572
27656 26565 27556
26374 26477 28513
28499 25745 27615
26460 27530 27520
29247 26093 26467
28221 27562 26034
26228 26684 28452
29169 25853 26768
28312 25303 27951
28196 26537 27291
26905 25802 28784
26715 25369 28946
28582 27313 25917
27599 25488 28385
27114 25453 28750
27747 25762 28041
27713 27063 27251
28116 27699 25930
28694 25818 27253
29014 26995 25690
27860 24972 28465
28628 24795 27996
26161 26831 28318
29462 25963 26392
29285 26432 26255
26890 25884 28660
29110 26343 26379
29405 25998 26369
29073 26369 26359
28924 26678 26350
26602 25644 28927
28862 26588 26451
28482 24993 27929
28439 27073 26293
28594 27245 25956
28831 27178 25616
27680 25034 28562
27464 25376 28547
28084 25011 28287
27817 27295 26839
28719 27116 25967
28095 26379 27483
27846 27012 27081
27805 26562 27439
26477 26229 28663
27625 25699 28333
28305 25440 27906
27960 25010 28408
26595 25598 28967
28070 27721 25914
27051 27587 27204
28191 27030 26644
26653 25653 28900
28689 25396 27603
27859 26941 27206
27899 27891 25978
27771 27489 26717
28247 27451 26161
27025 27819 26908
28294 26976 26724
28402 25129 27819
27356 28000 26446
26510 26713 28261
26553 26110 28757
28911 26193 26703
26605 26913 28053
27664 26965 27305
28051 27807 25859
26515 25980 28803
29266 26222 26383
27395 26052 28146
28655 26068 27115
27429 26468 27936
27564 26408 27886
27108 27094 27473
29446 26039 26302
28345 24812 28174
27698 27937 25941
27867 27773 26106
27993 24878 28349
28558 27415 25670
29238 25798 26878
29307 26308 26335
27991 25103 28307
27690 27485 26796
27969 25325 28170
27644 27066 27140
28968 25118 27525
27776 27924 25991
28737 25141 27650
28142 25089 28196
27290 28123 26183
26988 25437 28858
27001 27097 27597
26937 27629 27198
27687 27942 26069
27718 25731 28106
28115 26659 27220
28792 26235 27033
27125 27228 27405
28493 26610 26688
28031 27498 26476
28429 24744 28124
27401 25096 28638
28843 27023 25984
29412 26239 26268
27672 27278 26963
27514 27948 26336
27022 26859 27807
29294 26452 26116
29039 26933 25893
26435 26532 28472
29087 26667 26136
28678 25710 27472
26297 26962 28187
28333 27144 26323
27106 26060 28388
26658 27608 27436
26523 26938 28047
27196 27615 27097
26673 26376 28445
29399 26276 26250
27771 25505 28238
26876 27516 27333
26645 27181 27785
27725 26924 27265
28422 26135 27157
26628 26216 28569
28782 25081 27694
27661 27250 27015
28709 25162 27561
29270 25910 26654
27028 25864 28629
26841 25551 28862
28545 25387 27653
28171 27605 26097
28294 25451 27947
27987 27726 25899
28881 26864 26083
27963 26741 27163
28790 26027 27057
28147 25152 28190
28586 27543 25548
27135 27327 27260
28039 27398 26511
28136 27887 25707
27094 25176 28812
27633 25829 28136
26372 25646 29026
26257 27429 27669
26317 26861 28219
26946 25811 28732
