1 0.11448
28389 28234 26899
26338 28719 27514
27427 28696 26898
28092 27373 27741
27348 28023 26568
26499 28693 27474
26782 27321 26294
27370 27776 28577
28317 27886 27458
27976 27866 27893
28333 28014 27315
26910 27335 26207
27756 28502 27410
27235 27214 26641
27545 28630 27099
27210 28426 26964
26853 28111 26829
25944 28601 27693
25980 28020 26522
27535 27698 26777
25980 27999 26683
28116 27899 26661
27019 28629 26566
28687 27946 27246
27155 28417 27240
27416 27786 27470
28587 28272 26946
28054 27423 27019
28248 27869 28024
27387 27959 26083
27803 27752 27958
28645 28460 27537
27307 28394 27777
29046 28468 27924
27394 28029 27077
28648 27982 26999
27513 28266 26461
27253 28721 26875
28093 27613 26771
27222 27833 26718
28424 27818 27911
27492 28704 27027
26766 27776 26151
27455 27297 28004
27801 27334 27537
27429 27355 27740
27488 27607 27558
28776 28303 27168
27967 28005 27968
25965 27918 26340
26786 27043 25223
27964 28059 28556
27039 27480 26966
26720 27865 26953
26600 27483 26215
28003 27837 28332
28487 27839 26704
27133 27592 28062
28091 28397 27739
27544 27577 26623
28251 27676 27133
27208 27754 27266
28962 28496 27467
28831 28310 27739
26637 28003 27020
27124 27540 28443
27027 27773 27164
27465 27866 25336
26721 27140 26235
27403 27038 28287
26661 27591 26379
27798 27721 27929
27877 28049 27448
26433 27987 26388
27273 27396 28154
27058 27774 26956
27912 27693 28000
26289 26371 25561
27127 27597 28448
28815 27715 27578
27417 28530 26464
28444 28146 27221
27571 28370 27269
27063 28399 27028
26251 28163 27069
27148 27389 28274
27044 27879 27007
28874 28328 27803
27004 27211 27029
26778 27999 26755
27361 27850 27492
27165 28347 26728
27517 28698 27212
27633 28618 26274
28347 28247 28399
26566 28069 26657
28043 27964 28041
27049 27539 28323
26840 27330 28122
27129 27957 27314
27454 27808 27272
26283 28710 27333
27616 28882 26692
27878 28275 27525
26625 27443 26233
27604 27234 26848
28283 27689 27017
27561 28148 27158
27705 27361 28003
27877 27867 28183
27254 28434 27118
27339 28512 26943
26778 28491 26610
27787 28012 27004
27542 28525 27006
26024 28741 27249
26096 28583 27405
27573 28490 26739
27340 27153 25837
27155 27803 28414
26591 27417 26648
26343 28496 26858
27926 27872 28007
26693 27835 26805
27174 28581 26892
27332 26698 26499
26973 28058 28072
28486 28239 27124
26695 27415 26577
27915 28521 27318
26993 27719 27408
27189 27940 26663
27400 28238 26444
28049 27780 27997
27644 27521 26563
27458 28747 26424
27541 28554 26226
28311 28942 27515
26506 28698 27450
28473 28293 27284
25972 28817 26844
26891 28211 26818
27231 27150 27122
26686 27473 27312
27463 28631 27174
27558 27606 27897
28660 28531 27850
27035 27620 28679
27291 27451 26761
28936 27937 27040
27251 28431 26634
28015 27934 27302
27704 28160 27055
28601 28141 27271
27127 28172 27046
27679 27822 27662
27127 27447 28269
26985 27485 28380
25669 27314 26184
27551 27387 27636
26551 28352 26375
27433 27694 27930
28238 27819 27481
27187 27499 28460
26811 27622 27729
27306 28766 27131
28614 28078 27585
27356 28424 26423
27003 27374 27096
27759 27768 26937
27404 28080 26278
28491 28176 27225
27977 27936 27172
27231 27779 26642
27246 28639 27131
26411 26840 24487
28163 27960 28146
27811 27629 27965
27717 27537 27718
27370 28663 26972
26827 27916 26537
26585 29013 27385
27224 27779 28612
28498 28168 27150
26408 27124 26222
26585 26404 26175
26490 26919 26365
25849 28201 27465
28826 28302 27749
27827 28436 27186
26972 27623 27146
28100 27773 27868
27348 28512 26144
27978 28118 27123
28242 27786 27516
26271 26985 25782
28165 28321 27039
27591 28506 26679
26301 28487 27397
27891 27878 28078
27534 28286 26186
28772 28384 27642
26926 27000 26890
28843 28476 27402
27490 28751 26542
27425 27701 25954
27196 27952 27517
26502 27936 26863
27338 27379 28386
27310 28350 26443
28043 28220 27022
27286 27432 26421
27265 27849 28049
27101 27357 27933
26538 26012 25483
28104 27298 27415
27980 27876 26438
27642 28674 26475
28206 27755 26728
28228 27990 26903
26595 27413 26335
28442 28187 27500
27636 28134 27584
27267 28483 26966
28120 28606 27140
27383 28393 27083
28793 28331 27876
27028 28288 27016
27524 27476 27233
27850 28356 28057
26087 27013 25967
26176 28380 27137
26356 28490 27281
27978 27554 27117
28229 28121 27623
27479 28311 26334
27869 27698 27611
27967 27874 28033
26053 28340 26943
27116 27437 28058
26909 27973 26811
26413 28280 27136
27170 27219 27257
27180 27391 28167
26896 27319 26246
27474 27463 27471
27312 27651 26421
28089 27866 27308
26356 28353 27372
28165 27929 28114
26015 27074 26154
28153 28004 27623
27868 27307 26273
26632 27000 28108
26776 26871 26957
27739 28124 27456
25982 28075 27664
27468 27724 28561
27275 27319 28170
27974 28005 27976
27748 27705 27984
26308 28532 27367
27023 27453 28185
26337 28770 27309
26916 26415 25107
26374 27591 26846
27196 26897 26771
27195 26826 26903
28645 28123 27610
26948 27802 27693
27795 28500 27179
27094 28303 26397
28503 28073 27190
28126 28020 27381
26586 27170 26740
27253 27767 28228
25901 26459 25860
27591 28617 26469
27776 28099 27843
28421 27853 27245
27856 28810 27205
26247 26986 27056
26405 27439 25947
26467 27013 25388
28822 28186 27958
27463 28155 27817
26347 29155 27361
27866 27958 27517
26995 28408 27316
28784 28399 27940
27935 27777 27670
28128 28410 27328
25925 26410 25496
27497 28480 26717
28046 28019 27386
27153 27513 27205
27713 27822 26839
27549 28524 26596
26789 27194 27972
26915 27406 27879
