35386 3543
26565 25390 25681
26754 25161 25579
26560 25357 25735
26519 25120 25901
26373 25007 26029
26571 25139 25850
26458 25434 25598
26560 25037 25875
26444 25167 25929
26513 25241 25849
26596 25212 25802
26500 25423 25566
26714 25195 25518
26797 24883 25515
26576 25338 25713
26770 24923 25594
26645 25280 25569
26656 25221 25687
26664 25054 25746
26601 25334 25536
26404 25408 25707
26472 25271 25832
26707 25029 25659
26681 25047 25711
26649 25244 25678
26506 25179 25878
26471 24977 25947
26650 25038 25761
26462 25107 25935
26612 25238 25731
26364 25136 25970
26774 25105 25529
26486 24993 25929
26618 25009 25800
26611 24908 25822
26639 25162 25717
26821 25057 25416
26558 25255 25781
26584 25181 25815
26721 25103 25599
26392 24985 25979
26371 25453 25533
26458 25308 25801
26773 25135 25509
26427 25029 25951
26418 24968 25961
26705 24941 25675
26785 25003 25450
26431 25202 25869
26526 25278 25765
26682 25127 25623
26743 25011 25595
26374 25423 25657
26629 25290 25518
26667 25136 25650
26343 25092 26019
26450 25313 25789
26371 25366 25745
26687 25007 25689
26621 25051 25771
26336 24774 26095
26345 25481 25475
26858 25026 25407
24857 23440 24646
24864 23876 23433
24878 23935 24238
24993 23364 24124
24454 23259 23748
24852 23254 23458
25025 23665 23815
24411 23210 23649
24880 23621 24191
23922 21860 22992
24465 23660 23715
23803 22923 23143
24631 23327 23947
24309 22884 23845
24841 23779 24110
24526 23643 24184
24261 23137 24035
25115 23459 24526
25118 23583 23920
25093 23800 24407
24351 22856 23845
24544 23339 23966
24635 23285 23933
24413 22857 23470
24234 22567 23257
25168 23467 24664
23741 22514 22985
24714 23598 24091
24821 23282 24208
24820 23280 24153
23867 22679 23247
24474 23213 23630
24528 23359 24050
24692 23564 23860
24323 22971 23105
23970 22956 23179
25260 23640 24076
24094 22865 22865
25320 23817 23991
25249 23595 24051
24410 23352 23508
24890 23741 24040
24871 23130 24177
24859 23148 23466
25290 23465 24195
24911 23296 24285
24202 23261 23263
24925 23195 23990
24940 23577 23915
24434 23345 24169
24450 23082 23874
24988 23399 24205
24647 23279 23517
24674 23220 23423
23692 22179 23040
24946 24006 24335
24998 23203 23844
24711 23493 24099
24729 23374 24059
25132 23690 23903
24497 22944 23280
24109 23281 23917
25161 23481 24547
24080 23212 23354
25088 23193 23546
24732 23192 23973
24148 23042 22965
24278 23258 23653
24605 23571 23968
24511 23092 24406
24845 23565 23509
24641 22849 23704
24171 23250 23451
24271 23239 23140
25166 23899 23998
25241 23501 24684
24906 23281 23648
24421 23258 23790
24032 22895 23222
24574 23486 23897
24573 23236 23690
25323 23980 24321
24369 23116 23360
24386 23676 23719
24642 23169 24054
25130 23571 24231
25393 23573 24151
25207 23915 24161
24634 22946 24196
25058 23590 24035
25030 23483 24480
24879 23534 23860
24655 23327 23590
25107 23446 24030
24745 23278 23939
24415 22991 24230
24793 23685 24271
25276 23562 23950
25603 23616 24689
24762 23189 24088
25160 23670 24185
25017 23498 24180
24440 23167 23408
24359 23020 23612
24343 23379 23899
25072 23814 23984
24675 23443 23885
24936 23198 24364
24905 23504 24358
24929 23440 24042
24973 23595 23989
25097 23785 24615
24875 23691 24059
25035 23877 24471
24848 23106 24164
24420 22647 23111
24864 23931 24129
24103 23032 23321
25323 23368 24148
24551 22965 23330
25156 23813 24180
25103 23768 24540
24845 23160 24171
24793 23300 23488
24926 23732 24285
24396 22889 23461
24262 22916 23559
25044 23500 24046
23906 22916 22895
23668 22028 22981
23345 22585 22794
25265 23519 23852
24289 23345 23637
24095 22665 23599
25296 23743 24624
25217 23345 24272
25047 23762 24357
24698 23612 23981
24751 23103 23895
25051 23580 23920
24584 23014 23534
24866 23543 24000
23988 22160 22659
24530 23357 23549
25109 23649 24054
24916 23504 23798
24780 23080 23777
25056 23537 23977
24047 22967 23144
24539 22780 23538
24244 23189 23396
24052 22930 23833
24237 23120 23448
24902 23655 23873
25039 23356 24628
24682 23561 23691
24920 23725 23960
24372 23061 23519
24103 22977 23028
24487 23367 23833
25266 23660 24492
24585 23182 23702
25363 23800 24437
25028 23560 24388
24648 23056 23602
24520 23776 24267
23968 22674 22858
24220 23262 22852
24718 23390 23834
24683 23078 24047
24551 23106 23991
24722 22916 24005
24962 23724 24445
24904 23322 23927
24644 23591 23832
24651 23513 23762
24968 23634 24309
24551 23018 23509
24013 22637 23557
23986 22901 23802
24898 22749 24028
25096 24008 24459
24973 23342 24077
24541 23193 23617
24956 23690 24041
24230 22823 23798
25065 23528 24337
25132 23417 24387
24711 23359 23558
24364 23011 23525
24651 23289 24197
23243 22314 23043
24989 23433 24360
