79168 3600
27033 25789 25751
26628 26225 26112
26881 25744 26163
26759 26020 26153
26801 25783 26248
26605 25854 26315
26885 25968 25961
26749 26179 26028
26907 26009 25828
26789 25610 26301
26542 26313 25802
26956 25931 25859
26603 26270 25868
26923 25828 26033
26582 26104 26221
26990 25802 25824
26893 25824 26109
26794 25958 26113
26701 26241 25860
26944 25681 26051
26926 25719 26093
26802 26157 25905
26642 26124 26183
26701 26053 26172
26818 25767 26225
26498 26271 26092
26850 26026 25933
26631 25922 26295
26581 26023 26257
26702 26206 25990
26706 26139 26091
26712 25899 26212
26982 25702 25870
26849 25874 26098
26654 26241 25940
26835 25936 26026
26550 25957 26299
26846 26057 25867
26548 26251 26026
26695 25735 26270
26669 26165 26112
26804 26187 25817
26520 25826 26323
26958 25886 25878
26829 26098 25804
26643 25878 26292
26619 26179 26151
26675 25918 26231
26772 26138 25972
26803 25856 26162
26762 26083 26041
26922 25896 25915
26606 26026 26234
26592 26168 26167
26775 26189 25869
26830 25847 26141
26649 25986 26205
26947 25774 25938
26790 26059 25960
26949 25786 25912
26635 25542 26351
26461 26354 25891
27058 25611 25677
26045 25537 25253
25913 25262 25313
25993 25222 25180
26115 25263 25311
25894 25038 25326
26085 25494 25323
26260 25582 25421
26266 25474 25471
26306 25451 25605
26293 25459 25412
26278 25302 25311
26305 25362 25529
26452 25340 25142
26310 25709 25614
26139 25223 25154
25930 25271 25288
26176 25107 25243
26413 25262 25409
26265 25305 25399
26176 25438 25305
26505 25361 25501
26028 25596 25250
26044 25386 25485
26346 25054 25031
26214 25203 25157
26012 25250 25335
26629 25438 25681
26121 25442 25768
26371 25725 25843
26080 25276 25339
26034 25317 25456
26271 25444 25393
26257 25481 25087
26000 25008 25095
26250 25072 24929
26436 25450 25029
26379 25422 25150
26215 25069 25031
25976 25166 24992
26263 25506 25697
25970 25297 25573
26230 25194 25351
26018 25353 25160
26158 25220 25153
25856 25404 25226
26307 25351 25288
26316 25729 25516
26171 25356 25316
25930 25393 25449
25999 25162 25030
26353 25508 25763
26400 25248 25392
25970 25061 25184
26033 25317 25338
26423 24920 25539
26085 25252 25389
26183 25253 25191
26091 24947 25434
26046 25693 25665
26290 25159 25399
26036 25477 25468
26357 25492 25518
26253 25137 25197
26354 25100 25255
26125 25150 25347
25819 25045 24898
26119 24905 24989
26201 25222 25228
26177 25478 25616
26202 25255 25582
26134 25049 25370
26145 25802 25791
26545 25273 25310
26366 25406 25292
26109 24899 25470
26001 25404 25283
26120 25510 25686
26036 25103 24868
26263 24963 25361
26267 25512 25464
26284 25328 25298
26008 25367 25613
26143 25231 25448
26354 25159 25258
26125 25249 25321
26168 25034 25251
26286 25414 25236
26275 25267 25376
26177 25124 25293
25857 25511 25194
26097 25262 25220
26175 25322 25244
25897 25021 24971
26076 25440 25530
26236 25004 25608
26251 25505 25535
26254 25384 25424
26195 25364 25071
26296 25112 25024
26344 25169 25304
26331 25046 25528
26299 25351 25746
26281 25230 25211
26196 25290 25414
26082 24924 25125
26399 25338 25381
25958 25315 25457
26347 25170 25487
26255 25150 25247
26207 24820 25254
26303 25430 25363
26029 25430 25620
26395 25273 25423
26417 25246 25477
26094 25297 25492
26398 25064 25339
26207 24977 25473
26469 25136 25293
26316 25294 25408
26368 25178 25238
26218 25047 25554
26413 25061 25225
25967 25398 25483
26109 25436 25256
26322 25063 24974
26376 25184 25143
25766 25218 25016
26104 25281 25155
26274 25420 25013
26129 25427 25602
26148 25228 25391
26229 25621 25385
26409 25400 25292
25915 24900 25223
26426 25421 25635
26132 25149 25195
26159 25214 25252
26151 25396 25387
26185 25333 25311
26492 25452 25362
26450 25618 25681
26147 25185 25320
26019 25309 25264
26105 25363 25603
26136 25416 25428
26328 25402 25058
26174 25414 25226
26206 25048 25440
26093 25367 25052
26267 25335 25378
26159 25339 25205
25899 25128 25092
25659 25283 25120
26389 25838 25662
26095 25106 25213
26548 25478 25386
26153 25148 25325
26340 25228 25394
26322 24845 25402
25900 25097 25095
26065 25156 25365
26042 25161 25365
26034 25221 25200
26009 25427 25079
26385 25619 25442
26065 25007 25107
26267 25489 25524
26220 25394 25123
25566 25317 25224
26042 25354 25361
26063 25517 25448
26294 25259 25227
26250 25345 25474
25976 24994 25355
26274 25363 25453
26181 25250 25403
26156 25077 25468
26296 25434 25691
26060 25603 25378
26153 25489 25011
25878 25162 25372
26103 25182 25070
26139 25181 25256
25969 25023 25276
25972 25543 25533
25983 25287 25216
25891 25496 25364
26183 25228 25009
25827 25029 25012
26074 25522 25546
26228 25412 25105
26110 25387 25266
26077 25360 25537
26214 25273 25202
26436 25423 25332
26510 25298 25528
26268 25200 25435
25916 25248 25111
26144 25298 25056
26002 25284 25265
26087 25172 25549
26311 25120 25618
25923 24945 25418
26279 25299 25236
26019 25220 25487
26401 25016 25236
26145 25112 25174
26523 25477 25573
26242 25136 25244
26237 25106 25542
26297 24938 25456
26147 24945 25404
26338 25314 25238
25717 25433 25114
26451 25606 25259
26296 25000 25279
26122 25386 25401
25957 25361 25093
25991 24893 25268
25803 24834 24867
26051 25064 25082
26184 25421 25198
25707 25176 25420
26525 25598 25385
26241 25787 25231
26540 25217 25248
26263 25413 25403
26279 25139 25426
25942 25408 25358
26210 25498 24905
26083 24916 25282
26367 25652 24998
26158 25120 25480
26263 25504 25728
26177 25371 25275
26198 24938 25300
25709 24987 24999
