4102 721
3650 3171 2900
3736 3173 2996
3748 3524 3001
2508 3135 3235
3234 3408 3163
2970 3364 2878
3543 3193 3214
3170 3570 3319
3014 2786 3463
3498 3634 3005
3309 3905 2809
3052 3380 3630
3770 3448 3488
3389 3523 2909
2900 3028 3408
3122 2984 2935
2589 3046 3605
2468 2775 2732
2658 3323 3429
3601 2966 3110
2371 2744 2981
3271 3233 3394
3708 3445 3578
3255 3341 3584
3321 3396 3706
3459 3486 2883
3724 3115 3085
2771 2962 2560
3580 2833 3188
3225 2941 3629
3165 3457 3481
3953 3287 2989
2732 3335 3340
2723 2715 2575
3192 3043 3613
2532 3002 2297
3105 3274 3209
3338 3417 3082
2861 3005 3149
3301 2792 3135
2644 3057 3484
3294 2676 2629
2784 3269 2747
3704 3371 3309
3267 3850 3038
3314 2826 2553
3354 3467 2843
3289 3395 3652
3255 3375 3627
3056 3227 3286
3489 3835 2898
3869 3632 3111
3214 3851 2871
3529 3587 3295
3560 3593 2879
3172 3053 3291
2811 3038 3302
3680 3357 3061
3084 3586 2876
3687 3446 3301
3054 3275 3676
2965 2454 2693
3480 3457 3301
3075 3037 3418
2879 3045 3193
3176 3464 3125
3221 3432 3115
3340 2922 3187
3178 3822 3323
3026 2846 2904
2707 3019 3223
2177 2438 2509
3772 3484 3305
3203 3784 2781
3588 3439 3456
3233 3130 2741
3387 3375 3324
2963 3563 3151
3293 3019 3569
3581 3727 3359
3321 3532 3766
2918 2954 3557
3232 3741 3252
3143 3083 3113
3242 3593 3392
3211 2968 3228
3211 3518 3156
3007 2595 2822
3089 3356 2667
2693 3037 3264
3046 3406 3187
2881 2551 2474
3152 3005 3028
2997 3237 2956
3100 3578 3049
3327 3023 3150
2510 3179 3010
2916 2735 3189
3261 4046 2822
3131 2968 2958
2796 2916 3316
3136 3294 3609
3327 3256 3482
2958 3014 3205
3377 2883 3136
3308 3684 3186
3564 3797 3013
3701 3495 2932
3021 2974 2998
3160 3436 3168
3731 3536 3308
3306 2852 2968
3700 3265 3390
3336 3255 3362
3642 3168 3051
3628 3277 3653
2707 2975 3394
2934 3270 3001
3367 3199 3057
3024 3188 3187
3494 3567 3224
2831 3397 3115
3196 3086 2683
3602 3554 3073
3156 2867 3434
3555 3628 2819
2922 3737 3143
2802 2942 3212
3558 3184 3512
3172 3269 3361
2838 3153 3401
3376 3019 2812
3015 3069 3571
3212 3490 3671
3450 3061 3370
3338 3277 2871
3048 2922 2982
3101 3887 2803
2512 2922 3297
3609 3561 2889
3352 3276 2758
3294 3082 3240
3506 3679 2889
3132 3175 3320
2928 3013 3259
3090 3504 3567
2652 3097 2651
3800 3515 3340
3161 3423 2840
2880 2862 3712
3096 2916 3559
3283 3492 2971
3613 3735 3054
3561 3312 3198
3692 3699 3224
3188 2913 3091
3584 3646 3163
3455 2988 2962
3512 3476 3365
3467 3834 3064
3335 3384 3409
3119 3021 3433
2767 3122 3263
3711 3580 3121
2859 3356 3535
3463 3824 3154
3555 3629 3312
3224 3636 3176
3089 3670 2716
2995 3135 3529
3681 3622 2915
3431 3407 3564
2818 3300 2843
3124 3171 2982
2802 3411 3003
2823 3310 3393
2582 2306 2788
3213 3135 3268
2928 3310 2805
2422 3434 3337
3339 3594 3509
3450 3402 3515
3198 3548 3059
2887 3696 3456
2918 2886 3093
3384 3847 3246
2899 3096 3348
3222 3284 3576
2627 3294 3160
3565 3124 3093
3221 3741 3348
3276 3244 2994
3593 3078 3438
3158 3468 3471
3081 3490 3431
3610 3014 2921
2723 3125 3417
2431 3079 2656
2304 2577 2821
3204 3104 3135
3490 3253 3349
2858 3391 3311
2487 2968 2845
2972 3310 3496
3269 3296 3120
3744 3581 3300
3404 3636 3070
3515 3180 3205
3317 2944 3292
2849 3128 3203
3495 3214 3354
3290 3744 2859
3558 3932 3147
3212 3263 3331
3759 3038 3264
3326 3497 2934
3202 3050 3203
3294 3049 3481
3693 3582 3313
2764 3143 3203
3626 3881 3117
3292 3527 2987
2843 3048 3295
3108 3569 3679
3659 3557 3325
3138 3331 3296
3563 3376 3314
3473 3367 3036
3437 3254 3376
2953 2891 3115
3496 3683 3562
3468 3587 3352
3285 3378 3167
3279 3427 3415
3316 3422 3279
3242 2955 3460
2950 3103 2755
2650 3330 3187
3080 3152 3134
3240 3074 3481
3286 3639 2976
3491 3649 3475
2887 2989 3564
3515 3378 3119
3101 3404 3488
3093 3541 3026
2995 3305 2978
3804 3569 2969
2713 2580 3258
3334 3111 2801
2788 3587 3087
2747 3268 2748
3172 3582 3208
3410 3377 3210
3496 2946 3248
3624 3433 3394
3060 3131 3115
3075 2904 3141
3247 3026 3074
3047 3545 2528
2958 2865 3276
3491 3817 3102
3625 3265 3156
3576 3754 3158
