814 1797.77
18951 17276 16886
18833 17495 16827
18775 16864 17685
18044 17521 18365
17992 18228 17448
17826 18049 17998
17846 18094 17852
18755 17603 16876
18058 17301 18317
18658 16881 17857
17874 18025 18055
18659 16951 17836
18895 17421 16911
17901 18105 17811
18945 17121 17012
18780 16910 17651
17912 18165 17776
17887 18022 17951
18074 18207 17376
18843 16927 17582
18793 17575 16944
17829 17920 18103
17952 17732 18292
18011 18134 17627
18106 18154 17428
18017 18179 17460
18102 17418 18304
17928 18191 17519
18928 17218 17196
18142 18108 17414
17942 17886 18032
17939 18018 17922
17958 18202 17458
18642 17653 17138
17979 17737 18191
18931 17224 17105
17880 18077 17895
18019 17578 18231
18848 17035 17486
17921 17818 18154
18917 17267 17087
17961 18071 17745
18648 17726 16894
18757 16986 17735
17927 18189 17626
18878 17088 17359
18913 17040 17364
18765 17591 17037
18024 17792 18139
18419 17977 17171
18459 17911 17114
18681 17652 17081
18495 17837 17071
18905 17249 17149
18839 16996 17518
17959 18121 17664
18197 17349 18277
18191 17356 18299
18049 18155 17533
18427 17130 18070
18899 17186 17223
18065 18131 17493
18156 17629 18066
18249 17941 17532
18894 16924 17509
18877 17315 17120
18582 17766 17107
17998 17534 18243
18647 17721 16972
18815 17567 16905
18670 16966 17816
18178 17661 17929
17989 17881 18039
18473 17031 18011
17983 17924 17959
18627 17051 17862
18890 17394 16957
18130 17619 18123
18133 17467 18278
18047 17854 18013
17914 17859 18145
18327 17394 18081
18720 17076 17634
18372 17238 18052
18117 17522 18252
18510 17795 17098
18322 17889 17465
18802 16914 17629
17980 18118 17634
18475 17067 18005
18207 17783 17818
18105 17991 17669
18086 17918 17842
18118 17473 18265
18043 18040 17658
18035 17705 18222
18854 17223 17270
18039 17775 18048
18457 17098 18112
18441 17476 17710
18887 16974 17501
18472 17801 17189
18802 17501 16966
18410 17586 17758
18861 17322 17202
18338 17960 17329
18677 17670 17020
18221 17627 18018
18769 17291 17378
18521 17711 17418
18502 17448 17690
18846 17225 17262
18870 17384 17075
18095 17595 18182
17987 17952 17920
18030 18100 17604
18794 17509 17046
18895 17171 17235
18058 18083 17633
18145 17451 18239
18038 17734 18173
18004 17921 17972
18873 17010 17510
18072 17809 17982
18294 17278 18247
18831 17389 16990
18916 17064 17318
17972 17955 17953
18907 17270 17024
18203 17441 18195
18010 18065 17792
18691 17071 17738
18245 17387 18212
18432 17755 17345
18318 17530 17966
18146 17744 17964
17969 17983 17900
18301 17331 18087
18383 17154 18064
17973 17915 18001
18774 17206 17481
18189 18043 17333
17965 17971 17952
18176 17735 17957
18693 17259 17527
18437 17298 17938
18121 17966 17671
18864 17125 17448
18739 17069 17611
18746 17303 17422
18749 17413 17206
18516 17407 17668
18388 17805 17393
18381 17821 17322
18183 17863 17805
18869 17179 17296
18725 17018 17714
18008 18173 17599
18638 17410 17389
18057 17772 18045
18390 17556 17772
18138 17937 17653
18652 17674 17065
18417 17903 17199
18111 17537 18206
18290 17929 17410
18230 17841 17593
18108 18090 17575
18214 17566 18109
18811 17377 17151
18126 17542 18204
18149 17779 17895
18534 17826 17085
18054 18029 17741
18910 17347 16959
18626 17203 17788
18198 17450 18155
18234 17899 17547
18575 17461 17574
18506 17341 17751
18325 17719 17665
18352 17632 17766
18728 17426 17253
18242 17665 17822
18211 17866 17728
18001 17996 17815
18656 17706 17032
18378 17723 17554
18160 17626 18042
18341 17549 17826
18857 17268 17212
18602 17025 17905
18512 17747 17232
18807 17115 17479
18622 17688 17192
18762 16979 17599
18529 17671 17304
18401 17366 18026
17919 18096 17797
18063 18004 17769
18094 17851 17898
18083 17469 18268
18822 17369 17161
18536 17707 17228
18278 17380 18125
18314 17829 17519
18733 17156 17561
18647 17733 16945
18394 17781 17496
18805 17165 17445
18599 17496 17473
18218 17757 17837
18886 16999 17400
18537 17600 17433
18539 17332 17719
18210 18032 17409
18131 18014 17619
18067 17671 18130
18831 17355 17094
18602 17699 17057
18499 17876 17053
18099 17640 18148
18752 17360 17330
18090 18052 17583
18835 17054 17544
18296 18036 17275
18084 17949 17771
18272 17503 17976
18836 17229 17266
18455 17525 17701
18232 17690 17925
18400 17518 17848
18033 17894 17943
18054 18086 17642
18797 17141 17470
18629 17610 17153
18082 17570 18225
18028 17778 18090
18286 17613 17826
18798 17210 17383
18660 17547 17308
18631 17443 17513
