106040 3600
26836 25007 25368
26818 25165 25272
26603 25448 25238
26525 25128 25585
26726 25292 25245
26543 24963 25632
26627 25332 25420
26714 25204 25395
26440 25462 25270
26575 25271 25503
26361 25449 25344
26456 24890 25659
26543 25250 25523
26301 25281 25542
26444 25499 25045
26450 25379 25426
26780 25116 25357
26669 24970 25584
26171 25145 25647
26469 25338 25470
26580 25026 25598
26875 24976 25048
26743 25022 25435
26671 25091 25485
26421 25479 25150
26589 25406 25344
26372 25133 25607
26246 25182 25605
26169 25325 25509
26241 25241 25570
26525 25419 25357
26274 25130 25620
26671 25313 25358
26839 25114 25099
26755 25195 25292
26092 25140 25657
26685 25342 25132
26628 25379 25274
26529 25460 25152
26659 25046 25519
26375 24943 25646
26662 25334 25335
26337 25421 25367
26786 25228 25082
26066 24920 25677
26682 24908 25557
26521 25338 25444
26056 25023 25668
26157 25217 25583
26788 24975 25407
26439 25384 25401
26696 24872 25497
26786 24933 25419
26362 25302 25486
26762 25227 25136
26661 24993 25557
26389 25472 25167
26826 25138 25141
26471 25429 25318
26613 25396 25276
25966 24781 25704
26171 25501 24989
26875 24976 25048
26266 24768 24821
26317 24635 24721
26169 24621 25128
26295 24803 24755
26306 24676 24773
26354 24862 25000
26111 24442 25054
25969 24340 24661
25970 24544 24855
26029 24541 24694
26095 24770 24944
26027 24717 24873
25900 24622 24639
25493 24503 24569
26158 24519 24692
26174 24649 25014
26034 24464 24690
26281 24584 24763
26088 24523 24592
26123 24485 24824
25960 24590 24526
26073 24525 24638
26074 24619 24841
26199 24457 24835
26014 24381 24863
25867 24441 24691
25956 24598 24724
26009 24622 24713
25798 24344 24546
26002 24499 24642
25775 24305 24610
25590 24220 24568
26452 24805 24879
26223 24597 24944
26128 24576 24925
25967 24351 24693
26026 24451 24899
26201 24570 24649
26158 24783 24903
26601 24957 25111
25892 24685 24804
25757 24342 24857
25742 24479 24786
26228 24619 24748
26172 24713 24746
25780 24644 24597
26246 24635 25028
26266 24795 24767
25981 24462 24685
26016 24604 24692
26090 24423 24775
26212 24543 24797
25998 24828 24916
26411 24742 24999
26079 24501 24580
26266 24712 25046
25902 24316 24897
26228 24608 24919
26147 24709 24658
26204 24739 24917
26121 24499 24854
26200 24891 25134
26431 24926 25145
25854 24200 24605
25782 24553 24701
26396 24460 24976
26011 24616 24946
25968 24892 24901
26270 24874 24879
26136 24589 24929
26150 24929 25055
26331 24721 24958
25938 24607 24891
26026 24370 24850
26067 24635 24833
26381 24828 25262
25908 24362 24773
25897 24607 24694
26256 24542 24989
25972 24619 24911
26261 24745 25062
25847 24395 24689
26368 24758 25216
26188 24706 25057
25777 24421 24960
26199 24778 25018
26419 24802 25258
26211 24727 25015
26250 24592 24854
26232 24851 25036
25783 24424 24471
26127 24502 24831
26095 24579 24544
26203 24853 24917
26145 24633 25141
26313 24630 24645
26126 24630 24942
25987 24745 24941
26193 24685 24673
26281 24403 24977
26264 24732 24981
25821 24422 24572
25950 24684 25003
26018 24381 24636
26046 24704 24621
26292 24655 25231
26230 24830 24834
25922 24501 24753
26019 24612 24740
25726 24583 24884
25752 24206 24602
25799 24344 24743
26156 24776 24619
26183 24469 24825
25586 24560 24897
26052 24767 24937
25898 24542 24928
26089 24403 24844
26168 24853 25083
25897 24624 24978
25942 24593 24704
26286 24723 24947
26071 24594 24957
26129 24660 24974
26229 24525 24859
26233 24877 24913
26101 24654 24962
26349 24774 24952
25876 24613 25051
26190 24597 24829
26281 24787 24727
26153 24591 24916
26141 24461 24853
26210 24581 24772
26178 24610 24776
26183 24698 25065
26125 24608 24652
26534 24792 25113
26457 24676 24858
26172 24409 24978
26097 24528 24906
26128 24716 24844
26331 24665 24712
25869 24423 24819
26095 24652 24824
26360 24654 24639
26065 24637 24814
26069 24670 24818
26145 24661 24879
25971 24762 24744
26227 24665 24983
26119 24636 24715
25745 24404 24855
26218 24704 25006
26055 24381 24547
26093 24842 24708
26326 24877 25142
26065 24652 24724
26259 24604 24884
26146 24414 25068
26097 24615 24954
25865 24425 24758
26274 24679 25069
25863 24598 24709
26014 24586 24861
26156 24703 24834
26251 24533 24782
26054 24559 24850
26084 24607 24936
25823 24709 24761
25642 24357 24686
26258 24844 25037
26162 24741 24960
26413 24521 25138
26277 24666 24948
26138 24533 24905
25831 24622 24806
26396 24911 25058
25557 24260 24319
26157 24579 24988
26312 24425 24975
26254 24663 25120
26165 24752 24652
25910 24650 25044
26374 24792 25041
26103 24746 24826
25985 24756 24924
26267 24891 25131
25686 24309 24685
26239 24894 25137
26122 24567 24875
25919 24413 24633
26337 24655 24769
26246 24414 24793
26103 24609 24710
26094 24762 24829
25966 24452 24681
25913 24459 24644
25596 24358 24693
25327 23909 24101
26236 24528 24624
26120 24671 24937
26262 24938 25093
25921 24485 24870
26067 24601 24857
26010 24609 24704
26577 24874 25074
26061 24601 24880
25987 24571 24824
26214 24695 25156
26348 24599 25011
25846 24541 24831
25889 24252 24762
26397 24754 25015
26215 25102 25047
26175 24337 24784
25832 24261 24623
26043 24592 24872
26013 24823 25001
26098 24459 24901
26013 24789 25019
26012 24517 24696
25956 24527 24660
26018 24555 24994
26038 24612 24807
26330 24629 25152
25854 24564 24931
26351 24742 25168
26099 24448 24772
26269 24588 24942
26075 24501 25006
26193 24817 25042
26217 24698 25099
25540 24124 24749
26097 24421 24977
26407 24982 25139
25932 24333 24803
