557047 3600
17001 16976 16651
16329 17439 16767
15717 16133 17676
15717 16133 17676
16814 17059 16212
16361 16040 17541
16361 16040 17541
16204 16393 17608
15976 16567 17599
16298 16218 17520
16916 16442 16656
16916 16442 16656
16424 17200 16574
16682 16966 17093
16811 16912 17202
16424 17200 16574
16916 16442 16656
16215 17076 17187
16904 16548 17038
16396 17301 16397
16583 16134 17339
16870 16496 17087
16308 17081 17095
16569 16779 17350
16400 17209 16459
17001 16976 16651
16870 16496 17087
16885 16712 16919
16378 16684 17361
16518 16044 17397
16149 17053 17306
16361 16040 17541
16916 16442 16656
16766 17141 16686
16298 16218 17520
16424 17200 16574
16620 16801 17214
16018 17339 16969
16018 17339 16969
16180 17243 16943
16065 16429 17505
16536 17115 16732
16243 17234 16901
15997 17410 16781
16766 17141 16686
16814 17059 16212
16065 16429 17505
16445 17018 17349
16400 17209 16459
15997 17410 16781
15717 16133 17676
16536 17115 16732
16469 16918 17229
16108 16409 17510
16378 16684 17361
16396 17301 16397
16424 17200 16574
16497 17174 16823
16108 16409 17510
16400 17209 16459
16766 17141 16686
16349 17165 17032
16814 17059 16212
16580 16996 17016
16583 16134 17339
16329 17439 16767
16037 17107 17242
16243 17234 16901
16469 16918 17229
16580 16996 17016
16870 16496 17087
16501 17233 16350
16446 16835 17294
16396 17301 16397
16399 17072 16859
16536 17115 16732
16671 17167 16714
16634 17107 16786
16037 17107 17242
16303 17184 16803
16018 17339 16969
16361 16040 17541
16149 17053 17306
16215 17076 17187
16329 17439 16767
16399 17072 16859
16527 17031 16985
16323 16440 17465
15997 17410 16781
16329 17439 16767
16527 17031 16985
16378 16684 17361
16885 16712 16919
16418 17182 16840
16811 16912 17202
16180 17243 16943
16400 17209 16459
16037 17107 17242
16399 17072 16859
16180 17243 16943
16766 17141 16686
16400 17209 16459
16308 17081 17095
16527 17031 16985
16885 16712 16919
16424 17200 16574
16766 17141 16686
16037 17107 17242
16018 17339 16969
16215 17076 17187
16108 16409 17510
16400 17209 16459
16296 16584 17416
16766 17141 16686
16904 16548 17038
15976 16567 17599
16378 16684 17361
16580 16996 17016
16323 16440 17465
16518 16044 17397
16296 16584 17416
16149 17053 17306
16349 17165 17032
16634 17107 16786
16885 16712 16919
16518 16044 17397
16065 16429 17505
16399 17072 16859
16215 17076 17187
16904 16548 17038
16446 16835 17294
16620 16801 17214
16682 16966 17093
15976 16567 17599
16682 16966 17093
16037 17107 17242
16811 16912 17202
16518 16044 17397
16536 17115 16732
16298 16218 17520
16811 16912 17202
15717 16133 17676
16527 17031 16985
16037 17107 17242
16303 17184 16803
16418 17182 16840
16349 17165 17032
16904 16548 17038
16037 17107 17242
16536 17115 16732
16885 16712 16919
16870 16496 17087
16580 16996 17016
16870 16496 17087
16569 16779 17350
16446 16835 17294
16329 17439 16767
16378 16684 17361
16885 16712 16919
16469 16918 17229
15717 16133 17676
15717 16133 17676
16204 16393 17608
16536 17115 16732
16204 16393 17608
15976 16567 17599
16501 17233 16350
16018 17339 16969
15717 16133 17676
16400 17209 16459
16580 16996 17016
16298 16218 17520
16536 17115 16732
16766 17141 16686
16501 17233 16350
16536 17115 16732
16296 16584 17416
16766 17141 16686
16065 16429 17505
16501 17233 16350
16329 17439 16767
16904 16548 17038
16396 17301 16397
16308 17081 17095
16424 17200 16574
16497 17174 16823
16536 17115 16732
17001 16976 16651
16682 16966 17093
16204 16393 17608
16108 16409 17510
16445 17018 17349
16446 16835 17294
16904 16548 17038
16215 17076 17187
16399 17072 16859
17001 16976 16651
16885 16712 16919
16349 17165 17032
16149 17053 17306
16518 16044 17397
16400 17209 16459
15997 17410 16781
16904 16548 17038
16766 17141 16686
16400 17209 16459
16682 16966 17093
16180 17243 16943
16399 17072 16859
16400 17209 16459
16418 17182 16840
16378 16684 17361
16037 17107 17242
16469 16918 17229
16323 16440 17465
16527 17031 16985
16329 17439 16767
16149 17053 17306
16018 17339 16969
16634 17107 16786
16671 17167 16714
16396 17301 16397
16378 16684 17361
16497 17174 16823
16149 17053 17306
16361 16040 17541
16329 17439 16767
16916 16442 16656
16298 16218 17520
16298 16218 17520
16018 17339 16969
16501 17233 16350
16204 16393 17608
16536 17115 16732
16204 16393 17608
15717 16133 17676
15717 16133 17676
16018 17339 16969
16204 16393 17608
16569 16779 17350
16870 16496 17087
16870 16496 17087
16885 16712 16919
16037 17107 17242
16904 16548 17038
16243 17234 16901
16418 17182 16840
16303 17184 16803
15717 16133 17676
16811 16912 17202
16298 16218 17520
16811 16912 17202
