69443 2580.88
3611 3890 3408
3682 3730 3535
3449 3895 3479
3724 3690 3493
3788 3682 3398
3476 3833 3535
3866 3403 3471
3407 3954 3389
3496 3965 3307
3955 3483 3253
3541 3843 3495
3436 3558 3745
3741 3778 3347
3908 3603 3310
3650 3810 3454
3442 3385 3810
3800 3735 3279
3530 3981 3228
3580 3726 3567
3454 3767 3605
3751 3513 3554
3588 3487 3724
3853 3514 3419
3599 3794 3503
3709 3711 3420
3435 3595 3723
3518 3602 3689
3380 3433 3784
3641 3551 3656
3690 3517 3635
3926 3486 3320
3398 3775 3618
3758 3438 3588
3723 3826 3317
3689 3788 3422
3849 3623 3359
3711 3543 3607
3441 3638 3672
3602 3631 3605
3607 3511 3697
3759 3819 3258
3506 3502 3740
3651 3898 3291
3863 3543 3391
3445 3920 3417
3532 3553 3719
3512 3656 3642
3558 3941 3336
3872 3636 3308
3585 3926 3341
3778 3587 3438
3646 3576 3635
3487 3691 3626
3924 3581 3263
3724 3567 3560
3815 3672 3332
3637 3657 3567
3675 3865 3292
3397 3813 3552
3750 3615 3430
3360 3349 3839
3269 4063 3196
4008 3451 3179
2952 3329 2856
2923 3175 2822
2947 3127 2964
3157 3243 3080
2580 2857 2709
2834 2973 3119
2547 2811 2568
3113 3633 3026
2734 3226 3061
2760 2913 2944
3079 3029 2945
3278 3347 2981
2954 3170 3130
3217 3213 3132
3044 2875 3022
3007 3267 3116
2863 3489 3079
3115 3074 3258
2751 2859 2865
2742 3035 2988
2999 3267 3129
3172 3382 3293
2967 3121 2800
2883 3094 2800
2923 3086 3115
2806 3268 3022
2960 2949 3010
2546 2958 2754
2975 3348 2947
3126 3113 3080
3127 3280 2913
3285 3439 3245
2690 2929 2960
3070 2859 2905
2932 3683 3191
3108 3239 3098
2679 3038 2919
3200 3133 3101
2940 3064 2993
2894 2843 2838
2891 3072 2709
3302 3394 2977
2849 3135 2713
3064 2970 2791
3263 3121 2943
2904 3057 2964
3086 3413 3006
3437 3102 3055
2830 3068 3005
2954 2808 2791
2632 2943 2662
3118 3022 2935
3124 3169 3049
2732 2735 2828
3283 3195 3089
3127 3206 3086
2942 2959 3005
3141 3171 3096
2590 3087 2954
2790 2991 2852
3216 3064 2808
3043 3163 2932
3398 3226 3080
3398 3156 3016
3092 3149 3177
2724 2657 2879
3033 3310 2892
2878 3150 3065
2847 3134 2871
3028 3155 3242
3062 3207 2900
3047 3026 2947
3349 3091 3047
2984 3100 3210
3076 3130 3115
3199 3148 2987
3292 3310 3048
3055 3146 3030
2764 2714 2853
3071 3160 3189
2965 2830 2943
2935 2813 2853
2601 2914 2714
2984 3084 3016
2900 2964 2992
2840 2945 2767
2942 3217 3013
2596 2874 2831
3193 3285 3089
2723 2929 2877
2796 3130 2960
2913 3055 2805
3129 3374 3208
3002 3077 2840
3295 3437 3156
2976 2980 2863
3301 3085 2955
3293 3174 2947
3074 2928 3047
3139 3059 2951
3101 3319 3053
2918 3011 2836
3020 3275 3107
3165 3376 3005
3051 3143 2841
3079 3053 3156
3004 3227 2985
2902 2973 2913
2947 2924 3113
2787 3305 2940
2923 3239 3150
3136 3361 3106
2726 3103 2734
3064 3054 2914
2913 2899 2929
2910 3007 2785
2966 3083 2946
3287 3357 3002
3290 3309 3046
2998 3054 2769
2644 2707 2746
2603 3082 2685
2920 3428 3144
3062 3041 2817
3224 3336 2983
3205 3164 3150
3018 2951 2949
3249 3307 3192
3002 3046 3093
2993 2977 2837
2801 2949 2894
2931 2910 2832
2884 3440 3058
3151 3410 2951
3085 3309 2917
3191 3245 3028
3200 3492 3120
2982 2862 3127
3035 3267 2856
2910 3215 3101
3195 3121 3116
2891 3046 2907
3169 3260 3070
2787 2886 2905
2970 3222 3096
3115 3054 3047
3009 3087 3152
2740 2857 3048
2965 3029 2730
2950 2915 3057
2971 3277 2872
3123 3124 2986
2954 3221 3156
3093 3162 3014
2941 3079 2787
2744 2875 2807
3182 3152 2859
3009 3000 2951
3038 2995 2727
2826 3169 2990
3270 3128 3110
3309 3177 3079
2996 3091 3019
3201 3218 3136
2959 2960 2987
3227 3189 2950
2541 2860 2566
3322 3255 2952
3003 3352 2995
3202 3372 3126
2834 3240 3038
3013 2990 2946
3168 3335 3077
3041 3259 2940
3127 3148 2937
2944 3002 2699
3053 2908 2794
3020 3127 2863
2908 3118 2855
3230 3208 2905
2810 3038 2923
2880 3075 2846
3152 3016 3111
3060 2875 3078
3271 3262 2952
3156 3099 3134
2950 2968 3086
2876 2786 2998
2991 3367 2916
2894 2736 2968
2925 3063 2999
3403 3687 3111
3222 3443 3154
2887 3150 2686
3133 3123 3032
3085 3509 3136
3213 3302 2966
3027 3054 3121
2969 2971 3188
2831 3411 2989
3214 2946 2981
3189 3367 3062
2622 3031 2611
3019 3295 2851
2981 3039 3063
2523 2969 2768
3070 3353 3132
2928 3179 2879
2868 3197 3201
2959 2991 2974
2827 3199 2964
3006 3382 2897
2873 2886 2902
3023 3104 2963
2729 3029 3112
3186 3097 2994
2834 3019 2896
3085 3351 2910
2749 2810 2533
3078 2992 2867
3075 3210 2837
2981 3280 2870
3213 3302 2962
3136 3140 2957
2721 2940 2777
2969 2849 3073
3173 3203 3022
2738 2974 2929
2930 3036 2833
3025 3491 3092
3043 3051 3157
3078 3071 2994
3083 3102 2996
3347 3097 3052
3047 3414 3121
2930 3127 3162
2922 2852 2649
3162 3165 2960
3117 3069 3298
3299 3230 2894
3041 3019 2890
3121 3345 2862
2935 2889 3067
3299 3263 3093
2454 2961 2913
3071 3462 3269
2908 2880 2832
3100 3139 2923
3322 3322 3358
3017 3069 3134
2693 2929 2743
3048 3058 2872
2610 2929 2796
2731 2779 2799
3174 3222 2975
2975 3172 2900
2869 2905 2938
2883 3290 3030
3134 3063 3083
3125 3047 2839
2526 2247 2430
3324 3290 2773
3005 3205 3085
3042 3296 2987
3236 3302 3050
3007 2911 2776
2605 2992 2980
2832 2800 3208
3101 3221 3000
3138 3133 3032
2973 2970 2884
3266 3203 2932
2948 3159 2888
2751 2948 2753
3122 3219 3089
2358 2313 2273
3231 3137 3044
3006 2963 3110
2893 2982 2980
2797 2959 3096
3105 3103 2812
2665 3071 2988
2969 2997 2824
3154 3173 3157
3119 2883 2987
3326 3120 2909
2914 3069 2737
2882 2718 2730
2810 2944 2785
3182 2976 3048
2952 2780 3023
3275 3412 2941
2833 2900 2690
3014 3114 2997
2710 2884 2970
3017 3362 2916
2965 3076 2882
2992 2972 2843
2721 2903 2937
3188 3255 3262
3017 3144 3037
2971 3084 2828
2986 2851 2841
3199 3096 2908
3407 3159 3182
3177 3441 3035
2833 2671 2900
2745 2825 2852
3147 3010 2919
3090 3072 2967
3104 3213 3118
3228 3218 2999
2767 2908 2924
3060 3140 2865
3124 2810 2928
3083 3071 2971
2850 2863 2835
3114 3149 2980
2971 3286 3142
3134 3186 3060
2803 2876 2887
2879 3053 2899
3222 3260 2975
3087 3481 3030
2555 2736 2681
2835 3131 2823
2717 3182 2754
2884 3071 3078
3100 3373 3170
2904 3098 2940
3239 3040 2778
3048 3167 3135
3046 2966 3055
2757 2647 2771
3132 3141 2846
3166 2865 2947
3100 3178 3002
2661 2624 2657
2950 2859 2884
3042 3014 3247
3215 3166 3052
3155 3314 2989
3438 3305 3286
2725 2974 2743
3234 3302 3169
2794 2908 2953
2859 3141 2814
3133 3464 3000
2911 2990 2881
2760 2792 2937
2889 2813 2795
3215 3253 2980
3057 3113 2864
3180 2836 3080
2923 3241 2883
2631 2906 2830
2814 2928 2881
2894 3208 2805
2961 3342 3150
2483 2686 2685
3083 3104 3047
3097 3076 2999
3324 3383 3188
2988 3320 2994
2983 2971 2874
3112 3205 2926
3215 3126 3077
3144 3178 2952
2863 3032 2798
2801 2920 2812
3022 3379 3444
2885 2941 2990
3097 3237 3051
2785 2961 2755
3035 3119 3099
3058 3207 2981
2978 3149 3016
3210 3340 3003
2616 2877 2781
3254 2907 3016
3278 3256 2982
3051 3297 3032
3098 2988 2753
2873 3105 3052
2975 3151 3028
2873 2914 2841
2921 3225 2919
3213 3069 3087
3029 3065 2869
3113 2880 2847
3369 3178 3172
2924 2904 2762
2982 2822 2781
2978 3046 3061
3351 3296 3296
3320 3109 3320
3027 3142 3102
2689 2857 2848
2832 2825 2953
2931 3157 2850
3194 3410 3032
2819 2944 2971
3256 2914 2901
3079 2945 2976
3238 3267 2942
3202 3428 3278
3034 3007 2997
3072 3045 3045
3170 3220 3083
3047 3278 2822
3167 3251 2954
2863 3415 3067
2869 2937 2903
2832 3001 2815
2737 3042 3006
2878 3059 2989
2737 3085 2759
2832 2825 2729
3177 3440 2850
2920 3088 3125
3081 3294 3098
2858 2827 2854
2716 2657 2764
2959 3190 3268
3317 3392 3030
2837 3025 2828
