105685 3421
8267 9750 8035
7527 7921 9576
9846 8136 7713
9842 8234 7648
7836 7674 9522
8793 9335 8263
8901 9280 8220
8872 9161 8293
7607 8074 9514
8220 8262 9262
8425 8061 9157
8027 8468 9184
9648 8553 7957
8136 7993 9393
7527 7921 9576
8310 8767 9046
8019 7994 9370
8095 7825 9441
8734 8174 8900
8403 9647 8155
8555 9524 8203
8109 8799 8951
7974 7935 9465
7664 7982 9539
9604 8584 7953
7809 7903 9486
8464 9609 8150
8710 8926 8600
9568 8559 8050
8596 9391 8330
7947 8019 9445
8263 8433 9205
9708 8358 7749
8145 8287 9300
7919 8288 9415
9065 8988 8275
8004 8031 9436
7818 7795 9502
9361 8618 8115
8377 8860 8855
7940 8495 9213
7926 7866 9473
8441 8420 9100
8385 9556 8317
8527 9491 8230
7817 7702 9527
8331 9594 8230
7806 7725 9513
7891 8355 9334
8682 9418 8309
9793 8324 7776
8579 9365 8447
9273 8590 8468
7706 8090 9465
8947 8678 8580
9132 8948 8341
8054 8204 9346
8678 9248 8408
9146 9121 7899
7686 8248 9425
8341 9682 8129
8505 8895 8816
8808 8657 8738
8088 8228 9333
8758 8941 8523
9659 8477 7937
9599 8299 8077
8549 8206 9070
9109 9030 8208
8499 8343 9014
8012 8279 9350
8189 8793 8972
9719 8476 7734
9414 8829 7908
8852 8384 8744
9673 8572 7869
8776 8577 8797
9839 8252 7673
9222 8775 8427
8623 9364 8403
7782 7753 9530
9042 8916 8494
8227 8618 9117
9013 9062 8189
8790 8786 8683
8249 9239 8571
9198 8952 7999
8973 8651 8527
8349 9049 8666
8071 8548 9145
8000 8122 9421
9331 8953 7989
8368 9685 8100
8385 8702 9003
8579 8844 8747
9516 8685 7889
9800 8256 7757
8154 8146 9310
8267 9750 8035
7778 8065 9469
8484 9451 8316
7613 7930 9561
8446 9571 8272
8038 7916 9447
7722 7853 9549
8699 8402 8892
8749 9191 8396
9763 8339 7729
9250 9035 7896
7628 7967 9558
9309 8970 7895
8667 8630 8875
8656 8330 8933
7859 7864 9488
8730 8913 8566
8969 8560 8659
9500 8665 7905
7745 7919 9509
8273 9717 8101
8609 9071 8631
8167 8350 9234
9464 8741 7838
9527 8643 7790
9083 8841 8495
8189 9100 8773
9145 8995 8134
9700 8448 7934
9547 8606 7915
8472 9633 8132
8396 8832 8922
8663 9061 8634
8926 9014 8455
9210 9051 7829
8680 8952 8713
7836 7674 9522
8401 8568 8981
8490 8567 9059
8186 8961 8806
8700 9175 8426
8912 8769 8509
9321 8534 8329
8349 8589 9132
9454 8777 7874
8365 8181 9246
9700 8448 7934
8570 8881 8841
8438 9637 8124
8514 8519 8932
9345 8814 8013
8528 8818 8860
9088 9020 8224
8937 8760 8626
9158 8739 8509
9815 8283 7698
8554 9343 8542
8299 9084 8743
9451 8699 7893
8855 9097 8364
8286 8261 9222
9535 8636 7836
8994 9202 8165
8645 9079 8615
9434 8717 8073
9815 8283 7698
9332 8731 8069
9283 8710 8390
9755 8257 7789
9520 8674 7825
8811 8785 8572
8067 8808 8959
9741 8342 7808
7797 8110 9443
7722 7853 9549
8233 8117 9308
8273 9717 8101
7818 7795 9502
9781 8348 7677
9547 8606 7915
9143 8878 8208
9382 8725 7993
8495 9595 8089
9481 8392 8054
8964 9018 8413
9278 8543 8419
8496 8118 9087
8639 8823 8822
8290 8310 9209
8393 9475 8376
8540 9397 8313
8887 9105 8267
7855 7982 9467
9842 8234 7648
8275 8308 9245
8997 8981 8351
9466 8671 8093
9741 8342 7808
8452 8742 8893
9345 8732 8022
8636 8574 8879
8689 9440 8166
