255564 3540.49
2815 3930 3540
4056 3323 3227
3614 3078 3722
3101 4147 2976
3179 4145 2930
3265 3261 3903
2892 3952 3516
2815 3930 3540
3208 4125 3061
3898 3644 3131
3767 3587 3482
3708 3103 3677
3723 3221 3588
3089 3725 3647
3879 3577 3350
3335 4029 3239
3610 3144 3719
3179 4145 2930
3953 3513 3195
3583 3189 3791
3984 3453 3266
3421 4096 2962
3278 4117 3034
3338 4066 3103
2936 3858 3608
3688 3829 3215
3708 3103 3677
2964 3707 3693
3664 3324 3643
3400 3204 3834
3114 3496 3782
3399 4045 3203
3511 3905 3346
3255 3355 3850
3294 4114 3115
3856 3696 3284
3263 4139 2996
3445 3307 3799
2993 3976 3389
3802 3335 3503
3198 3355 3878
2997 3781 3658
3310 3237 3826
3737 3416 3513
3483 4019 3185
3316 3904 3404
3906 3437 3340
3617 3847 3286
3468 3684 3603
3546 4036 3150
3826 3617 3381
3421 4096 2962
3894 3656 3180
3631 3262 3703
3964 3510 3169
3362 4091 3016
3223 3972 3376
3555 3343 3684
4000 3451 3201
3945 3374 3401
3441 3987 3212
3347 3683 3637
3890 3489 3254
4007 3485 3152
3486 3756 3518
3413 3608 3670
2984 3916 3511
3045 3893 3547
3750 3790 3339
3143 3581 3769
3646 3966 3223
3286 3571 3714
3614 3078 3722
4026 3226 3296
3056 3729 3681
3387 3181 3863
3497 3477 3685
3536 3794 3313
3777 3675 3357
3185 3674 3742
3641 3333 3618
3601 3427 3561
3278 4117 3034
3416 3665 3614
3338 4085 3095
3362 4091 3016
3547 3284 3752
3245 3586 3724
3299 4075 3158
2936 3858 3608
3167 3802 3611
4043 3293 3234
3132 4122 3076
3357 4013 3230
3063 3446 3848
3842 3244 3422
3255 3534 3759
3003 3874 3563
3026 3694 3719
3596 3570 3584
3819 3253 3494
3468 4061 3140
3066 3463 3792
3435 3499 3739
3049 3892 3496
3629 3659 3434
3161 4142 2992
3698 3381 3580
3267 3285 3895
3539 3162 3809
3535 3256 3765
3074 3675 3692
3391 3921 3321
3257 3317 3828
2922 3991 3429
3198 3355 3878
2968 3934 3520
3240 3643 3698
3550 3523 3622
3312 3689 3571
3725 3400 3525
3233 3551 3749
3249 3772 3566
3539 3162 3809
4043 3293 3234
3294 4114 3115
3100 3916 3488
4026 3226 3296
3945 3453 3276
3140 3886 3546
3620 3706 3427
3685 3545 3492
3969 3469 3182
3373 3926 3293
4015 3392 3170
3423 3747 3559
3155 3433 3805
4056 3323 3227
3797 3498 3419
3810 3634 3335
3573 3766 3445
3316 3940 3398
3310 3808 3485
3610 3144 3719
3370 3561 3715
3375 3212 3817
3573 3766 3445
3208 4125 3061
3225 3612 3705
3599 3947 3231
3395 3764 3544
3787 3766 3267
3917 3432 3330
3479 3625 3577
3014 3968 3463
3427 3376 3804
3925 3445 3306
3413 3608 3670
2980 4002 3425
3375 3212 3817
3452 3934 3287
3540 3539 3647
3588 3504 3671
3122 3960 3459
3387 3181 3863
3267 3285 3895
3212 3803 3555
3810 3634 3335
3180 3970 3392
3259 3937 3414
3124 3740 3640
2912 3939 3494
3470 3714 3566
3379 4082 3087
3212 3783 3631
4015 3392 3170
3696 3821 3246
3840 3536 3408
3036 3963 3470
3521 3692 3533
3459 3377 3753
2922 3991 3429
3101 4147 2976
3071 3780 3672
3212 3783 3631
3550 3523 3622
3191 3458 3776
3696 3821 3246
3387 3310 3805
2903 4008 3436
3392 3882 3474
3191 3458 3776
3825 3547 3417
3657 3496 3533
3500 3740 3451
2980 4002 3425
3468 4061 3140
2903 4008 3436
3924 3408 3320
3917 3432 3330
