8732 2707.23
3101 4147 2976
4062 3302 3151
3235 3244 3931
2924 4116 3177
3179 4145 2930
3663 3086 3735
3179 4145 2930
3432 3102 3873
3700 3137 3713
3421 4096 2962
3432 3102 3873
2971 3964 3518
2953 3985 3493
3421 4096 2962
3663 3086 3735
3717 3155 3696
2984 4037 3407
2933 4081 3273
3010 3970 3502
3002 3912 3593
3130 4140 3028
3423 3372 3832
3446 3189 3857
3101 4147 2976
3885 3767 3126
3143 4127 3155
3020 4059 3362
3235 3244 3931
3309 3191 3922
2996 4040 3400
3561 4049 3057
3337 4122 2980
3278 4117 3034
3238 4107 3179
4043 3388 3202
3305 3533 3814
3563 3451 3780
3045 3946 3526
4003 3448 3280
3215 4140 2989
2987 3774 3704
2949 4077 3304
2940 4015 3441
2924 4116 3177
3643 3995 3015
3514 4064 3044
3941 3650 3102
3863 3405 3529
3433 3589 3742
3656 3170 3725
3799 3199 3640
3307 3347 3882
3811 3256 3614
3595 3413 3739
3986 3582 3073
3233 3819 3644
3068 3993 3440
3218 3521 3828
3107 4128 3100
3012 3529 3847
3337 4122 2980
3582 3276 3770
3171 4137 3020
3226 4120 3022
3390 3224 3903
3776 3801 3279
3161 4142 2992
3783 3603 3522
3309 3191 3922
3840 3720 3319
3953 3316 3471
3250 4120 3001
3487 3219 3845
3733 3932 3136
3231 3810 3652
3137 3974 3477
3053 3815 3665
3355 3599 3763
3931 3309 3478
3552 3222 3787
4030 3402 3231
3426 3332 3843
3191 3634 3782
3779 3782 3339
3214 3311 3915
3439 4008 3342
3977 3161 3430
3806 3340 3600
3886 3730 3180
3906 3542 3411
3753 3816 3331
3177 4120 3072
3762 3148 3662
3703 3754 3468
3147 3992 3447
3459 3982 3382
3536 4055 3081
3845 3556 3456
3036 3785 3679
4042 3462 3120
3394 3650 3694
3158 3691 3750
3832 3832 3121
3200 3952 3513
3204 4096 3245
3082 3980 3482
3302 3650 3746
3210 3572 3800
3829 3676 3410
3639 3390 3717
4013 3260 3349
3044 4103 3250
3825 3577 3510
3685 3665 3555
4049 3281 3250
3680 3505 3649
3050 4075 3316
3278 4118 3009
3352 3327 3875
3250 4120 3001
3587 4022 3062
3692 3884 3276
3738 3955 3065
3971 3239 3451
3149 4122 3095
3094 3976 3491
3591 3798 3532
3258 3487 3838
3436 3163 3870
3364 3417 3842
3467 3950 3397
3744 3437 3635
3407 4089 3080
3251 3967 3475
3279 3658 3756
3534 3341 3792
3081 3983 3473
3325 4078 3193
3290 3318 3893
3520 3183 3827
3266 4102 3153
3468 4061 3140
3134 3772 3663
3648 3777 3499
3502 3151 3845
3373 3365 3840
3819 3418 3579
3571 3628 3661
3998 3507 3160
3918 3474 3454
3385 3682 3701
3900 3714 3092
3786 3596 3501
3844 3581 3425
3999 3253 3415
3510 3958 3322
3477 4075 3075
3135 3510 3858
3789 3284 3646
3183 3882 3587
3852 3326 3570
3570 3738 3559
3863 3651 3310
4023 3464 3220
3820 3721 3316
3644 3226 3744
3334 3250 3889
3369 3363 3853
3592 3961 3257
3201 3861 3612
3268 3482 3836
3035 3869 3621
4011 3497 3215
3322 3550 3800
3935 3335 3460
3871 3568 3442
3387 3307 3879
3937 3532 3329
3237 3742 3703
3392 4012 3350
3731 3586 3597
3868 3644 3373
3189 3990 3449
3749 3802 3345
3118 3741 3720
3197 4110 3187
3629 3989 3112
3915 3579 3354
3246 3516 3829
4016 3522 3133
3678 3955 3167
3509 4035 3185
3890 3407 3526
3173 3867 3609
3344 3570 3781
3206 3854 3591
3528 3959 3307
2999 3942 3549
3030 3795 3668
3544 3204 3822
3089 3792 3666
3115 3839 3624
3878 3723 3248
3964 3233 3464
3153 3411 3881
3112 3965 3492
3150 3954 3523
3378 3717 3663
3316 3752 3681
3836 3773 3240
3017 3484 3866
4061 3386 3176
3079 4028 3423
3823 3360 3560
3540 3509 3731
3229 3877 3561
3138 3578 3828
4037 3315 3260
2978 3970 3506
2933 4081 3273
2974 3980 3512
3947 3222 3487
3643 3995 3015
3208 4035 3385
3263 4139 2996
3335 4111 3107
4017 3483 3006
3518 3232 3820
3263 4139 2996
3154 3290 3919
3603 3282 3761
3410 4052 3218
3726 3834 3314
3442 3196 3861
3444 4024 3214
3842 3671 3376
3722 3795 3404
3815 3851 3045
3367 3900 3546
3445 3459 3817
3260 3312 3908
3389 3487 3802
3436 3527 3774
3281 3641 3752
3516 3971 3311
3992 3443 3305
3503 3207 3836
3541 3892 3458
3858 3243 3582
3929 3655 3162
3410 4068 3131
3980 3368 3384
3912 3694 3114
3972 3472 3312
3262 3882 3558
4027 3302 3317
3360 4105 3083
3873 3262 3568
3365 4013 3326
3295 3289 3898
3443 3285 3855
3551 3960 3302
3266 4090 3188
3130 3376 3906
3345 4092 3129
3483 3524 3754
3208 3900 3575
3161 4142 2992
3768 3938 3048
3163 3820 3658
3773 3879 3117
3686 3927 3227
3798 3701 3414
3391 3179 3888
3721 3395 3647
3920 3662 3224
3615 3781 3525
3803 3352 3599
3499 4048 3140
3902 3564 3394
3360 3540 3790
4010 3204 3398
3723 3806 3338
3668 3685 3540
3983 3315 3408
3573 3842 3457
3434 3670 3680
3968 3246 3438
3652 3799 3443
3320 3830 3604
3630 3817 3450
3904 3393 3509
3705 3948 3132
3959 3551 3303
3786 3851 3182
3568 3590 3690
3623 3533 3685
3876 3629 3368
3255 3321 3896
3973 3470 3336
3347 4069 3230
3419 4020 3281
3397 4094 3052
3701 3755 3428
3123 3661 3769
3240 3785 3656
3649 3545 3654
3902 3430 3486
3651 3668 3598
3995 3180 3422
3066 4131 3108
3324 3259 3896
3709 3277 3691
