38016 1981
29050 25980 24173
25116 21889 26837
23835 25805 26762
27519 23764 26486
22656 21526 26248
26153 22782 27483
26717 23681 27320
26892 24542 27558
24109 23481 27831
27851 24153 27758
28060 25457 25575
25330 25103 28492
25653 26341 27688
24727 24098 28126
23461 25104 28436
28744 24155 23231
27576 23320 27709
26913 26152 26253
24876 25886 28081
23641 24485 26750
28199 25243 24537
26830 26271 25981
24212 23457 26782
26063 25853 27644
27421 25602 23746
29096 25021 24788
26691 22509 27297
25459 24696 22818
24063 24184 28715
25939 24385 24235
26532 26578 25243
25948 22015 23819
26727 26447 26625
28239 26589 24801
26861 26745 24714
24715 23261 27903
24925 26128 27804
25739 24506 26125
26629 26101 26447
23478 24313 26516
24920 24688 27648
26182 23401 27881
24132 23774 28225
26400 23491 27068
26343 24257 28091
25412 26626 26537
25280 23826 28860
28110 27158 24175
22165 23321 25362
27586 23834 27282
25862 25915 26022
27380 27053 26279
27947 25421 26885
28645 25364 26674
23818 22952 27839
26953 26752 25868
27024 26432 25626
25638 24527 23382
25270 23500 26993
28896 25239 25257
24439 25989 27755
27139 23512 27376
25942 26493 23680
26103 27449 25584
22751 22461 25805
28523 25681 24280
26050 22981 26401
24324 23981 28656
22551 23186 27712
27136 24494 24185
27414 27534 24633
25113 26139 24531
28273 24773 23679
26407 23389 26694
27589 26125 24439
27254 23540 27922
27322 25731 23895
25203 24808 28360
25888 23789 27089
25244 24664 27961
25642 25529 27040
27929 25426 22625
25279 25697 27608
27680 24855 23155
24413 25642 27781
27918 25330 24913
26790 24867 25605
27280 26622 25854
23463 24850 27554
23617 24048 27450
24927 23731 28020
26787 24871 26858
24744 24948 28487
28658 26601 23885
28305 25686 25917
24438 26151 26995
28254 25200 24249
26471 27575 24257
24456 23817 28579
26288 25013 25465
24810 23886 28412
23872 26043 26456
26089 23750 27762
27308 23566 27451
28070 24556 26433
26836 23672 28467
27972 26747 25135
27879 24925 25127
27931 24498 24348
26624 23585 28378
27687 25854 25306
25866 26760 26389
27840 24114 23913
25617 25713 26571
24156 24587 28601
26834 23019 27872
26247 26745 27563
25225 24833 27257
27510 24011 27462
27699 25849 25253
28866 26731 24870
28886 26096 23873
28323 23967 24707
27230 25762 24715
25918 26341 25587
26908 27767 25423
27386 25777 24381
26361 26780 25585
23167 22698 26377
27098 26645 24133
26609 25172 23472
28144 25163 26180
24928 25792 25726
24641 24699 28710
27734 25150 22447
25814 22213 25719
24747 24889 28747
27866 24921 26392
27725 27023 24142
24905 25242 27289
26041 26405 26401
27833 25609 26471
27886 25180 25725
25333 24413 28053
27871 26644 23503
27627 25121 24215
24677 22849 28506
28934 25503 25116
27215 25186 26808
26232 23233 27093
25062 25672 26577
27711 27181 24884
24261 22981 27397
25562 26727 26218
28509 25102 25443
26425 26727 23956
27352 24013 27546
27641 26363 24774
28986 26241 24690
26993 24751 27780
26822 25468 27588
27761 23854 27470
25321 23421 28978
25517 25766 26270
24873 24983 25013
26927 26980 24156
24822 23879 28393
25144 24934 25856
27535 24812 26698
27631 23552 25692
27004 23169 25997
24656 24714 27748
25639 25818 27094
26992 24050 26900
27943 26421 25592
26134 27580 25352
26376 25198 27495
26718 23181 25343
25792 24403 27824
25019 24136 28750
28345 24681 26734
28072 24009 25944
28791 24902 23892
25694 24251 28803
28043 24111 26141
26091 24931 28041
24346 25581 28447
27407 24328 27542
27230 24025 27194
21287 20028 25440
24619 23626 28634
26419 26144 25823
24928 23727 23482
24109 23995 27297
23068 23719 27903
27277 25765 26100
27110 23777 26580
27746 26009 25390
26127 27110 26086
27689 23326 26363
25617 26021 23980
27671 24844 25676
27597 25645 24271
29117 26033 24510
26661 23579 26901
24721 25235 24302
26499 26999 26896
23832 23552 26468
25560 24357 25956
27836 25682 23415
27817 24684 25638
28507 26220 24688
26021 23282 28266
26424 22980 27862
25090 24199 25871
24790 22528 27829
27594 26070 24103
25729 25601 27352
24449 25951 26907
28988 25664 25103
24807 25526 25295
25605 23323 28393
26002 27249 26372
25464 24725 27433
25991 25958 26362
28730 25492 23924
27504 25614 26436
26249 25666 24984
25086 23659 28399
27566 24307 26216
27012 26917 26367
27876 27120 23996
28789 25468 25144
24507 23578 27776
27344 25245 27263
24155 22213 27204
26756 24345 28015
24938 23934 27908
26795 24571 27760
28391 24635 26542
23040 24324 27877
26901 27066 25173
26032 22770 28270
24504 23245 27885
25674 23550 28298
27537 26310 24669
25702 26229 24374
26297 27048 24718
27276 26929 25149
25588 23790 27136
28083 23794 26817
26835 24284 25608
21437 23048 25988
26510 25584 22801
25908 26041 25284
24339 25826 23288
27257 25751 26310
26107 23290 27973
25737 25277 28086
26105 25033 26856
24943 26792 25748
28438 25749 25430
25683 25451 27058
26575 24788 27134
26297 23355 27662
26802 26522 23024
25931 25380 27389
24638 23772 27825
24314 22785 25829
25900 24524 23400
25420 23198 25947
27656 24904 24531
28895 25471 24650
23057 22509 26650
26067 23224 25672
28305 23670 25723
24243 26067 26887
25153 22973 28361
28793 26319 24660
26605 25418 25828
26513 24011 25371
24931 25371 27988
26090 24279 28328
27249 25986 25575
25901 25064 27382
28957 25826 24555
25629 23947 28438
25413 23590 27151
24721 23805 28822
26563 22151 24661
24755 23696 28321
27679 24787 27746
25234 24865 26101
27727 25163 26435
29042 25547 25066
28555 26191 24943
26293 27237 24914
26998 23894 26865
27440 23273 26424
26554 24004 26755
