4276 670.629
18482 17385 17389
18277 17810 17091
18119 17165 18169
17620 17487 18534
17536 18484 17656
17229 18317 18111
18442 17457 17443
18231 17773 17646
18082 17834 17468
17978 18067 17361
18373 17418 17515
18149 17272 18144
17574 17780 18424
17444 18449 17798
17796 17223 18455
17412 18473 17755
18299 17674 17295
17995 18144 17267
17357 18298 17981
17301 18315 17983
18319 17587 17225
18312 17674 17138
17730 18363 17604
17889 17320 18428
17761 17241 18486
17383 17867 18328
17820 17722 18239
17268 18340 18061
18105 17692 17809
18260 17241 18085
17841 17401 18341
17917 18188 17575
17597 17631 18385
18277 17810 17091
17546 18342 17688
17816 17434 18323
18319 17587 17225
18446 17297 17415
17937 17758 18123
17591 17888 18268
17468 18430 17779
18199 17563 17827
17638 18335 17703
17597 17631 18385
18066 17846 17891
17620 17487 18534
17841 18302 17305
18035 17187 18201
18482 17385 17389
18023 17955 17786
18386 17346 17544
18186 17500 17834
17879 17805 18155
18402 17527 17455
18354 17544 17533
17500 18397 17821
18180 17374 17864
18156 17908 17232
17229 18317 18111
17734 17744 18288
18168 17567 17911
18035 17187 18201
17506 18089 18067
17965 17912 17842
17485 18411 17775
18312 17674 17138
17680 17987 18211
18402 17527 17455
18119 17165 18169
17749 18101 18008
17703 17923 18226
18446 17297 17415
17497 17904 18292
17862 18008 17873
17907 17936 17939
17908 18106 17661
18386 17346 17544
18354 17544 17533
17948 18111 17594
17779 17880 18080
17725 18241 17734
17727 17896 18095
17949 17958 17901
17842 17998 17961
17781 18053 17987
17823 18159 17762
17902 17942 17934
17528 18202 17968
17651 18129 18053
17724 17857 18170
17852 17970 17976
17482 18282 17840
17835 18020 18016
17666 18147 18041
17871 18032 17859
17715 18265 17690
17767 18235 17741
17610 18237 17917
17848 18042 17781
17689 18152 18023
17805 17981 18017
17629 18254 17863
17783 18138 17886
17701 18058 18037
17600 18178 17974
17690 18205 17815
17759 18087 17898
17720 18263 17744
17857 17997 17880
17647 18201 17860
17740 18163 17860
17705 17985 18049
17629 18168 18011
17731 18184 17855
17667 18186 17968
17701 17998 18118
17492 18245 17924
17757 18122 17983
17615 18284 17813
17757 18222 17743
17666 18212 17804
17686 18179 17882
17800 18117 17888
17822 18021 18013
17722 18219 17803
17771 18035 18008
17804 18037 17897
17713 18115 18011
17492 18245 17924
17730 18065 18020
17791 18128 17881
17724 17857 18170
17733 18178 17934
17791 18033 17975
17615 18284 17813
17482 18282 17840
17715 18265 17690
17852 17914 17948
17801 18083 17637
17633 18124 18048
17557 18249 17855
17530 18133 18015
17587 18190 17817
17702 18216 17779
17716 18193 17695
17839 17981 17953
17848 18023 17763
17779 18132 17732
17615 18198 17816
17651 18175 17901
17639 18118 18020
17727 18154 17835
17714 18213 17713
17745 17949 18006
17799 18093 17807
17850 17947 17972
17687 17916 18010
17751 18042 17935
17763 18048 17885
17669 18145 17907
17820 18013 17855
17776 18058 17882
17618 18164 17976
17685 18003 17997
17741 18102 17920
17818 17991 17887
17790 18106 17863
17655 18169 17965
17692 18088 17977
17756 18122 17914
17795 18114 17841
17713 18068 17964
17708 18121 17947
17795 17991 18000
17674 18144 17950
17713 18166 17874
17750 18073 17934
17810 18017 17952
17676 18078 18009
17738 18060 17979
17813 18021 17837
17732 18144 17861
17681 18061 17992
17654 18110 17986
17716 18107 17929
17710 18061 17977
17798 18015 17987
17849 17848 17868
17695 18198 17760
17575 18055 18032
17442 18105 17998
17839 17947 17936
17828 17975 17811
17787 18003 17985
17583 18074 17956
17607 18095 17945
17703 18132 17830
17690 18161 17864
17775 18016 17878
17637 18145 17912
17777 18093 17857
17838 17969 17893
17645 18118 17931
17798 18011 17896
17642 18166 17865
17715 18055 17913
17708 18154 17820
17699 18029 17930
17726 18114 17902
17744 18022 17934
17723 18122 17909
17756 18021 17906
17711 18092 17926
17750 18076 17906
17747 18088 17907
17797 17971 17926
17833 17932 17923
17803 17847 17932
17755 17972 17980
17720 18104 17552
17688 18192 17689
17549 18022 17959
17589 18100 17897
17702 18135 17764
17659 18067 17923
17751 18007 17853
17628 18159 17825
17637 18176 17731
17782 17953 17914
17626 18127 17888
17614 18175 17760
17694 18158 17757
17754 18052 17826
17685 18060 17901
17729 17999 17899
17717 18119 17896
17775 18056 17717
17771 17980 17975
17758 17985 17734
17776 17955 17916
17756 17992 17965
17761 17982 17964
17830 17878 17804
17820 17873 17871
17689 18117 17743
17683 17934 17976
17579 18157 17795
17566 18064 17913
17795 17927 17909
17605 18125 17806
17640 18102 17876
17711 17975 17971
17655 18119 17760
17774 17944 17854
17750 17947 17837
17728 18026 17744
17696 18007 17863
17742 18009 17826
17725 17990 17872
17690 18044 17887
17680 18045 17884
17726 18032 17822
17687 18117 17851
17748 17960 17971
17712 18050 17837
17748 18007 17833
17760 17894 17874
17699 18027 17578
17684 17894 17952
17564 18122 17654
17500 18056 17870
17597 18088 17789
17728 18000 17732
17728 17945 17926
17639 18049 17876
17659 17986 17887
17580 18113 17834
17671 17951 17849
17661 18068 17832
17728 17974 17753
