31636 2762.07
17092 17179 17848
17175 17158 17730
17023 17476 17671
17076 16960 17946
16734 17250 18038
17215 17033 17697
16733 17452 17954
16685 17588 17788
16765 17501 17855
16929 17024 17986
16984 17431 17777
16908 17560 17662
16815 17172 18030
17123 17334 17628
16874 17442 17861
16777 17073 18062
16767 17603 17706
16852 17235 17983
16683 17653 17622
16731 17381 17981
17088 17399 17629
16774 17295 18006
17240 17055 17595
16782 17430 17942
16784 17623 17638
16750 16997 18080
17035 17390 17751
16974 17520 17640
16930 17420 17813
17034 17027 17935
16932 17239 17930
16891 16904 18046
16924 17495 17719
17067 17213 17830
16838 17520 17770
17095 17260 17711
16621 17339 18023
16854 17546 17724
16898 17338 17888
17161 16944 17800
17026 17134 17881
16915 17213 17945
16966 17243 17863
17149 17200 17703
16634 17074 18081
17128 17014 17812
16591 17623 17746
16589 17517 17886
16714 17540 17802
16870 17333 17922
17048 17328 17749
16846 17055 18010
16837 17372 17918
17138 17184 17744
17198 17083 17646
16833 17469 17822
17134 17083 17770
17041 17264 17779
16978 17135 17898
16966 17038 17943
16623 16853 18148
16541 17731 17638
17289 17079 17533
15256 16162 16240
15503 15548 16569
15611 16152 16311
14898 15477 15915
15371 15604 15814
14959 15434 16159
15272 15447 15902
15643 15976 16071
14691 15005 15842
15331 16027 16356
15121 15970 15822
14801 15671 15301
14366 15540 15329
15389 15762 16222
15006 15439 15626
15697 15873 16095
15316 15419 15944
15274 15753 15830
15628 16156 16659
15231 16179 16144
15407 15697 16167
14924 15540 15513
15160 16003 16046
14730 15325 15920
14745 15223 15614
15171 16552 16372
15080 15625 15613
15223 16200 15962
15335 15964 16248
14766 15082 15404
15520 16057 16160
14673 15679 16143
15040 15338 15467
15259 15798 16206
15127 15350 16169
15119 15202 16021
15514 15964 15915
15044 15739 16256
15430 15680 16432
15332 15512 16133
15482 16109 15991
15473 16061 15754
14630 15040 15248
14220 14985 15368
14892 15170 16246
14983 15450 15820
14237 14700 15352
15229 15561 15763
14726 15338 15844
15249 15522 16525
14849 16013 15879
15340 15875 16389
14533 15307 15312
15340 16030 15799
14834 15406 15861
15170 15840 16136
15053 15769 15449
14964 15078 15341
15195 15954 16354
15825 15770 16087
15293 15543 15772
15332 15600 16290
14963 15058 15802
15076 15717 16055
14200 14869 15181
14946 15837 15447
15382 16008 16108
14913 15532 15827
15568 15737 16247
15033 15564 15678
15092 15352 16024
15405 15396 15663
14813 15522 15778
14890 15665 15543
15538 16188 16282
15394 15777 16026
14112 14447 15014
14811 15179 15946
15280 15925 15884
15633 16515 16813
15447 15608 16154
15114 15667 15625
15167 15680 15967
15741 16147 16805
15520 15765 15999
15085 15787 15894
15472 15647 15937
14906 15402 15368
15069 15600 16095
15210 15716 15917
15164 15696 15800
14255 14817 14825
15338 15956 16156
15177 15907 15846
14564 15219 15739
15142 15740 16130
15520 16060 16494
15127 15604 15765
14929 15628 16571
14555 14747 15096
15142 15550 16175
14322 14925 15802
15881 16251 16878
15312 16263 16336
15622 15936 16140
15475 15895 16144
14912 15513 15698
15265 15819 16254
15118 16161 16293
14698 15170 15691
15171 15954 16226
15294 15960 15779
15365 16130 16232
15212 15782 16064
15732 15900 16332
15303 16039 16005
14787 15364 15535
14652 14944 15290
15503 15881 16536
15396 15965 16322
14918 15463 15885
15437 16498 16314
15063 15369 15434
15570 16003 15963
15001 15599 15644
14183 15241 15452
15497 15790 16410
15198 16080 16315
15387 15463 16274
14105 14276 14433
15051 15439 16002
15391 16055 16394
14982 15494 16182
15736 16126 16261
14973 15333 16353
14637 14995 15639
15580 16011 16446
14401 14985 15273
15604 16393 16235
15201 15515 16168
15284 15554 16003
15683 15644 15990
14986 15619 15642
14817 14943 15242
15217 15534 16490
14919 15697 15892
15620 15664 15887
15563 16154 16448
15401 16142 16074
15016 15560 16208
15028 16194 16471
15161 15820 15811
15493 15890 16350
15066 15223 15699
15430 15538 15871
15120 15793 15722
15204 16117 15931
15667 16145 16199
14959 15582 15828
14449 15321 15677
15087 15705 15401
14447 15271 15412
14746 15383 15440
15006 15862 16282
15180 16126 16113
14886 15896 16084
15263 15795 16155
14094 14047 15085
15196 15809 15908
14823 15781 16033
15221 15779 15575
15618 15592 16008
15567 16035 16211
14524 15020 14931
14463 15075 15370
14596 15312 15595
15667 15736 16173
15246 16102 16262
15618 15788 16462
16069 16098 16527
15005 15694 15737
15392 15784 15419
14826 15568 16176
15272 15958 15808
15254 15752 16075
15631 15972 16570
15305 15959 16214
15017 15889 15955
15336 15818 15859
14255 15021 15008
14802 15388 16021
15421 16013 16267
15222 16095 15763
14838 15196 15798
14779 15273 15672
15090 15465 15419
15446 15839 16625
15025 15647 15916
15271 15931 15917
15593 16245 16323
14697 14725 15080
15171 15693 16136
15170 15330 16143
14618 14991 15328
15274 15646 16114
15132 15218 16138
15561 15829 16209
15601 16218 16203
15350 16077 16292
15580 15858 16046
15264 16053 15815
15593 15875 15827
14692 15617 15290
15025 15585 16028
15020 15641 16256
15251 15739 15858
15540 16309 16028
15452 15807 15834
14926 15933 15792
14892 16113 15664
15167 15573 16174
14918 15595 15609
15383 15575 15352
15251 15703 15821
15173 15660 15725
14697 15512 15716
15811 16279 16309
14964 15197 15955
15434 16125 15742
15238 15619 16060
15684 15772 16301
15094 15573 16157
15421 15911 16014
15846 16413 16389
15229 15371 15717
15265 15918 15998
14931 15718 15980
14610 15427 15709
14822 15630 16162
15214 15931 16011
15023 15910 15911
15157 15210 16217
14493 14869 15346
14853 15762 15913
15570 16028 16114
14930 15803 16374
15033 15770 16170
14598 15125 15175
14553 14839 15538
15517 16237 16357
15306 15676 16160
15878 15750 16392
14998 15566 15605
15278 15918 16277
15567 15828 16167
15603 15996 16086
14746 15407 15978
15374 16188 16316
14649 15624 15505
15366 15935 15979
14799 15276 15884
14504 15234 15411
15259 15811 15974
15193 15717 15973
14667 15145 15646
15140 15540 15689
