25801 1800
9608 8592 8176
9562 8705 8119
9404 8314 8496
8842 9251 8468
8741 8600 8919
8606 8858 8832
8644 8812 8868
8666 8766 8839
9368 8346 8567
8733 9066 8664
9395 8394 8449
8790 8831 8788
8843 9223 8378
9515 8684 8250
9581 8426 8224
9497 8453 8379
9525 8704 8157
9469 8373 8435
8876 8970 8625
8806 9174 8528
9581 8472 8207
9454 8674 8304
8760 9124 8613
8885 9148 8418
8814 9197 8472
8685 8780 8816
9225 8580 8544
8800 8514 8892
9529 8606 8278
9412 8774 8285
8963 8530 8777
9477 8320 8392
9041 8991 8537
8714 8939 8766
9545 8651 8220
8626 9015 8729
9608 8592 8176
8666 8657 8903
8899 9204 8395
8996 9056 8520
9304 8866 8353
9577 8550 8184
9092 8895 8593
8783 9005 8677
9078 8913 8649
8741 8744 8881
8852 9156 8565
9142 8736 8631
9294 8483 8571
9457 8500 8366
8891 8606 8805
9562 8705 8119
9340 8710 8430
8909 8908 8677
8864 9081 8597
9511 8726 8237
9178 8745 8535
8689 8983 8740
9097 9034 8405
8925 9089 8499
9564 8631 8158
8827 9111 8581
9271 8689 8485
9389 8744 8350
9275 8889 8407
9556 8657 8188
9489 8473 8366
9423 8731 8337
9551 8566 8226
9436 8607 8358
9330 8562 8549
9246 8923 8353
9066 8783 8684
9262 8792 8455
8773 9015 8714
8736 9134 8636
8805 8848 8744
9335 8639 8459
8936 8801 8756
8973 8671 8696
9047 9107 8434
8835 8879 8735
9521 8463 8316
8981 9056 8567
8829 8923 8707
9116 8815 8556
8937 9042 8580
9007 8927 8602
9425 8664 8329
9285 8521 8560
8943 8914 8634
8703 8953 8732
9194 8787 8467
9148 8940 8478
9406 8534 8447
9337 8815 8388
9019 8955 8580
9357 8560 8438
8941 9025 8614
8971 8842 8721
9355 8534 8490
9199 8614 8546
9208 8934 8360
9209 8782 8508
9177 8840 8553
9220 8467 8642
9113 8840 8600
9157 8729 8599
9356 8801 8327
9053 9029 8438
9068 8955 8437
8931 9087 8506
9513 8623 8314
9156 8722 8604
9298 8720 8467
9153 8469 8715
9197 8629 8642
9336 8622 8501
9286 8793 8437
9114 8949 8448
9403 8670 8436
8965 8671 8735
9538 8533 8207
9519 8577 8154
9385 8398 8414
8870 8607 8686
8730 9131 8601
8697 9021 8640
9461 8436 8246
8848 9033 8539
8891 8630 8647
8712 9078 8605
9365 8686 8313
9270 8776 8393
9424 8517 8331
9409 8712 8295
9526 8493 8225
8756 8934 8678
9213 8747 8442
8762 8956 8616
9319 8465 8416
9183 8597 8509
9055 8913 8527
8955 8963 8548
9226 8866 8375
9395 8651 8346
9311 8551 8401
9109 8754 8573
9038 8980 8530
8926 8606 8617
9108 8835 8478
8928 9001 8583
9089 8791 8547
9160 8656 8492
9107 8907 8361
9010 8810 8604
9167 8795 8468
8984 8876 8603
9026 8719 8597
9096 8847 8452
9330 8597 8378
9118 8701 8498
9143 8708 8491
8934 8951 8596
9125 8894 8408
8991 8909 8581
9215 8705 8452
9126 8803 8401
8869 8799 8684
8942 8545 8684
9388 8545 8385
9224 8716 8412
9322 8801 8386
9392 8624 8330
9358 8707 8235
9321 8546 8356
8911 8882 8577
8809 9030 8534
8797 8935 8562
9218 8580 8382
9315 8678 8353
9181 8745 8303
9202 8806 8282
9032 8864 8453
9082 8836 8397
9108 8698 8492
9011 8766 8494
9049 8913 8324
9073 8738 8530
8979 8915 8504
8919 8934 8549
8970 8879 8543
9079 8634 8558
8994 8914 8469
9084 8816 8457
9059 8691 8539
9201 8740 8396
9260 8536 8240
8762 8954 8519
8983 8695 8343
