20131 1141
28399 26627 26749
28215 26958 26650
27795 26316 27501
27741 27211 26814
27530 26391 27600
27358 26818 27387
27530 26391 27600
27462 26684 27552
27409 26653 27576
27511 26871 27351
27358 26818 27387
27602 26417 27587
27453 26796 27438
27753 26462 27490
27648 26435 27526
27409 26653 27576
27763 26589 27456
28355 26831 26680
28197 26983 26667
27709 27060 27147
27687 27072 27069
27630 26468 27543
28034 26993 26817
28343 26641 26908
28384 26716 26655
27991 27133 26788
27851 27165 26842
28250 26476 27110
27966 26632 27307
27580 27105 27045
27633 26952 27271
27609 26815 27409
27941 27156 26692
27835 27188 26799
28006 26443 27337
27887 26757 27230
27562 26549 27510
27863 26432 27472
28368 26729 26828
28242 26883 26702
28129 26419 27238
27722 26483 27514
27891 26531 27424
27515 26600 27498
27961 27052 26874
28016 26675 27290
27621 26752 27361
27671 26706 27379
28330 26647 26934
28319 26491 26971
27814 27198 26756
27801 27183 26847
28172 26855 26735
27592 26718 27429
28044 27086 26721
28160 26502 27208
27871 26576 27368
27936 26513 27347
28023 26936 26949
28050 27042 26772
27873 27170 26808
28179 26734 26989
28062 26622 27179
27918 26877 27170
27658 27151 26970
28098 26697 27052
28041 26846 27020
27564 26519 27507
27811 27118 26916
28140 26566 27123
27842 27124 26892
27773 26862 27251
28293 26837 26779
27527 26794 27448
28275 26668 27012
28312 26744 26774
28301 26687 26984
27718 26639 27478
28166 26887 26715
28054 26777 27093
27985 27148 26849
27953 26921 26980
28261 26741 26919
27992 26811 27028
28223 26704 26931
28079 26523 27201
28371 26539 26939
28007 26693 27261
27732 26868 27247
28280 26826 26860
28182 26535 27074
27902 26788 27189
28073 26586 27222
27679 26966 27185
28087 26839 26894
27830 26829 27319
28190 26739 26963
27948 26543 27330
27905 26685 27281
27818 26440 27443
27618 26722 27373
28071 26615 27217
28142 26551 27192
27875 26880 27141
27857 27069 26947
27933 27108 26866
27952 26937 27002
28207 26661 27025
28234 26712 26921
27830 26944 27137
28163 26561 27109
27928 27009 27013
28069 26898 26922
27715 27029 27126
27858 26662 27412
28118 26979 26762
27783 27080 27009
28145 26902 26820
28012 27083 26739
28122 26859 26889
28064 26767 27155
28112 26804 26955
27914 27098 26912
27826 27095 26921
27978 26823 27150
28116 26605 27160
27776 26911 27185
27786 27017 27087
28019 26703 27163
27731 27036 27099
27987 26968 26855
28082 26611 27153
27866 26919 27083
27910 26908 27082
28103 27034 26736
28088 26819 26957
27989 26770 27133
28138 26800 27005
27792 26954 27130
28109 26725 27041
27998 26780 27103
27928 27022 26938
28151 26780 26961
27980 26891 27099
27787 27019 26975
27947 26977 26879
27967 26974 26868
28000 26889 27013
28134 26693 27025
27814 26837 27206
27926 26906 27061
28157 26783 26882
28076 26677 27057
27948 26921 27040
27926 26906 27061
28157 26783 26882
28076 26677 27057
27967 26974 26868
28042 26827 26970
27948 26921 27040
28096 26744 26908
27975 26646 27065
27969 26931 26752
27766 27036 27009
27752 26793 27119
27903 26982 26932
27806 26949 26996
28004 26888 26827
27843 26816 27084
28053 26784 26895
27976 26704 27017
27860 26904 27056
28046 26830 26791
27890 26921 26981
28066 26824 26782
28010 26783 27002
28004 26653 27062
27876 26864 27011
27998 26759 27015
27925 26787 27108
27964 26888 26919
28042 26785 26991
28002 26705 27015
27915 26880 26998
27940 26848 27005
27970 26881 26963
27986 26910 26915
27932 26790 27074
28073 26783 26908
27984 26820 26990
28086 26704 26996
27972 26846 27057
27969 26852 26965
27928 26855 27057
27968 26850 27002
28071 26718 26844
27998 26659 27001
27973 26822 26842
27915 26733 27080
27798 26933 26984
28048 26697 26875
27848 26896 26966
27899 26908 26919
27932 26861 26926
27952 26752 27043
27805 26787 27010
28046 26661 26891
27870 26784 27014
27907 26868 26972
27964 26799 26939
28015 26781 26892
27908 26824 26949
27975 26807 26921
27995 26766 26989
28018 26756 26943
27942 26731 27057
27874 26903 26954
27799 26929 26956
27851 26783 27063
27938 26866 26883
27956 26773 26946
27912 26820 26996
27910 26755 27075
28006 26731 26987
27989 26674 26920
27987 26753 26819
27983 26614 26923
27795 26908 26984
27752 26688 27079
27969 26752 26872
27836 26871 26964
27901 26783 26918
27798 26676 27060
27928 26743 27000
27856 26737 27047
27865 26896 26947
27963 26722 26979
27771 26773 27030
27891 26820 26938
27950 26762 26937
27904 26754 27026
27880 26864 26965
27882 26835 26944
27922 26766 26945
27900 26773 26973
27962 26685 26979
27897 26773 26909
27851 26593 27045
27747 26887 26964
27824 26805 26951
27919 26726 26998
27886 26712 27023
27912 26751 26920
27856 26749 27025
27958 26681 26764
27941 26675 26941
27905 26691 26996
27680 26858 26731
27821 26790 26926
27910 26734 26832
27840 26755 26761
27895 26704 26993
27901 26695 26925
27822 26739 26982
27925 26683 26934
27931 26624 26925
27874 26703 26765
27869 26491 26993
27751 26766 26818
27902 26602 26967
27823 26544 26974
27814 26739 26872
27842 26720 26799
27806 26754 26909
27923 26662 26916
27858 26683 26950
27887 26685 26933
27863 26701 26898
27821 26643 26978
27895 26604 26779
27857 26565 26823
27799 26670 26852
27701 26636 26965
27807 26658 26873
27836 26515 26822
27820 26538 26565
27691 26522 26905
27665 26641 26713
27605 26610 26766
27762 26590 26850
27768 26420 26746
27628 26549 26814
27565 26598 26657
27706 26523 26681
27710 26459 26745
27646 26589 26714
27642 26399 26737
27621 26587 26709
27507 26426 26774
27513 26376 26520
