94188 3600
26228 25540 25548
26393 25420 25633
26331 25451 25655
26343 25295 25774
26435 25437 25527
26495 25300 25585
26549 25302 25487
26369 25203 25782
26570 25228 25518
26171 25583 25433
26334 25117 25805
26329 25403 25721
26209 25414 25746
26439 25246 25670
26389 25303 25726
26583 25244 25469
26255 25295 25785
26406 25475 25449
26162 25499 25646
26492 25331 25544
26520 25158 25598
26242 25555 25461
26475 25196 25626
26248 25510 25581
26352 25465 25569
26357 25385 25712
26419 25313 25661
26418 25165 25719
26179 25368 25772
26145 25216 25805
26218 25443 25677
26280 25526 25484
26351 25320 25737
26610 25180 25369
26245 25466 25626
26331 25507 25410
26458 25387 25458
26408 25256 25699
26589 25227 25409
26442 25445 25417
26506 25276 25545
26428 25327 25608
26271 25492 25561
26472 25363 25433
26113 25278 25800
26214 25332 25770
26276 25537 25429
26533 25218 25529
26103 25435 25727
26372 25368 25665
26105 25559 25499
26557 25266 25476
26159 25469 25659
26344 25489 25424
26372 25457 25505
26289 25496 25493
26108 25400 25765
26455 25339 25549
26404 25372 25572
26444 25376 25515
26074 25063 25852
26164 25608 25345
26610 25180 25369
25317 24832 24709
25722 24669 24972
25616 24543 24687
25427 24575 25305
25819 24799 24923
25742 24717 24895
25622 24251 25044
25571 24904 24941
25680 24885 24999
25785 24344 24902
25461 24594 25175
25888 25001 24878
25598 24558 24984
25548 24624 24690
25353 24026 24790
25516 24794 25148
25600 24804 25177
25666 24944 25000
25714 24857 25178
25732 24592 24975
25484 24749 24858
25653 24766 25103
25603 24632 24990
25981 24857 24826
25505 24405 24993
25654 24672 24841
25606 24639 24935
25865 24668 25100
25833 24827 25059
25472 24632 24831
25411 24581 24997
25570 24807 25058
25513 24687 25204
25515 24685 25310
25426 24490 24717
25536 24796 24939
25416 24512 25096
25346 24772 24891
25319 24391 24634
25294 24454 24853
25825 24884 25304
25633 24939 25142
25354 24431 24799
25489 24392 24896
25572 24231 24673
25566 24724 25096
25469 24984 24893
25818 24828 24924
25516 24915 25183
25606 24899 25127
25291 24719 25020
25725 25013 25125
25688 24871 24875
25347 24725 24708
25692 24576 24824
25525 24677 24757
25662 24704 25035
25734 24720 25294
25512 24808 25103
25686 25142 25248
25720 24884 25124
25648 24644 25073
25890 24888 25169
25488 24354 24889
25378 24584 25077
25593 24706 25186
25504 24913 24697
25503 24693 25050
25521 24712 24912
25549 24700 24813
25503 24405 25111
25423 24709 25008
25670 24838 25186
25472 24692 25121
25486 24562 24677
25581 24659 25217
25576 24982 25093
25584 24672 24906
26104 25058 25136
25564 24684 25021
25617 24584 25007
25611 24979 25033
25551 24568 25049
25729 24736 25145
25799 24789 25086
25460 24454 24902
25686 24526 24635
25737 24843 25004
25754 24995 25058
25751 24996 25094
25342 24822 25153
25939 24688 25236
25657 24803 25220
25635 24696 24914
25817 24747 25151
25639 24663 24993
25538 24748 25027
25570 24777 25203
25522 24788 25110
25606 24788 25185
25411 24739 24919
25416 24684 24859
25633 24692 25279
25470 24487 24710
25988 24854 25232
25765 24688 25211
25609 24714 25418
25676 24627 25176
25729 24760 25069
25401 24609 24807
25497 24550 25021
26015 25040 25219
25634 24587 24990
25081 24476 24705
25680 24730 24925
25491 24793 25091
25626 24888 24898
25664 24836 24919
25359 24575 24742
25428 24844 24768
25306 24658 24936
25944 24962 25217
25615 24823 25085
25444 24893 24819
25895 24748 25333
25559 24727 25286
25805 24696 25004
25463 24582 24853
25452 24762 24979
25583 24463 24817
25725 24735 25134
25420 24737 25325
25687 24548 24775
25526 24710 25052
25550 24605 24974
25371 24943 24632
25792 25008 25182
25572 24973 25067
25665 24730 25041
25530 24926 25210
25694 24970 25007
25953 24829 25151
25594 24897 24927
25505 24771 25057
25262 24388 24770
25205 24574 25230
25647 24834 25107
25339 24751 24954
25722 24719 25138
25584 24444 24980
25654 24665 25082
25561 24430 24910
25754 24845 24821
25807 24852 25005
25398 24806 25107
25737 24817 24993
25397 24592 24950
25316 24537 25139
25353 24507 24829
25425 24779 24942
25484 24674 24882
25519 24575 24890
25252 24336 24420
25684 24787 24794
25708 24443 24947
25492 24551 24760
25500 24817 25227
25033 24218 24819
25548 24896 25050
25569 24864 25063
25615 24897 24888
25713 24707 25202
25845 24785 25125
25735 24613 24917
25691 24700 25068
25666 24862 25007
25617 24770 25056
25573 24859 25239
25325 24535 25035
25369 24597 24713
25574 24644 24812
25803 24788 25050
25517 24792 24982
25721 24641 24773
25598 24662 25052
25495 24679 25018
25410 24560 24822
25849 24801 25039
25286 24533 24658
25547 24655 25182
25762 24829 24807
25234 24719 24851
25643 24798 24996
25369 24773 24866
25549 24514 25154
25522 24550 24962
25447 24475 24865
25501 24682 25119
25544 24706 24849
25407 24726 24841
25749 24924 25106
25755 24981 24972
25739 24928 24863
25530 24635 25163
25877 24930 24913
25410 24472 25149
25602 24967 24993
25671 24869 25090
25647 24726 24747
25466 24815 25049
25438 24854 25005
25624 24748 25031
25471 24581 24997
25609 24702 25094
25528 24589 25071
25658 24559 25224
25782 24831 24884
25968 24821 25499
25619 24813 24962
25455 24765 25152
26019 24856 25148
25805 25168 25251
25289 24448 24946
25527 24656 24836
25326 24457 24659
25399 24859 25052
25452 24574 25032
25654 24962 25277
25732 24768 25250
25371 24631 24994
25538 24716 24995
25714 24402 25072
25911 24724 25073
25484 24790 24956
25469 24886 25198
25251 24770 25047
25379 24235 24611
