1579 3423
29753 25835 25621
27221 28369 25816
26775 26147 28595
29124 25034 27160
29045 27278 24904
25957 27704 27489
28460 25138 27873
28638 25089 27716
26759 26382 28503
26071 27129 28037
29535 25989 26002
29170 25087 27150
27012 26107 28528
28898 27364 24957
29320 25052 26896
29042 25183 27311
28702 25591 27575
29288 26869 25144
29720 25713 25958
27306 28347 25694
26015 27558 27722
25993 27700 27502
28999 27336 25102
25957 27704 27489
29202 27136 25166
26689 26334 28578
28041 26581 27258
29002 27330 24932
27503 27900 26316
26030 27597 27651
28259 25970 27618
27929 26461 27477
29105 27207 24934
29040 27250 25067
26414 26921 28183
29205 25166 27109
26969 26657 28137
26462 26727 28302
29372 25485 26654
27161 28182 26107
28060 27184 26927
27693 26644 27536
26089 27355 27910
28608 25458 27609
26706 27887 26990
27270 28125 26155
27030 26199 28473
27656 27126 27036
29396 25201 26702
29681 25977 25628
29734 25980 25413
29529 25554 26306
27941 26844 27060
29205 27054 24980
26484 28066 26812
28850 27416 25241
29338 26862 25007
28124 25598 27993
28562 27511 25526
27157 26168 28518
27558 28173 25599
29585 26119 25541
27255 26578 27923
27668 26094 28105
29045 27278 24904
28208 27712 25670
29667 26132 25498
28117 26076 27592
26049 27439 27866
29026 25343 27167
29161 27152 25057
28026 25651 28037
26659 28289 26443
29273 26948 25121
26308 27851 27267
27377 28267 25760
28688 25635 27293
29487 25906 26294
26529 27334 27644
26278 27671 27442
29615 26100 25789
26920 26034 28566
27247 28063 26396
28757 27488 25258
26616 26389 28465
26559 28193 26706
26965 28168 26384
28517 27538 25543
29205 26886 25186
27711 26902 27068
28802 27381 25308
29358 26317 25867
29078 25857 26729
26634 26661 28375
29504 25291 26507
26441 27608 27403
26936 26162 28543
28642 26814 26258
29332 25895 26528
26598 27178 27766
26957 28138 26392
27815 28040 25449
29114 25282 27091
26175 27708 27454
27238 26301 28225
28961 27342 24963
26846 26440 28439
29578 26251 25480
27912 27936 25608
27274 28335 25733
29498 26449 25493
26777 26363 28551
27841 27463 26542
28001 27722 26146
27295 26052 28392
26143 26822 28213
29557 25915 26095
26519 28312 26590
26919 27875 26824
29129 26310 26222
26515 27360 27639
29387 26691 25109
28192 25531 27981
27353 28277 25814
27956 27909 25805
27649 27678 26318
27457 28157 25933
28411 25672 27749
28390 27688 25532
29423 26162 26100
26908 26465 28338
29177 27159 25019
26806 26578 28329
28943 27158 25376
28226 27348 26024
26102 27852 27277
26424 27375 27681
26491 27020 28032
29124 25034 27160
28618 25326 27705
29147 27187 25043
28530 27325 25706
29428 25956 26086
27319 28228 25825
28660 26113 26938
27460 27523 26874
27876 26145 27773
27537 25954 28204
26775 26147 28595
29651 26060 25714
29458 26341 25634
29059 25481 27099
29376 25620 26620
26802 26680 28070
26167 27423 27759
28441 27553 25404
28395 27220 26120
27404 27643 26616
28950 26379 26433
26109 27462 27800
29572 26281 25346
29054 26569 26166
28724 26435 26751
26739 28244 26426
27524 27998 26052
27727 27919 25911
26453 27894 27144
26605 27871 27079
27102 28368 25951
25993 27700 27502
29191 25843 26626
27383 27954 26404
26784 28017 26668
28029 25748 27895
29391 25944 26336
29412 26671 25274
27063 27822 26796
26339 27233 27808
27016 27344 27324
28966 27189 25161
28871 27161 25552
26746 27496 27318
29638 25802 25954
26160 27253 27934
28938 26264 26459
27150 26271 28364
26873 27444 27136
27615 26002 28110
26325 27119 27988
28240 25444 28001
28989 25681 27044
27357 28314 25718
28976 26066 26700
29350 26570 25591
26539 28305 26567
29030 27269 24975
26843 26600 28163
28893 25766 27119
27717 26278 27732
26769 26838 28169
29436 25981 26034
26650 26505 28423
28548 26743 26448
27214 25862 28407
26983 26029 28538
27266 27888 26567
26834 26560 28275
28292 26795 26644
28784 27403 25283
29446 25731 26514
29201 26477 25862
29259 25546 26697
29152 26749 25466
27052 28137 26354
29016 25725 26890
29689 25744 25943
29102 27214 25031
28456 26258 27198
26644 26533 28341
29221 25448 26906
29083 25535 26978
28469 27282 25963
26839 27938 26635
27092 27781 26740
27086 27728 26885
27082 26215 28431
27040 28322 26087
26886 26608 28148
28670 26238 26867
26241 28059 26963
26372 26932 28098
27826 27775 26146
26284 27431 27754
28390 25375 27829
29071 26881 25575
29697 26062 25531
29156 25250 27047
28629 25216 27761
29214 25463 26974
29300 25238 26901
29194 25466 26951
28979 25709 26935
26360 27855 27176
27863 27896 25844
26991 28258 26274
27116 28360 25874
27417 26114 28259
27618 27944 26027
26437 27779 27253
26902 27239 27379
29281 26547 25683
29036 27090 25322
26245 27756 27395
27005 26386 28250
27779 25791 28126
28847 25227 27467
28521 26783 26268
28330 25779 27606
28818 26612 26191
29382 26710 25238
29298 25811 26569
28108 25493 28012
28739 26022 26986
26040 27414 27900
26622 27168 27692
26357 27831 27194
27364 28104 26152
27140 28096 26468
29089 26409 26047
26574 27145 27825
26588 27028 27928
27905 25613 28078
29323 26619 25489
26488 26940 28087
28340 26237 27330
29337 25519 26736
27331 26077 28350
27513 27226 27010
28311 25831 27499
28134 26362 27371
28797 25235 27626
27206 27789 26721
27623 25806 28239
27678 27085 27128
29075 25839 26744
29182 25211 27102
27991 26722 27170
27587 26129 28065
29207 26208 26235
27286 27545 27021
27301 27166 27205
28869 25385 27411
28764 27103 25749
26812 26513 28397
27412 26247 28009
26940 28168 26418
28683 26983 26021
26255 27134 28021
29472 25578 26545
28018 27648 26010
27868 27832 25878
27279 26395 28051
29219 25147 27032
26688 26696 28284
26203 27174 27966
28251 27535 25676
29517 26314 25523
26756 26665 28171
26474 27077 27946
27375 26098 28298
26764 26414 28453
29379 26482 25458
29559 26354 25409
26856 27206 27664
28875 27393 25189
27530 28013 26041
26225 27552 27649
28570 25473 27615
29637 25760 26013
26017 27631 27545
26122 27318 27959
27698 28089 25723
27024 28204 26324
28592 27613 25216
26726 26951 28019
27175 26170 28363
28244 26831 26876
28014 27484 26142
29625 25533 26221
29595 25712 26281
27474 26186 28047
29400 26546 25417
26299 26701 28323
29094 25887 26547
29320 25052 26896
27853 26775 27168
28839 27393 25303
28921 27296 25197
28327 26056 27439
28087 26350 27561
28625 27471 25434
26715 27463 27414
28360 27067 26233
26428 28150 26816
29503 25231 26549
27855 25515 28116
29032 26914 25473
27568 27981 25886
27721 27974 25990
26376 27530 27633
26178 27549 27702
27323 27723 26771
27694 25993 28093
28497 26017 27245
28926 27261 25393
26408 27619 27383
26823 28012 26605
27984 27805 25615
28891 26953 25928
27592 27859 26368
29475 26121 25839
27961 26425 27421
27634 27201 26837
27555 27563 26485
27754 27754 26227
29109 27088 25200
29523 25580 26399
28345 25429 27855
27057 26305 28284
27386 27562 26677
28800 25258 27578
27104 26020 28567
26503 27802 27186
28754 25302 27579
27198 26306 28177
26696 27594 27294
26508 27567 27482
29182 26941 25368
27432 28078 26045
28201 27080 26204
28285 25836 27667
26632 27573 27366
27375 28231 25784
27488 28146 25816
