14791 3005
26740 24239 27597
28240 26187 24525
26475 27199 24398
27614 24096 27385
25440 22601 24532
28002 23267 23884
27361 25267 25131
24511 27801 23775
24570 23183 27475
26839 24503 26876
25867 25432 26099
26076 25159 28124
26134 27748 24390
22688 23689 19566
27247 24628 27571
26956 22870 25457
25070 25171 28116
24188 23386 28104
25224 23665 28323
22815 22302 22560
22419 24197 21140
24603 21698 22905
25356 26727 24286
27134 24650 24298
25843 24100 26098
25022 26557 27186
24356 24197 24680
25178 25863 25810
25195 27193 25082
24507 25108 24758
23166 21578 22195
24975 26513 23764
22888 23223 23242
25705 24411 27429
26663 26854 25349
26969 24245 28512
24610 24260 25123
27638 27326 24706
26335 23415 25666
24743 23060 22981
25941 24248 28805
26643 24650 23355
24547 24076 23887
22658 23472 21688
24404 25397 23071
26805 27594 23884
24958 26947 24133
28610 25648 25898
28653 25511 25502
25658 23025 26006
26900 26488 25986
25799 24421 28443
26989 26160 24697
25626 24133 26937
21466 22230 20497
26385 23426 25596
24762 26286 23328
25200 24736 22905
23858 25224 23906
21550 20872 22875
27821 26944 24168
28378 24939 24759
23901 22542 26243
27677 24685 25421
24125 21451 22403
26360 23152 26527
25658 23785 27816
23805 22363 25149
25539 24334 27525
25578 24891 26488
24926 21426 24876
28215 24146 23940
25626 22795 25443
24760 24850 27678
24080 26710 25177
24417 25990 23823
25328 26569 24289
26870 24210 23298
26002 24371 26703
26956 23932 23371
26158 26542 24932
25040 23028 27914
25946 22589 26368
24086 22318 23558
25013 26237 24312
22859 22075 24731
26224 23396 24777
27130 25500 25095
26495 26333 26195
26696 24647 27604
25337 25829 24512
27772 25906 26318
25305 25234 27999
28178 24726 25975
23604 23493 22897
25582 24598 27997
26270 24919 25795
26150 26900 25388
27424 23423 26087
28048 24759 25501
24441 22618 25793
24678 23803 28362
25981 26667 24068
24544 23480 26344
23825 23032 24793
27368 26592 24859
20506 19963 21310
26766 25606 26638
24489 24107 27754
25219 25692 25751
23828 26684 24459
26597 24673 27046
