2053 2928.4
29637 25889 26387
29347 25585 26909
29277 26615 26074
28590 27132 26248
28572 26275 27411
28249 26926 27072
28303 27073 26756
28406 26908 26973
29579 25620 26582
29171 25661 27104
29365 25697 26890
29354 26484 26134
29324 26592 26102
28463 27089 26689
29593 25954 26494
28637 26459 27321
29179 26705 26194
28503 26495 27332
29426 26431 26173
28440 26907 26964
29614 25877 26416
28806 27068 26255
29058 26891 26093
29618 26063 26291
28793 26214 27303
28426 26664 27282
28577 26195 27402
29049 26916 26235
29328 26526 26277
28682 27005 26693
29490 26333 26154
29569 25717 26738
29475 26277 26262
28586 26044 27387
28535 26974 26888
29581 25735 26533
28696 26536 27178
28555 27022 26853
29304 26561 26168
28607 26445 27343
28505 26891 26927
29346 26509 26146
28744 25831 27367
29546 25896 26534
29560 25821 26527
28519 26796 27043
29400 25789 26834
29524 25917 26562
28581 27127 26372
28630 27116 26329
28540 26304 27375
29560 26162 26201
28796 27047 26466
29464 25814 26731
28679 26450 27275
28929 26843 26558
29007 25755 27248
29557 25841 26542
28976 26855 26389
28558 26488 27259
28439 27094 26748
28625 26489 27252
28431 26362 27364
29479 25762 26741
28478 26893 26934
28855 26941 26399
28899 26998 26375
28872 26743 26735
28657 26546 27229
29528 25862 26671
29408 25800 26811
29266 26569 26287
28490 26825 27079
28992 26879 26337
29497 26287 26250
28797 27098 26457
28525 27106 26675
29124 26730 26409
28996 26789 26448
29513 26174 26407
29268 26546 26222
28565 27076 26570
29461 25994 26611
29146 25927 27068
28609 27111 26489
29071 26770 26505
28632 27031 26704
29473 26289 26212
28810 26374 27137
28830 26944 26523
28878 26607 26920
29404 25728 26831
28942 26022 27264
28653 26682 27099
28468 26921 26904
28865 26859 26546
29069 26658 26540
28531 26901 26916
28719 26775 26971
29150 26053 27023
28766 26837 26786
29157 25964 27031
28918 26179 27203
28815 26294 27183
28543 26558 27284
28673 26832 26900
28480 26707 27166
29003 26929 26244
29031 26199 27083
29482 26201 26422
29539 26145 26293
29574 26006 26434
29297 25779 26947
29389 25796 26863
28961 25989 27195
28939 26873 26456
28933 26727 26655
29312 26533 26208
28825 26285 27213
28585 26719 27101
29061 26827 26220
28848 26953 26493
29513 26093 26442
29307 26476 26366
28830 26961 26475
28981 26553 26780
29254 26083 26846
29153 26784 26309
29536 26252 26296
28758 26533 27091
28530 26804 27028
28773 26963 26542
28490 26629 27217
28754 26399 27270
28844 26814 26635
28747 26923 26715
29543 26125 26439
29494 26149 26429
29316 26267 26602
29144 26683 26370
28813 26420 27124
28614 26955 26726
29436 25745 26790
28741 26467 27152
29241 26269 26691
29430 25848 26722
28860 26520 26988
28841 26611 26923
29087 26825 26344
29456 26079 26515
29301 25971 26880
29220 26219 26798
28770 26977 26599
28712 27015 26486
28600 26526 27235
29394 25979 26762
28586 26983 26739
29237 25938 27003
28648 26490 27246
29246 25741 27051
29231 26511 26470
29486 25722 26783
29345 25856 26894
29422 26412 26337
29504 25839 26709
28725 26501 27175
28715 26851 26766
28905 26820 26614
28658 26258 27352
29026 26870 26383
29466 26324 26316
28705 26424 27289
28606 26254 27381
29415 25953 26796
29035 26263 26975
28698 26895 26816
29270 25805 26961
29164 26138 26910
29340 26279 26552
28969 26833 26521
29506 26208 26300
29351 25949 26876
29287 26517 26354
29428 25844 26806
29424 26376 26326
29159 26693 26358
29567 25792 26568
29193 25923 27011
28619 26781 27051
28884 26394 27043
28668 27020 26646
29201 26122 26930
28892 26461 27008
28879 26887 26533
29327 26135 26743
29302 26495 26348
28999 26894 26258
28566 27011 26708
29419 26301 26418
29089 26736 26425
29045 26586 26658
28595 26599 27199
28571 26305 27360
28521 26599 27240
28955 26240 27144
29492 26247 26306
29045 26235 27001
28662 26506 27192
29075 26036 27132
28526 26328 27380
28835 26327 27121
29366 26244 26536
28901 26626 26828
28627 26639 27119
28465 26862 27074
29186 26411 26680
29105 25883 27096
28604 26341 27349
29294 26049 26776
29273 25770 27013
28801 26899 26640
29372 26009 26703
29484 26109 26484
29216 25886 27024
29169 25881 27127
29356 26026 26803
29212 26670 26392
29176 26351 26683
29078 26205 26991
28782 26497 27062
28569 26591 27219
28847 26296 27129
29204 26013 26979
29114 26415 26860
29097 26719 26453
28869 26747 26694
29412 26067 26662
29373 25837 26870
28885 26226 27159
28784 26933 26649
28549 27035 26627
29238 25873 26994
28711 26883 26784
28591 26997 26706
29544 25912 26577
29307 26182 26646
28982 26764 26580
28734 26990 26535
28800 26143 27355
29470 26228 26314
28737 26491 27149
29376 26230 26550
28822 26372 27173
29330 26454 26362
29156 26038 26968
29154 26568 26510
28563 26823 26996
28852 26708 26824
28707 26475 27209
29267 26540 26379
28789 26398 27135
28643 26339 27299
28937 26389 26980
29349 26301 26498
28703 26817 26831
29094 26152 27017
29101 25975 27059
29312 26369 26466
28920 26457 26937
29296 25831 26898
29083 26778 26402
28924 26102 27291
29252 26407 26594
28721 26504 27168
29056 26040 27113
29055 26116 27033
29049 25960 27187
28762 26644 26977
28754 26688 26957
28662 26337 27298
29452 26099 26575
29289 26156 26773
29258 26096 26822
28574 26867 26930
29117 26576 26464
29116 26440 26794
28777 26652 26943
29411 26129 26531
29174 26571 26452
29469 25906 26676
29295 26189 26688
28800 26315 27221
29076 26826 26241
29030 26193 27088
29028 26830 26393
29305 25985 26842
29181 25748 27070
28845 26158 27279
28803 26818 26758
29064 26621 26617
28986 26661 26644
28666 26789 26931
28772 26421 27207
29564 25900 26505
29335 26089 26729
29013 26262 27006
28984 26088 27179
28579 26799 26953
29196 26451 26661
29570 25853 26502
29459 26016 26664
29111 26034 27039
28895 26618 26844
29324 26528 26321
28706 27043 26520
29386 26243 26524
29107 26479 26697
29019 26314 26990
29381 26359 26406
29051 26356 26868
28949 26310 27095
28963 26801 26574
28888 26178 27216
29209 26239 26720
28616 26919 26817
29533 26172 26413
29165 25946 26986
28776 26525 27065
29224 26028 26953
29211 25958 26957
29100 26168 26983
28759 26759 26871
28746 26700 27050
29085 26806 26400
29060 26112 27018
28786 26596 26983
29093 26436 26802
28852 26403 27072
29467 25998 26592
29034 26602 26696
29132 25943 27070
28779 26937 26625
28730 26850 26728
28839 26754 26728
29382 25807 26859
29446 26385 26302
28912 26371 27046
28775 26548 27055
29118 26370 26752
29395 26076 26606
28738 26303 27348
29443 26292 26436
29320 25774 26948
29188 26092 26939
28640 26824 26907
29026 26008 27162
28966 26662 26629
28787 26318 27267
29130 26549 26622
29267 25868 26948
29264 26316 26571
29248 26453 26530
29065 26558 26651
28645 26628 27157
28596 26928 26771
28562 26659 27196
29247 25772 27036
29113 26676 26480
29089 26002 27116
29261 26387 26596
29041 26216 27042
29005 26744 26555
28864 26564 26924
28860 26864 26565
29391 26080 26590
29216 26480 26583
29509 26017 26587
28551 26668 27159
29138 26391 26750
28731 26786 26943
29439 26159 26492
29454 25774 26783
29299 26020 26881
29218 25852 27040
29090 26554 26659
29011 26447 26905
29341 26032 26825
28986 26545 26746
29402 25903 26808
29033 26118 27063
28948 26678 26664
28945 26959 26336
28889 26674 26823
28769 26732 26938
29398 26071 26661
29084 26580 26492
28837 26427 27071
29046 26633 26633
28819 26398 27106
29286 26381 26524
29321 26386 26461
28746 26248 27295
29281 26314 26624
29016 26079 27169
29237 26292 26668
29182 26309 26754
28547 26579 27270
28997 26501 26865
28733 26468 27236
29342 26361 26411
29141 26207 26947
29134 26217 26883
29022 26508 26761
28923 26830 26587
28707 26438 27242
29285 26406 26508
29139 26060 27020
29131 26331 26813
29112 26550 26621
29449 26061 26589
29433 26057 26649
28914 26344 27077
29273 26164 26801
29206 26540 26432
29063 26647 26605
28796 26854 26700
29531 25973 26500
29136 26308 26820
28903 27046 26327
28861 26693 26855
28807 26470 27103
28571 26760 27145
29378 26128 26593
29292 26493 26433
29231 26249 26693
29270 26047 26885
28872 26623 26873
29383 25915 26842
29041 26354 26903
29023 26472 26785
28925 26689 26690
28908 26321 27105
29364 25920 26856
29462 25932 26641
29053 26513 26721
29381 26365 26354
28820 26987 26535
29206 26195 26841
28614 27041 26536
29444 26303 26331
29225 26195 26819
28792 26370 27188
29167 26227 26769
28583 26665 27165
28951 26487 26874
29015 26362 26916
29359 26077 26718
29276 26091 26774
29101 26619 26489
28932 26811 26554
29234 26319 26673
29468 25766 26712
29401 26345 26426
29348 26385 26357
29191 26648 26450
28962 26565 26792
29322 26235 26597
29191 26191 26858
28944 26105 27153
29363 26073 26626
29360 26057 26707
28763 27033 26485
29052 26231 27009
29352 26142 26569
29332 26085 26764
29163 26283 26808
29097 25932 27111
28853 26700 26764
29284 25859 26902
28909 26641 26713
29221 26274 26713
29140 26348 26694
28928 26751 26679
29172 26547 26478
28728 26547 27077
29532 26193 26335
29304 26528 26322
29222 26284 26686
28928 26286 27155
29082 26635 26521
29534 25857 26642
28966 26797 26578
28894 26728 26717
29315 26151 26673
29161 26486 26501
29330 26002 26832
29255 26259 26655
28957 26666 26655
29507 25766 26705
29333 26195 26580
29009 26607 26651
29489 25900 26589
28954 26651 26691
28819 26811 26744
28865 26332 27111
29077 26075 27052
28912 26578 26699
28836 26636 26885
28779 26632 26902
29238 26166 26722
29166 26344 26788
29077 26634 26561
29236 26106 26902
29256 26195 26678
29008 26633 26684
29473 25840 26703
29483 26074 26365
29438 26145 26346
29286 25836 26810
28751 26897 26413
28559 26610 27154
28446 26777 26779
28645 26739 26844
29382 26118 26464
29199 25913 26923
29457 25866 26599
28944 26819 26369
28951 26643 26535
28793 26353 27074
28810 26237 27039
28735 26847 26500
29413 26076 26353
29070 26396 26624
29333 26044 26678
28674 26770 26604
29038 26573 26432
28753 26465 27103
28714 26695 26700
29454 26006 26496
28995 26362 26789
28906 26673 26652
29149 25944 26948
29326 26116 26501
29056 26070 26884
28706 26533 26910
29137 26169 26639
28913 26620 26591
29220 26276 26603
28884 26560 26691
29300 25984 26708
29177 26320 26400
28985 26115 26973
28649 26549 26867
28930 26294 26968
29171 26059 26718
29092 26331 26620
28802 26563 26746
28726 26732 26621
29280 26018 26796
28750 26587 26857
29042 26257 26760
29358 26007 26672
28713 26530 27010
28841 26498 26852
29067 25967 26906
28927 26499 26778
29373 26313 26407
28982 26418 26864
29010 26110 26936
28863 26559 26825
29201 26446 26359
28802 26213 27093
29111 26143 26832
29156 26127 26646
29244 26106 26604
29187 26204 26632
28941 26525 26711
28951 26482 26803
28772 26564 26667
29021 26331 26902
28904 26245 27012
28853 25980 27033
28755 26527 27032
29264 26222 26583
28968 26576 26614
29130 26329 26551
29270 26229 26569
29008 26073 26950
28965 26458 26705
29107 26422 26568
29281 26189 26536
29045 26551 26542
29124 26202 26830
28948 26441 26808
29232 26219 26621
28946 26224 27015
29246 26314 26564
29150 26150 26669
29130 26120 26767
28791 26775 26566
28933 26531 26665
29030 26465 26670
29128 26497 26537
29254 26076 26646
28801 26558 26826
29267 26056 26667
29028 26532 26608
29149 26060 26705
29107 26532 26402
29364 25644 26310
29089 26411 26048
28378 26330 27056
28254 26766 26446
29278 26310 26198
28504 26688 26699
29174 25796 26808
28783 26748 26268
28692 26485 26902
29201 25714 26788
29270 25871 26698
28581 26384 27051
28576 26617 26622
28507 26655 26766
29005 26563 26356
28795 26598 26582
29343 26113 26391
28749 26629 26603
29282 26175 26309
29097 25937 26823
28872 26143 27009
28999 25949 26860
28739 26710 26399
29060 26336 26564
28818 26516 26687
29239 26066 26630
28925 26569 26451
29039 26462 26414
28896 25955 26977
28773 26253 26969
29034 26017 26834
28855 26289 26945
28909 26187 26944
28958 26308 26890
28997 26082 26909
28890 26046 26985
29148 26216 26610
29298 26031 26654
28732 26374 27046
28720 26409 27002
29033 26153 26684
28924 26501 26652
28839 26531 26575
28922 26365 26739
28783 26661 26511
29326 25998 26657
29193 26217 26608
29208 26264 26538
29219 26243 26521
29264 26191 26540
29078 26418 26494
